"CLAVEGEO","ENTIDAD","DISTRITO","POBTOT","POBMAS","POBFEM","P_0A2","P_0A2_M","P_0A2_F","P_3YMAS","P_3YMAS_M","P_3YMAS_F","P_5YMAS","P_5YMAS_M","P_5YMAS_F","P_12YMAS","P_12YMAS_M","P_12YMAS_F","P_15YMAS","P_15YMAS_M","P_15YMAS_F","P_18YMAS","P_18YMAS_M","P_18YMAS_F","P_3A5","P_3A5_M","P_3A5_F","P_6A11","P_6A11_M","P_6A11_F","P_8A14","P_8A14_M","P_8A14_F","P_12A14","P_12A14_M","P_12A14_F","P_15A17","P_15A17_M","P_15A17_F","P_18A24","P_18A24_M","P_18A24_F","P_15A49_F","P_60YMAS","P_60YMAS_M","P_60YMAS_F","REL_H_M","POB0_14","POB15_64","POB65_MAS","PROM_HNV","PNACENT","PNACENT_M","PNACENT_F","PNACOE","PNACOE_M","PNACOE_F","PRES2005","PRES2005_M","PRES2005_F","PRESOE05","PRESOE05_M","PRESOE05_F","P3YM_HLI","P3YM_HLI_M","P3YM_HLI_F","P3HLINHE","P3HLINHE_M","P3HLINHE_F","P3HLI_HE","P3HLI_HE_M","P3HLI_HE_F","P5_HLI","P5_HLI_NHE","P5_HLI_HE","PHOG_IND","PCON_LIM","PCLIM_MOT","PCLIM_VIS","PCLIM_LENG","PCLIM_AUD","PCLIM_MOT2","PCLIM_MEN","PCLIM_MEN2","PSIN_LIM","P3A5_NOA","P3A5_NOA_M","P3A5_NOA_F","P6A11_NOA","P6A11_NOAM","P6A11_NOAF","P12A14NOA","P12A14NOAM","P12A14NOAF","P15A17A","P15A17A_M","P15A17A_F","P18A24A","P18A24A_M","P18A24A_F","P8A14AN","P8A14AN_M","P8A14AN_F","P15YM_AN","P15YM_AN_M","P15YM_AN_F","P15YM_SE","P15YM_SE_M","P15YM_SE_F","P15PRI_IN","P15PRI_INM","P15PRI_INF","P15PRI_CO","P15PRI_COM","P15PRI_COF","P15SEC_IN","P15SEC_INM","P15SEC_INF","P15SEC_CO","P15SEC_COM","P15SEC_COF","P18YM_PB","P18YM_PB_M","P18YM_PB_F","GRAPROES","GRAPROES_M","GRAPROES_F","PEA","PEA_M","PEA_F","PE_INAC","PE_INAC_M","PE_INAC_F","POCUPADA","POCUPADA_M","POCUPADA_F","PDESOCUP","PDESOCUP_M","PDESOCUP_F","PSINDER","PDER_SS","PDER_IMSS","PDER_ISTE","PDER_ISTEE","PDER_SEGP","P12YM_SOLT","P12YM_CASA","P12YM_SEPA","PCATOLICA","PNCATOLICA","POTRAS_REL","PSIN_RELIG","TOTHOG","HOGJEF_M","HOGJEF_F","POBHOG","PHOGJEF_M","PHOGJEF_F","VIVTOT","TVIVHAB","TVIVPAR","VIVPAR_HAB","TVIVPARHAB","VIVPAR_DES","VIVPAR_UT","OCUPVIVPAR","PROM_OCUP","PRO_OCUP_C","VPH_PISODT","VPH_PISOTI","VPH_1DOR","VPH_2YMASD","VPH_1CUART","VPH_2CUART","VPH_3YMASC","VPH_C_ELEC","VPH_S_ELEC","VPH_AGUADV","VPH_AGUAFV","VPH_EXCSA","VPH_DRENAJ","VPH_NODREN","VPH_C_SERV","VPH_SNBIEN","VPH_RADIO","VPH_TV","VPH_REFRI","VPH_LAVAD","VPH_AUTOM","VPH_PC","VPH_TELEF","VPH_CEL","VPH_INTER"
"03001",3,1,290876,148008,142868,15904,8054,7850,272682,138807,133875,261975,133248,128727,223811,113815,109996,207970,105757,102213,191515,97215,94300,16039,8244,7795,32832,16748,16084,37696,19224,18472,15841,8058,7783,16455,8542,7913,37192,19356,17836,79849,20916,10471,10445,1.04,80616,194251,13719,2.14,199215,99708,99507,87108,45950,41158,237208,119306,117902,21806,12235,9571,5572,3483,2089,102,38,64,4978,3152,1826,5496,93,4925,9266,10851,6073,3089,1022,1077,598,478,1072,275977,7401,3848,3553,883,477,406,945,497,448,12172,6121,6051,11876,5970,5906,939,530,409,7489,3794,3695,10201,5151,5050,21606,11356,10250,26943,14022,12921,11682,6664,5018,40955,21579,19376,87926,43238,44688,7.23,8.13,8.19,129831,85488,44343,93123,27827,65296,125888,82543,43345,3943,2945,998,54541,233676,117166,51915,1392,59572,75018,127857,20576,243379,25617,276,17135,80866,62714,18152,284255,228899,55356,102730,81733,101863,80866,81595,14172,6825,284255,3.48,.98,77484,2756,26395,53949,7218,10618,62447,78222,2170,74627,5633,78623,73188,6853,69304,1042,61025,76381,71922,58152,60245,35270,35331,68458,27584
"03002",3,2,346150,177425,168725,20484,10399,10085,318619,163491,155128,304956,156663,148293,259200,133395,125805,241247,124178,117069,222987,114969,108018,20216,10180,10036,39203,19916,19287,43837,22368,21469,17953,9217,8736,18260,9209,9051,44496,22896,21600,94586,21198,10425,10773,1.05,97856,227747,13500,2.06,174481,87918,86563,159577,83245,76332,247439,126552,120887,52114,26876,25238,5220,2923,2297,41,18,23,4555,2540,2015,5165,38,4517,10870,13137,6808,4550,1176,1153,755,714,1113,323780,10055,5077,4978,897,483,414,1126,632,494,12903,6424,6479,9703,4961,4742,1037,604,433,6936,3075,3861,8781,4084,4697,23543,12061,11482,35417,18163,17254,15977,9182,6795,54080,28726,25354,94286,47994,46292,8.81,9.36,9.33,157904,103673,54231,100248,29082,71166,148139,95736,52403,9765,7937,1828,90624,247711,149976,32050,535,57213,86742,147095,24771,274343,36843,387,22899,94180,71811,22369,337720,263290,74430,127509,96538,125151,94180,96484,20213,10758,337720,3.5,1.13,86076,7287,38323,55222,16650,17840,58990,90381,3238,78446,14963,91923,90310,2952,76928,1022,66116,88486,82612,60954,61388,37049,35699,82354,30303
