CLAVEGEO,CVE_ENT,CVE_DISTRITO,CVE_MUN,CVE_SECCION,DESC_SECCION
100200100108,1,2,1,108,Sección 00108
100200100109,1,2,1,109,Sección 00109
100200100110,1,2,1,110,Sección 00110
100200100111,1,2,1,111,Sección 00111
100200100112,1,2,1,112,Sección 00112
100200100113,1,2,1,113,Sección 00113
100200100114,1,2,1,114,Sección 00114
100200100115,1,2,1,115,Sección 00115
100200100116,1,2,1,116,Sección 00116
100200100117,1,2,1,117,Sección 00117
100200100118,1,2,1,118,Sección 00118
100200100119,1,2,1,119,Sección 00119
100200100120,1,2,1,120,Sección 00120
100200100121,1,2,1,121,Sección 00121
100200100122,1,2,1,122,Sección 00122
100200100123,1,2,1,123,Sección 00123
100200100124,1,2,1,124,Sección 00124
100200100125,1,2,1,125,Sección 00125
100200100126,1,2,1,126,Sección 00126
100200100127,1,2,1,127,Sección 00127
100200100128,1,2,1,128,Sección 00128
100200100129,1,2,1,129,Sección 00129
100200100130,1,2,1,130,Sección 00130
100200100131,1,2,1,131,Sección 00131
100200100132,1,2,1,132,Sección 00132
100200100133,1,2,1,133,Sección 00133
100200100134,1,2,1,134,Sección 00134
100200100135,1,2,1,135,Sección 00135
100200100136,1,2,1,136,Sección 00136
100200100137,1,2,1,137,Sección 00137
100200100138,1,2,1,138,Sección 00138
100200100139,1,2,1,139,Sección 00139
100200100140,1,2,1,140,Sección 00140
100200100141,1,2,1,141,Sección 00141
100200100142,1,2,1,142,Sección 00142
100200100143,1,2,1,143,Sección 00143
100200100144,1,2,1,144,Sección 00144
100200100145,1,2,1,145,Sección 00145
100200100146,1,2,1,146,Sección 00146
100200100147,1,2,1,147,Sección 00147
100200100148,1,2,1,148,Sección 00148
100200100149,1,2,1,149,Sección 00149
100200100150,1,2,1,150,Sección 00150
100200100151,1,2,1,151,Sección 00151
100200100152,1,2,1,152,Sección 00152
100200100153,1,2,1,153,Sección 00153
100200100154,1,2,1,154,Sección 00154
100200100155,1,2,1,155,Sección 00155
100200100156,1,2,1,156,Sección 00156
100200100157,1,2,1,157,Sección 00157
100200100158,1,2,1,158,Sección 00158
100200100159,1,2,1,159,Sección 00159
100200100160,1,2,1,160,Sección 00160
100200100164,1,2,1,164,Sección 00164
100200100165,1,2,1,165,Sección 00165
100200100167,1,2,1,167,Sección 00167
100200100168,1,2,1,168,Sección 00168
100200100169,1,2,1,169,Sección 00169
100200100170,1,2,1,170,Sección 00170
100200100185,1,2,1,185,Sección 00185
100200100186,1,2,1,186,Sección 00186
100200100315,1,2,1,315,Sección 00315
100200100316,1,2,1,316,Sección 00316
100200100317,1,2,1,317,Sección 00317
100200100318,1,2,1,318,Sección 00318
100200100323,1,2,1,323,Sección 00323
100200100324,1,2,1,324,Sección 00324
100200100325,1,2,1,325,Sección 00325
100200100332,1,2,1,332,Sección 00332
100200100489,1,2,1,489,Sección 00489
100200100490,1,2,1,490,Sección 00490
100200100491,1,2,1,491,Sección 00491
100200100492,1,2,1,492,Sección 00492
100200100493,1,2,1,493,Sección 00493
100200100494,1,2,1,494,Sección 00494
100200100495,1,2,1,495,Sección 00495
100200100496,1,2,1,496,Sección 00496
100200100497,1,2,1,497,Sección 00497
100200100498,1,2,1,498,Sección 00498
100200100499,1,2,1,499,Sección 00499
100200100500,1,2,1,500,Sección 00500
100200100501,1,2,1,501,Sección 00501
100200100502,1,2,1,502,Sección 00502
100200100503,1,2,1,503,Sección 00503
100200100504,1,2,1,504,Sección 00504
100200100505,1,2,1,505,Sección 00505
100200100506,1,2,1,506,Sección 00506
100200100507,1,2,1,507,Sección 00507
100200100508,1,2,1,508,Sección 00508
100200100509,1,2,1,509,Sección 00509
100200100510,1,2,1,510,Sección 00510
100200100511,1,2,1,511,Sección 00511
100200100512,1,2,1,512,Sección 00512
100200100513,1,2,1,513,Sección 00513
100200100514,1,2,1,514,Sección 00514
100200100515,1,2,1,515,Sección 00515
100200100516,1,2,1,516,Sección 00516
100200100517,1,2,1,517,Sección 00517
100200100518,1,2,1,518,Sección 00518
100200100519,1,2,1,519,Sección 00519
100200100520,1,2,1,520,Sección 00520
100200100521,1,2,1,521,Sección 00521
100200100522,1,2,1,522,Sección 00522
100200100523,1,2,1,523,Sección 00523
100200100524,1,2,1,524,Sección 00524
100200100525,1,2,1,525,Sección 00525
100200100526,1,2,1,526,Sección 00526
100200100527,1,2,1,527,Sección 00527
100200100528,1,2,1,528,Sección 00528
100200100529,1,2,1,529,Sección 00529
100200100530,1,2,1,530,Sección 00530
100200100531,1,2,1,531,Sección 00531
100200100532,1,2,1,532,Sección 00532
100200100533,1,2,1,533,Sección 00533
100200100534,1,2,1,534,Sección 00534
100200100535,1,2,1,535,Sección 00535
100200100536,1,2,1,536,Sección 00536
100200100537,1,2,1,537,Sección 00537
100200100538,1,2,1,538,Sección 00538
100200100539,1,2,1,539,Sección 00539
100200100540,1,2,1,540,Sección 00540
100200100541,1,2,1,541,Sección 00541
100200100542,1,2,1,542,Sección 00542
100200100543,1,2,1,543,Sección 00543
100200100544,1,2,1,544,Sección 00544
100200100545,1,2,1,545,Sección 00545
100200100546,1,2,1,546,Sección 00546
100200100547,1,2,1,547,Sección 00547
100200100548,1,2,1,548,Sección 00548
100200100549,1,2,1,549,Sección 00549
100200100550,1,2,1,550,Sección 00550
100200100551,1,2,1,551,Sección 00551
100200100552,1,2,1,552,Sección 00552
100200100553,1,2,1,553,Sección 00553
100200100554,1,2,1,554,Sección 00554
100200100555,1,2,1,555,Sección 00555
100200100556,1,2,1,556,Sección 00556
100200100557,1,2,1,557,Sección 00557
100200100558,1,2,1,558,Sección 00558
100200100559,1,2,1,559,Sección 00559
100200100560,1,2,1,560,Sección 00560
100200100561,1,2,1,561,Sección 00561
100200100562,1,2,1,562,Sección 00562
100200100563,1,2,1,563,Sección 00563
100200100564,1,2,1,564,Sección 00564
100200100565,1,2,1,565,Sección 00565
100200100566,1,2,1,566,Sección 00566
100200100567,1,2,1,567,Sección 00567
100200100568,1,2,1,568,Sección 00568
100200100569,1,2,1,569,Sección 00569
100200100570,1,2,1,570,Sección 00570
100200100571,1,2,1,571,Sección 00571
100200100572,1,2,1,572,Sección 00572
100200100573,1,2,1,573,Sección 00573
100200100574,1,2,1,574,Sección 00574
100200100575,1,2,1,575,Sección 00575
100200100576,1,2,1,576,Sección 00576
100200100577,1,2,1,577,Sección 00577
100200100578,1,2,1,578,Sección 00578
100200100579,1,2,1,579,Sección 00579
100200100580,1,2,1,580,Sección 00580
100200100581,1,2,1,581,Sección 00581
100200100582,1,2,1,582,Sección 00582
100200100583,1,2,1,583,Sección 00583
100200100584,1,2,1,584,Sección 00584
100200100585,1,2,1,585,Sección 00585
100200100586,1,2,1,586,Sección 00586
100200100587,1,2,1,587,Sección 00587
100200100588,1,2,1,588,Sección 00588
100200100589,1,2,1,589,Sección 00589
100200100590,1,2,1,590,Sección 00590
100200100591,1,2,1,591,Sección 00591
100200100592,1,2,1,592,Sección 00592
100200100593,1,2,1,593,Sección 00593
100300100001,1,3,1,1,Sección 00001
100300100002,1,3,1,2,Sección 00002
100300100003,1,3,1,3,Sección 00003
100300100004,1,3,1,4,Sección 00004
100300100005,1,3,1,5,Sección 00005
100300100006,1,3,1,6,Sección 00006
100300100007,1,3,1,7,Sección 00007
100300100008,1,3,1,8,Sección 00008
100300100009,1,3,1,9,Sección 00009
100300100010,1,3,1,10,Sección 00010
100300100011,1,3,1,11,Sección 00011
100300100012,1,3,1,12,Sección 00012
100300100013,1,3,1,13,Sección 00013
100300100014,1,3,1,14,Sección 00014
100300100015,1,3,1,15,Sección 00015
100300100016,1,3,1,16,Sección 00016
100300100017,1,3,1,17,Sección 00017
100300100018,1,3,1,18,Sección 00018
100300100019,1,3,1,19,Sección 00019
100300100020,1,3,1,20,Sección 00020
100300100021,1,3,1,21,Sección 00021
100300100022,1,3,1,22,Sección 00022
100300100023,1,3,1,23,Sección 00023
100300100024,1,3,1,24,Sección 00024
100300100025,1,3,1,25,Sección 00025
100300100026,1,3,1,26,Sección 00026
100300100027,1,3,1,27,Sección 00027
100300100028,1,3,1,28,Sección 00028
100300100029,1,3,1,29,Sección 00029
100300100030,1,3,1,30,Sección 00030
100300100031,1,3,1,31,Sección 00031
100300100032,1,3,1,32,Sección 00032
100300100033,1,3,1,33,Sección 00033
100300100034,1,3,1,34,Sección 00034
100300100035,1,3,1,35,Sección 00035
100300100036,1,3,1,36,Sección 00036
100300100037,1,3,1,37,Sección 00037
100300100038,1,3,1,38,Sección 00038
100300100039,1,3,1,39,Sección 00039
100300100040,1,3,1,40,Sección 00040
100300100041,1,3,1,41,Sección 00041
100300100044,1,3,1,44,Sección 00044
100300100045,1,3,1,45,Sección 00045
100300100046,1,3,1,46,Sección 00046
100300100047,1,3,1,47,Sección 00047
100300100048,1,3,1,48,Sección 00048
100300100049,1,3,1,49,Sección 00049
100300100050,1,3,1,50,Sección 00050
100300100051,1,3,1,51,Sección 00051
100300100052,1,3,1,52,Sección 00052
100300100053,1,3,1,53,Sección 00053
100300100054,1,3,1,54,Sección 00054
100300100055,1,3,1,55,Sección 00055
100300100056,1,3,1,56,Sección 00056
100300100059,1,3,1,59,Sección 00059
100300100060,1,3,1,60,Sección 00060
100300100061,1,3,1,61,Sección 00061
100300100062,1,3,1,62,Sección 00062
100300100161,1,3,1,161,Sección 00161
100300100162,1,3,1,162,Sección 00162
100300100163,1,3,1,163,Sección 00163
100300100171,1,3,1,171,Sección 00171
100300100172,1,3,1,172,Sección 00172
100300100173,1,3,1,173,Sección 00173
100300100174,1,3,1,174,Sección 00174
100300100175,1,3,1,175,Sección 00175
100300100176,1,3,1,176,Sección 00176
100300100177,1,3,1,177,Sección 00177
100300100178,1,3,1,178,Sección 00178
100300100179,1,3,1,179,Sección 00179
100300100180,1,3,1,180,Sección 00180
100300100181,1,3,1,181,Sección 00181
100300100182,1,3,1,182,Sección 00182
100300100183,1,3,1,183,Sección 00183
100300100184,1,3,1,184,Sección 00184
100300100187,1,3,1,187,Sección 00187
100300100188,1,3,1,188,Sección 00188
100300100189,1,3,1,189,Sección 00189
100300100190,1,3,1,190,Sección 00190
100300100191,1,3,1,191,Sección 00191
100300100192,1,3,1,192,Sección 00192
100300100193,1,3,1,193,Sección 00193
100300100194,1,3,1,194,Sección 00194
100300100195,1,3,1,195,Sección 00195
100300100196,1,3,1,196,Sección 00196
100300100197,1,3,1,197,Sección 00197
100300100198,1,3,1,198,Sección 00198
100300100199,1,3,1,199,Sección 00199
100300100200,1,3,1,200,Sección 00200
100300100201,1,3,1,201,Sección 00201
100300100202,1,3,1,202,Sección 00202
100300100203,1,3,1,203,Sección 00203
100300100204,1,3,1,204,Sección 00204
100300100205,1,3,1,205,Sección 00205
100300100206,1,3,1,206,Sección 00206
100300100207,1,3,1,207,Sección 00207
100300100208,1,3,1,208,Sección 00208
100300100209,1,3,1,209,Sección 00209
100300100210,1,3,1,210,Sección 00210
100300100211,1,3,1,211,Sección 00211
100300100212,1,3,1,212,Sección 00212
100300100213,1,3,1,213,Sección 00213
100300100214,1,3,1,214,Sección 00214
100300100215,1,3,1,215,Sección 00215
100300100216,1,3,1,216,Sección 00216
100300100217,1,3,1,217,Sección 00217
100300100218,1,3,1,218,Sección 00218
100300100219,1,3,1,219,Sección 00219
100300100220,1,3,1,220,Sección 00220
100300100221,1,3,1,221,Sección 00221
100300100222,1,3,1,222,Sección 00222
100300100223,1,3,1,223,Sección 00223
100300100224,1,3,1,224,Sección 00224
100300100225,1,3,1,225,Sección 00225
100300100226,1,3,1,226,Sección 00226
100300100227,1,3,1,227,Sección 00227
100300100228,1,3,1,228,Sección 00228
100300100229,1,3,1,229,Sección 00229
100300100230,1,3,1,230,Sección 00230
100300100231,1,3,1,231,Sección 00231
100300100232,1,3,1,232,Sección 00232
100300100233,1,3,1,233,Sección 00233
100300100234,1,3,1,234,Sección 00234
100300100235,1,3,1,235,Sección 00235
100300100236,1,3,1,236,Sección 00236
100300100237,1,3,1,237,Sección 00237
100300100238,1,3,1,238,Sección 00238
100300100239,1,3,1,239,Sección 00239
100300100240,1,3,1,240,Sección 00240
100300100241,1,3,1,241,Sección 00241
100300100242,1,3,1,242,Sección 00242
100300100243,1,3,1,243,Sección 00243
100300100244,1,3,1,244,Sección 00244
100300100245,1,3,1,245,Sección 00245
100300100246,1,3,1,246,Sección 00246
100300100247,1,3,1,247,Sección 00247
100300100248,1,3,1,248,Sección 00248
100300100249,1,3,1,249,Sección 00249
100300100250,1,3,1,250,Sección 00250
100300100251,1,3,1,251,Sección 00251
100300100252,1,3,1,252,Sección 00252
100300100253,1,3,1,253,Sección 00253
100300100254,1,3,1,254,Sección 00254
100300100255,1,3,1,255,Sección 00255
100300100256,1,3,1,256,Sección 00256
100300100257,1,3,1,257,Sección 00257
100300100258,1,3,1,258,Sección 00258
100300100259,1,3,1,259,Sección 00259
100300100260,1,3,1,260,Sección 00260
100300100261,1,3,1,261,Sección 00261
100300100262,1,3,1,262,Sección 00262
100300100263,1,3,1,263,Sección 00263
100300100264,1,3,1,264,Sección 00264
100300100265,1,3,1,265,Sección 00265
100300100266,1,3,1,266,Sección 00266
100300100267,1,3,1,267,Sección 00267
100300100268,1,3,1,268,Sección 00268
100300100269,1,3,1,269,Sección 00269
100300100270,1,3,1,270,Sección 00270
100300100271,1,3,1,271,Sección 00271
100300100272,1,3,1,272,Sección 00272
100300100273,1,3,1,273,Sección 00273
100300100274,1,3,1,274,Sección 00274
100300100275,1,3,1,275,Sección 00275
100300100276,1,3,1,276,Sección 00276
100300100277,1,3,1,277,Sección 00277
100300100278,1,3,1,278,Sección 00278
100300100279,1,3,1,279,Sección 00279
100300100280,1,3,1,280,Sección 00280
100300100281,1,3,1,281,Sección 00281
100300100282,1,3,1,282,Sección 00282
100300100283,1,3,1,283,Sección 00283
100300100284,1,3,1,284,Sección 00284
100300100285,1,3,1,285,Sección 00285
100300100286,1,3,1,286,Sección 00286
100300100287,1,3,1,287,Sección 00287
100300100288,1,3,1,288,Sección 00288
100300100289,1,3,1,289,Sección 00289
100300100290,1,3,1,290,Sección 00290
100300100291,1,3,1,291,Sección 00291
100300100292,1,3,1,292,Sección 00292
100300100293,1,3,1,293,Sección 00293
100300100294,1,3,1,294,Sección 00294
100300100295,1,3,1,295,Sección 00295
100300100296,1,3,1,296,Sección 00296
100300100297,1,3,1,297,Sección 00297
100300100298,1,3,1,298,Sección 00298
100300100299,1,3,1,299,Sección 00299
100300100300,1,3,1,300,Sección 00300
100300100301,1,3,1,301,Sección 00301
100300100302,1,3,1,302,Sección 00302
100300100303,1,3,1,303,Sección 00303
100300100304,1,3,1,304,Sección 00304
100300100305,1,3,1,305,Sección 00305
100300100306,1,3,1,306,Sección 00306
100300100307,1,3,1,307,Sección 00307
100300100308,1,3,1,308,Sección 00308
100300100309,1,3,1,309,Sección 00309
100300100310,1,3,1,310,Sección 00310
100300100311,1,3,1,311,Sección 00311
100300100312,1,3,1,312,Sección 00312
100300100313,1,3,1,313,Sección 00313
100300100314,1,3,1,314,Sección 00314
100300100320,1,3,1,320,Sección 00320
100300100321,1,3,1,321,Sección 00321
100300100322,1,3,1,322,Sección 00322
100300100326,1,3,1,326,Sección 00326
100300100327,1,3,1,327,Sección 00327
100300100328,1,3,1,328,Sección 00328
100300100329,1,3,1,329,Sección 00329
100300100330,1,3,1,330,Sección 00330
100300100331,1,3,1,331,Sección 00331
100300100333,1,3,1,333,Sección 00333
100300100334,1,3,1,334,Sección 00334
100300100335,1,3,1,335,Sección 00335
100300100336,1,3,1,336,Sección 00336
100300100337,1,3,1,337,Sección 00337
