CLAVEGEO,CVE_ENT,CVE_DISTRITO,CVE_MUN,CVE_SECCION,DESC_SECCION
200100200512,2,1,2,512,Sección 00512
200100200513,2,1,2,513,Sección 00513
200100200514,2,1,2,514,Sección 00514
200100200515,2,1,2,515,Sección 00515
200100200516,2,1,2,516,Sección 00516
200100200569,2,1,2,569,Sección 00569
200100200570,2,1,2,570,Sección 00570
200100200571,2,1,2,571,Sección 00571
200100200580,2,1,2,580,Sección 00580
200100200581,2,1,2,581,Sección 00581
200100200582,2,1,2,582,Sección 00582
200100200587,2,1,2,587,Sección 00587
200100200588,2,1,2,588,Sección 00588
200100200589,2,1,2,589,Sección 00589
200100200590,2,1,2,590,Sección 00590
200100200591,2,1,2,591,Sección 00591
200100200592,2,1,2,592,Sección 00592
200100200593,2,1,2,593,Sección 00593
200100200594,2,1,2,594,Sección 00594
200100200595,2,1,2,595,Sección 00595
200100200596,2,1,2,596,Sección 00596
200100200597,2,1,2,597,Sección 00597
200100200598,2,1,2,598,Sección 00598
200100200599,2,1,2,599,Sección 00599
200100200600,2,1,2,600,Sección 00600
200100200601,2,1,2,601,Sección 00601
200100200602,2,1,2,602,Sección 00602
200100200603,2,1,2,603,Sección 00603
200100200604,2,1,2,604,Sección 00604
200100200605,2,1,2,605,Sección 00605
200100200606,2,1,2,606,Sección 00606
200100200607,2,1,2,607,Sección 00607
200100200608,2,1,2,608,Sección 00608
200100200609,2,1,2,609,Sección 00609
200100200610,2,1,2,610,Sección 00610
200100200611,2,1,2,611,Sección 00611
200100200612,2,1,2,612,Sección 00612
200100200613,2,1,2,613,Sección 00613
200100200614,2,1,2,614,Sección 00614
200100200615,2,1,2,615,Sección 00615
200100200616,2,1,2,616,Sección 00616
200100200617,2,1,2,617,Sección 00617
200100200618,2,1,2,618,Sección 00618
200100200619,2,1,2,619,Sección 00619
200100200620,2,1,2,620,Sección 00620
200100200621,2,1,2,621,Sección 00621
200100200622,2,1,2,622,Sección 00622
200100200623,2,1,2,623,Sección 00623
200100200624,2,1,2,624,Sección 00624
200100200625,2,1,2,625,Sección 00625
200100200626,2,1,2,626,Sección 00626
200100200627,2,1,2,627,Sección 00627
200100200628,2,1,2,628,Sección 00628
200100200629,2,1,2,629,Sección 00629
200100200630,2,1,2,630,Sección 00630
200100200631,2,1,2,631,Sección 00631
200100200632,2,1,2,632,Sección 00632
200100200633,2,1,2,633,Sección 00633
200100200634,2,1,2,634,Sección 00634
200100200635,2,1,2,635,Sección 00635
200100200636,2,1,2,636,Sección 00636
200100200637,2,1,2,637,Sección 00637
200100200638,2,1,2,638,Sección 00638
200100200639,2,1,2,639,Sección 00639
200100200640,2,1,2,640,Sección 00640
200100200641,2,1,2,641,Sección 00641
200100200642,2,1,2,642,Sección 00642
200100200643,2,1,2,643,Sección 00643
200100200644,2,1,2,644,Sección 00644
200100200645,2,1,2,645,Sección 00645
200100200646,2,1,2,646,Sección 00646
200100200647,2,1,2,647,Sección 00647
200100200648,2,1,2,648,Sección 00648
200100200649,2,1,2,649,Sección 00649
200100200650,2,1,2,650,Sección 00650
200100200651,2,1,2,651,Sección 00651
200100200652,2,1,2,652,Sección 00652
200100200653,2,1,2,653,Sección 00653
200100200654,2,1,2,654,Sección 00654
200100200655,2,1,2,655,Sección 00655
200100200656,2,1,2,656,Sección 00656
200100200657,2,1,2,657,Sección 00657
200100200658,2,1,2,658,Sección 00658
200100200659,2,1,2,659,Sección 00659
200100200660,2,1,2,660,Sección 00660
200100200661,2,1,2,661,Sección 00661
200100200662,2,1,2,662,Sección 00662
200100200663,2,1,2,663,Sección 00663
200100200664,2,1,2,664,Sección 00664
200100200665,2,1,2,665,Sección 00665
200100200666,2,1,2,666,Sección 00666
200100200667,2,1,2,667,Sección 00667
200100200668,2,1,2,668,Sección 00668
200100200669,2,1,2,669,Sección 00669
200100200670,2,1,2,670,Sección 00670
200100200671,2,1,2,671,Sección 00671
200100200673,2,1,2,673,Sección 00673
200100200674,2,1,2,674,Sección 00674
200100200675,2,1,2,675,Sección 00675
200100200676,2,1,2,676,Sección 00676
200100200677,2,1,2,677,Sección 00677
200100200678,2,1,2,678,Sección 00678
200100200679,2,1,2,679,Sección 00679
200100200680,2,1,2,680,Sección 00680
200100200688,2,1,2,688,Sección 00688
200100200689,2,1,2,689,Sección 00689
200100200690,2,1,2,690,Sección 00690
200100200691,2,1,2,691,Sección 00691
200100200693,2,1,2,693,Sección 00693
200200200213,2,2,2,213,Sección 00213
200200200214,2,2,2,214,Sección 00214
200200200215,2,2,2,215,Sección 00215
200200200216,2,2,2,216,Sección 00216
200200200217,2,2,2,217,Sección 00217
200200200218,2,2,2,218,Sección 00218
200200200219,2,2,2,219,Sección 00219
200200200220,2,2,2,220,Sección 00220
200200200221,2,2,2,221,Sección 00221
200200200222,2,2,2,222,Sección 00222
200200200223,2,2,2,223,Sección 00223
200200200224,2,2,2,224,Sección 00224
200200200225,2,2,2,225,Sección 00225
200200200226,2,2,2,226,Sección 00226
200200200227,2,2,2,227,Sección 00227
200200200228,2,2,2,228,Sección 00228
200200200229,2,2,2,229,Sección 00229
200200200230,2,2,2,230,Sección 00230
200200200231,2,2,2,231,Sección 00231
200200200232,2,2,2,232,Sección 00232
200200200237,2,2,2,237,Sección 00237
200200200238,2,2,2,238,Sección 00238
200200200239,2,2,2,239,Sección 00239
200200200240,2,2,2,240,Sección 00240
200200200241,2,2,2,241,Sección 00241
200200200242,2,2,2,242,Sección 00242
200200200243,2,2,2,243,Sección 00243
200200200244,2,2,2,244,Sección 00244
200200200245,2,2,2,245,Sección 00245
200200200246,2,2,2,246,Sección 00246
200200200247,2,2,2,247,Sección 00247
200200200248,2,2,2,248,Sección 00248
200200200249,2,2,2,249,Sección 00249
200200200250,2,2,2,250,Sección 00250
200200200251,2,2,2,251,Sección 00251
200200200258,2,2,2,258,Sección 00258
200200200259,2,2,2,259,Sección 00259
200200200260,2,2,2,260,Sección 00260
200200200261,2,2,2,261,Sección 00261
200200200262,2,2,2,262,Sección 00262
200200200263,2,2,2,263,Sección 00263
200200200264,2,2,2,264,Sección 00264
200200200265,2,2,2,265,Sección 00265
200200200266,2,2,2,266,Sección 00266
200200200267,2,2,2,267,Sección 00267
200200200268,2,2,2,268,Sección 00268
200200200269,2,2,2,269,Sección 00269
200200200270,2,2,2,270,Sección 00270
200200200271,2,2,2,271,Sección 00271
200200200272,2,2,2,272,Sección 00272
200200200273,2,2,2,273,Sección 00273
200200200274,2,2,2,274,Sección 00274
200200200275,2,2,2,275,Sección 00275
200200200276,2,2,2,276,Sección 00276
200200200277,2,2,2,277,Sección 00277
200200200278,2,2,2,278,Sección 00278
200200200279,2,2,2,279,Sección 00279
200200200285,2,2,2,285,Sección 00285
200200200286,2,2,2,286,Sección 00286
200200200287,2,2,2,287,Sección 00287
200200200288,2,2,2,288,Sección 00288
200200200289,2,2,2,289,Sección 00289
200200200290,2,2,2,290,Sección 00290
200200200291,2,2,2,291,Sección 00291
200200200292,2,2,2,292,Sección 00292
200200200293,2,2,2,293,Sección 00293
200200200294,2,2,2,294,Sección 00294
200200200295,2,2,2,295,Sección 00295
200200200296,2,2,2,296,Sección 00296
200200200297,2,2,2,297,Sección 00297
200200200298,2,2,2,298,Sección 00298
200200200299,2,2,2,299,Sección 00299
200200200300,2,2,2,300,Sección 00300
200200200301,2,2,2,301,Sección 00301
200200200302,2,2,2,302,Sección 00302
200200200303,2,2,2,303,Sección 00303
200200200304,2,2,2,304,Sección 00304
200200200309,2,2,2,309,Sección 00309
200200200310,2,2,2,310,Sección 00310
200200200311,2,2,2,311,Sección 00311
200200200312,2,2,2,312,Sección 00312
200200200313,2,2,2,313,Sección 00313
200200200314,2,2,2,314,Sección 00314
200200200315,2,2,2,315,Sección 00315
200200200316,2,2,2,316,Sección 00316
200200200317,2,2,2,317,Sección 00317
200200200318,2,2,2,318,Sección 00318
200200200324,2,2,2,324,Sección 00324
200200200325,2,2,2,325,Sección 00325
200200200326,2,2,2,326,Sección 00326
200200200369,2,2,2,369,Sección 00369
200200200370,2,2,2,370,Sección 00370
200200200371,2,2,2,371,Sección 00371
200200200372,2,2,2,372,Sección 00372
200200200373,2,2,2,373,Sección 00373
200200200374,2,2,2,374,Sección 00374
200200200375,2,2,2,375,Sección 00375
200200200376,2,2,2,376,Sección 00376
200200200377,2,2,2,377,Sección 00377
200200200378,2,2,2,378,Sección 00378
200200200379,2,2,2,379,Sección 00379
200200200380,2,2,2,380,Sección 00380
200200200381,2,2,2,381,Sección 00381
200200200382,2,2,2,382,Sección 00382
200200200383,2,2,2,383,Sección 00383
200200200384,2,2,2,384,Sección 00384
200200200385,2,2,2,385,Sección 00385
200200200386,2,2,2,386,Sección 00386
200200200387,2,2,2,387,Sección 00387
200200200388,2,2,2,388,Sección 00388
200200200389,2,2,2,389,Sección 00389
200200200390,2,2,2,390,Sección 00390
200200200391,2,2,2,391,Sección 00391
200200200392,2,2,2,392,Sección 00392
200200200393,2,2,2,393,Sección 00393
200200200394,2,2,2,394,Sección 00394
200200200395,2,2,2,395,Sección 00395
200200200396,2,2,2,396,Sección 00396
200200200397,2,2,2,397,Sección 00397
200200200398,2,2,2,398,Sección 00398
200200200399,2,2,2,399,Sección 00399
200200200400,2,2,2,400,Sección 00400
200200200401,2,2,2,401,Sección 00401
200200200402,2,2,2,402,Sección 00402
200200200403,2,2,2,403,Sección 00403
200200200404,2,2,2,404,Sección 00404
200200200405,2,2,2,405,Sección 00405
200200200406,2,2,2,406,Sección 00406
200200200407,2,2,2,407,Sección 00407
200200200408,2,2,2,408,Sección 00408
200200200409,2,2,2,409,Sección 00409
200200200410,2,2,2,410,Sección 00410
200200200411,2,2,2,411,Sección 00411
200200200412,2,2,2,412,Sección 00412
200200200413,2,2,2,413,Sección 00413
200200200414,2,2,2,414,Sección 00414
200200200415,2,2,2,415,Sección 00415
200200200416,2,2,2,416,Sección 00416
200200200417,2,2,2,417,Sección 00417
200200200418,2,2,2,418,Sección 00418
200200200419,2,2,2,419,Sección 00419
200200200420,2,2,2,420,Sección 00420
200200200421,2,2,2,421,Sección 00421
200200200422,2,2,2,422,Sección 00422
200200200423,2,2,2,423,Sección 00423
200200200424,2,2,2,424,Sección 00424
200200200425,2,2,2,425,Sección 00425
200200200426,2,2,2,426,Sección 00426
200200200427,2,2,2,427,Sección 00427
200200200428,2,2,2,428,Sección 00428
200200200429,2,2,2,429,Sección 00429
200200200430,2,2,2,430,Sección 00430
200200200431,2,2,2,431,Sección 00431
200200200432,2,2,2,432,Sección 00432
200200200433,2,2,2,433,Sección 00433
200200200434,2,2,2,434,Sección 00434
200200200435,2,2,2,435,Sección 00435
200200200436,2,2,2,436,Sección 00436
200200200437,2,2,2,437,Sección 00437
200200200438,2,2,2,438,Sección 00438
200200200439,2,2,2,439,Sección 00439
200200200440,2,2,2,440,Sección 00440
200200200441,2,2,2,441,Sección 00441
200200200442,2,2,2,442,Sección 00442
200200200443,2,2,2,443,Sección 00443
200200200444,2,2,2,444,Sección 00444
200200200445,2,2,2,445,Sección 00445
200200200446,2,2,2,446,Sección 00446
200200200447,2,2,2,447,Sección 00447
200200200448,2,2,2,448,Sección 00448
200200200449,2,2,2,449,Sección 00449
200200200450,2,2,2,450,Sección 00450
200200200452,2,2,2,452,Sección 00452
200200200453,2,2,2,453,Sección 00453
200200200454,2,2,2,454,Sección 00454
200200200455,2,2,2,455,Sección 00455
200200200456,2,2,2,456,Sección 00456
200200200457,2,2,2,457,Sección 00457
200200200458,2,2,2,458,Sección 00458
200200200460,2,2,2,460,Sección 00460
200200200461,2,2,2,461,Sección 00461
200200200462,2,2,2,462,Sección 00462
200200200469,2,2,2,469,Sección 00469
200200200470,2,2,2,470,Sección 00470
200200200548,2,2,2,548,Sección 00548
200200200549,2,2,2,549,Sección 00549
200200200550,2,2,2,550,Sección 00550
200200200551,2,2,2,551,Sección 00551
200200200552,2,2,2,552,Sección 00552
200200200553,2,2,2,553,Sección 00553
200200200554,2,2,2,554,Sección 00554
200200200555,2,2,2,555,Sección 00555
200200200556,2,2,2,556,Sección 00556
200200200557,2,2,2,557,Sección 00557
200200200558,2,2,2,558,Sección 00558
200200200559,2,2,2,559,Sección 00559
200200200560,2,2,2,560,Sección 00560
200200200561,2,2,2,561,Sección 00561
200200200562,2,2,2,562,Sección 00562
200200200563,2,2,2,563,Sección 00563
200200200564,2,2,2,564,Sección 00564
200200200572,2,2,2,572,Sección 00572
200200200573,2,2,2,573,Sección 00573
200200200574,2,2,2,574,Sección 00574
200200200575,2,2,2,575,Sección 00575
200200200576,2,2,2,576,Sección 00576
200200200577,2,2,2,577,Sección 00577
200200200578,2,2,2,578,Sección 00578
200200200579,2,2,2,579,Sección 00579
200200200583,2,2,2,583,Sección 00583
200200200584,2,2,2,584,Sección 00584
200200200585,2,2,2,585,Sección 00585
200200200586,2,2,2,586,Sección 00586
200200200681,2,2,2,681,Sección 00681
200200200682,2,2,2,682,Sección 00682
200200200683,2,2,2,683,Sección 00683
200200200684,2,2,2,684,Sección 00684
200200200685,2,2,2,685,Sección 00685
200200200686,2,2,2,686,Sección 00686
200200200687,2,2,2,687,Sección 00687
200300100001,2,3,1,1,Sección 00001
200300100002,2,3,1,2,Sección 00002
200300100003,2,3,1,3,Sección 00003
200300100004,2,3,1,4,Sección 00004
200300100005,2,3,1,5,Sección 00005
200300100006,2,3,1,6,Sección 00006
200300100007,2,3,1,7,Sección 00007
200300100008,2,3,1,8,Sección 00008
200300100009,2,3,1,9,Sección 00009
200300100010,2,3,1,10,Sección 00010
200300100011,2,3,1,11,Sección 00011
200300100015,2,3,1,15,Sección 00015
200300100016,2,3,1,16,Sección 00016
200300100017,2,3,1,17,Sección 00017
200300100018,2,3,1,18,Sección 00018
200300100019,2,3,1,19,Sección 00019
200300100020,2,3,1,20,Sección 00020
200300100021,2,3,1,21,Sección 00021
200300100022,2,3,1,22,Sección 00022
200300100023,2,3,1,23,Sección 00023
200300100024,2,3,1,24,Sección 00024
200300100025,2,3,1,25,Sección 00025
200300100026,2,3,1,26,Sección 00026
200300100027,2,3,1,27,Sección 00027
200300100028,2,3,1,28,Sección 00028
200300100029,2,3,1,29,Sección 00029
200300100030,2,3,1,30,Sección 00030
200300100031,2,3,1,31,Sección 00031
200300100032,2,3,1,32,Sección 00032
200300100033,2,3,1,33,Sección 00033
200300100034,2,3,1,34,Sección 00034
200300100035,2,3,1,35,Sección 00035
200300100037,2,3,1,37,Sección 00037
200300100038,2,3,1,38,Sección 00038
200300100039,2,3,1,39,Sección 00039
200300100040,2,3,1,40,Sección 00040
200300100041,2,3,1,41,Sección 00041
200300100042,2,3,1,42,Sección 00042
200300100043,2,3,1,43,Sección 00043
200300100044,2,3,1,44,Sección 00044
200300100045,2,3,1,45,Sección 00045
200300100046,2,3,1,46,Sección 00046
200300100047,2,3,1,47,Sección 00047
200300100048,2,3,1,48,Sección 00048
200300100049,2,3,1,49,Sección 00049
200300100050,2,3,1,50,Sección 00050
200300100051,2,3,1,51,Sección 00051
200300100052,2,3,1,52,Sección 00052
200300100053,2,3,1,53,Sección 00053
200300100054,2,3,1,54,Sección 00054
200300100055,2,3,1,55,Sección 00055
200300100056,2,3,1,56,Sección 00056
200300100057,2,3,1,57,Sección 00057
200300100058,2,3,1,58,Sección 00058
200300100059,2,3,1,59,Sección 00059
200300100063,2,3,1,63,Sección 00063
200300100064,2,3,1,64,Sección 00064
200300100065,2,3,1,65,Sección 00065
200300100066,2,3,1,66,Sección 00066
200300100067,2,3,1,67,Sección 00067
200300100068,2,3,1,68,Sección 00068
200300100069,2,3,1,69,Sección 00069
200300100070,2,3,1,70,Sección 00070
200300100071,2,3,1,71,Sección 00071
200300100072,2,3,1,72,Sección 00072
200300100073,2,3,1,73,Sección 00073
200300100074,2,3,1,74,Sección 00074
200300100075,2,3,1,75,Sección 00075
200300100076,2,3,1,76,Sección 00076
200300100077,2,3,1,77,Sección 00077
200300100078,2,3,1,78,Sección 00078
200300100085,2,3,1,85,Sección 00085
200300100086,2,3,1,86,Sección 00086
200300100087,2,3,1,87,Sección 00087
200300100088,2,3,1,88,Sección 00088
200300100089,2,3,1,89,Sección 00089
200300100090,2,3,1,90,Sección 00090
200300100091,2,3,1,91,Sección 00091
200300100103,2,3,1,103,Sección 00103
200300100104,2,3,1,104,Sección 00104
200300100105,2,3,1,105,Sección 00105
200300100106,2,3,1,106,Sección 00106
200300100110,2,3,1,110,Sección 00110
200300100111,2,3,1,111,Sección 00111
200300100112,2,3,1,112,Sección 00112
200300100113,2,3,1,113,Sección 00113
200300100114,2,3,1,114,Sección 00114
200300100115,2,3,1,115,Sección 00115
200300100116,2,3,1,116,Sección 00116
200300100117,2,3,1,117,Sección 00117
200300100118,2,3,1,118,Sección 00118
200300100119,2,3,1,119,Sección 00119
200300100120,2,3,1,120,Sección 00120
200300100121,2,3,1,121,Sección 00121
200300100122,2,3,1,122,Sección 00122
200300100123,2,3,1,123,Sección 00123
200300100124,2,3,1,124,Sección 00124
200300100125,2,3,1,125,Sección 00125
200300100126,2,3,1,126,Sección 00126
200300100127,2,3,1,127,Sección 00127
200300100130,2,3,1,130,Sección 00130
200300100131,2,3,1,131,Sección 00131
200300100132,2,3,1,132,Sección 00132
200300100133,2,3,1,133,Sección 00133
200300100134,2,3,1,134,Sección 00134
200300100135,2,3,1,135,Sección 00135
200300100136,2,3,1,136,Sección 00136
200300100137,2,3,1,137,Sección 00137
200300100138,2,3,1,138,Sección 00138
200300100139,2,3,1,139,Sección 00139
200300100140,2,3,1,140,Sección 00140
200300100141,2,3,1,141,Sección 00141
200300100142,2,3,1,142,Sección 00142
200300100143,2,3,1,143,Sección 00143
200300100144,2,3,1,144,Sección 00144
200300100145,2,3,1,145,Sección 00145
200300100146,2,3,1,146,Sección 00146
200300100147,2,3,1,147,Sección 00147
200300100148,2,3,1,148,Sección 00148
200300100149,2,3,1,149,Sección 00149
200300100150,2,3,1,150,Sección 00150
200300100151,2,3,1,151,Sección 00151
200300100152,2,3,1,152,Sección 00152
200300100153,2,3,1,153,Sección 00153
200300100154,2,3,1,154,Sección 00154
200300100155,2,3,1,155,Sección 00155
200300100156,2,3,1,156,Sección 00156
200300100157,2,3,1,157,Sección 00157
200300100158,2,3,1,158,Sección 00158
200300100159,2,3,1,159,Sección 00159
200300100160,2,3,1,160,Sección 00160
200300100161,2,3,1,161,Sección 00161
200300100162,2,3,1,162,Sección 00162
200300100163,2,3,1,163,Sección 00163
200300100164,2,3,1,164,Sección 00164
200300100165,2,3,1,165,Sección 00165
200300100166,2,3,1,166,Sección 00166
200300100167,2,3,1,167,Sección 00167
200300100168,2,3,1,168,Sección 00168
200300100173,2,3,1,173,Sección 00173
200300100174,2,3,1,174,Sección 00174
200300100175,2,3,1,175,Sección 00175
200300100176,2,3,1,176,Sección 00176
200300100177,2,3,1,177,Sección 00177
200300100178,2,3,1,178,Sección 00178
200300100179,2,3,1,179,Sección 00179
200300100180,2,3,1,180,Sección 00180
200300100181,2,3,1,181,Sección 00181
200300100182,2,3,1,182,Sección 00182
200300100183,2,3,1,183,Sección 00183
200300100184,2,3,1,184,Sección 00184
200300100185,2,3,1,185,Sección 00185
200300100186,2,3,1,186,Sección 00186
200300100187,2,3,1,187,Sección 00187
200300100188,2,3,1,188,Sección 00188
200300100189,2,3,1,189,Sección 00189
200300100190,2,3,1,190,Sección 00190
200300100191,2,3,1,191,Sección 00191
200300100192,2,3,1,192,Sección 00192
200300100193,2,3,1,193,Sección 00193
200300100194,2,3,1,194,Sección 00194
200300100195,2,3,1,195,Sección 00195
200300100196,2,3,1,196,Sección 00196
200300100197,2,3,1,197,Sección 00197
200300100198,2,3,1,198,Sección 00198
200300100199,2,3,1,199,Sección 00199
200300100200,2,3,1,200,Sección 00200
200300100201,2,3,1,201,Sección 00201
200300100202,2,3,1,202,Sección 00202
200300100203,2,3,1,203,Sección 00203
200300100204,2,3,1,204,Sección 00204
200300100206,2,3,1,206,Sección 00206
200300100207,2,3,1,207,Sección 00207
200300100208,2,3,1,208,Sección 00208
200300100209,2,3,1,209,Sección 00209
200300100210,2,3,1,210,Sección 00210
200400401049,2,4,4,1049,Sección 01049
200400401050,2,4,4,1050,Sección 01050
200400401120,2,4,4,1120,Sección 01120
200400401121,2,4,4,1121,Sección 01121
200400401124,2,4,4,1124,Sección 01124
200400401125,2,4,4,1125,Sección 01125
200400401126,2,4,4,1126,Sección 01126
200400401127,2,4,4,1127,Sección 01127
200400401141,2,4,4,1141,Sección 01141
200400401142,2,4,4,1142,Sección 01142
200400401143,2,4,4,1143,Sección 01143
200400401144,2,4,4,1144,Sección 01144
200400401145,2,4,4,1145,Sección 01145
200400401146,2,4,4,1146,Sección 01146
200400401147,2,4,4,1147,Sección 01147
200400401148,2,4,4,1148,Sección 01148
200400401149,2,4,4,1149,Sección 01149
200400401151,2,4,4,1151,Sección 01151
200400401152,2,4,4,1152,Sección 01152
200400401153,2,4,4,1153,Sección 01153
200400401154,2,4,4,1154,Sección 01154
200400401155,2,4,4,1155,Sección 01155
200400401156,2,4,4,1156,Sección 01156
200400401158,2,4,4,1158,Sección 01158
200400401159,2,4,4,1159,Sección 01159
200400401160,2,4,4,1160,Sección 01160
200400401161,2,4,4,1161,Sección 01161
200400401162,2,4,4,1162,Sección 01162
200400401163,2,4,4,1163,Sección 01163
200400401164,2,4,4,1164,Sección 01164
200400401171,2,4,4,1171,Sección 01171
200400401172,2,4,4,1172,Sección 01172
200400401173,2,4,4,1173,Sección 01173
200400401174,2,4,4,1174,Sección 01174
200400401175,2,4,4,1175,Sección 01175
200400401176,2,4,4,1176,Sección 01176
200400401177,2,4,4,1177,Sección 01177
200400401178,2,4,4,1178,Sección 01178
200400401179,2,4,4,1179,Sección 01179
200400401180,2,4,4,1180,Sección 01180
200400401181,2,4,4,1181,Sección 01181
200400401182,2,4,4,1182,Sección 01182
200400401183,2,4,4,1183,Sección 01183
200400401184,2,4,4,1184,Sección 01184
200400401185,2,4,4,1185,Sección 01185
200400401186,2,4,4,1186,Sección 01186
200400401187,2,4,4,1187,Sección 01187
200400401188,2,4,4,1188,Sección 01188
200400401215,2,4,4,1215,Sección 01215
200400401216,2,4,4,1216,Sección 01216
200400401217,2,4,4,1217,Sección 01217
200400401218,2,4,4,1218,Sección 01218
200400401219,2,4,4,1219,Sección 01219
200400401220,2,4,4,1220,Sección 01220
200400401229,2,4,4,1229,Sección 01229
200400401230,2,4,4,1230,Sección 01230
200400401332,2,4,4,1332,Sección 01332
200400401333,2,4,4,1333,Sección 01333
200400401334,2,4,4,1334,Sección 01334
200400401335,2,4,4,1335,Sección 01335
200400401337,2,4,4,1337,Sección 01337
200400401338,2,4,4,1338,Sección 01338
200400401339,2,4,4,1339,Sección 01339
200400401371,2,4,4,1371,Sección 01371
200400401372,2,4,4,1372,Sección 01372
200400401373,2,4,4,1373,Sección 01373
200400401374,2,4,4,1374,Sección 01374
200400401375,2,4,4,1375,Sección 01375
200400401376,2,4,4,1376,Sección 01376
200400401377,2,4,4,1377,Sección 01377
200400401378,2,4,4,1378,Sección 01378
200400401379,2,4,4,1379,Sección 01379
200400401380,2,4,4,1380,Sección 01380
200400401381,2,4,4,1381,Sección 01381
200400401382,2,4,4,1382,Sección 01382
200400401383,2,4,4,1383,Sección 01383
200400401384,2,4,4,1384,Sección 01384
200400401385,2,4,4,1385,Sección 01385
200400401386,2,4,4,1386,Sección 01386
200400401387,2,4,4,1387,Sección 01387
200400401388,2,4,4,1388,Sección 01388
200400401389,2,4,4,1389,Sección 01389
200400401390,2,4,4,1390,Sección 01390
200400401391,2,4,4,1391,Sección 01391
200400401392,2,4,4,1392,Sección 01392
200400401393,2,4,4,1393,Sección 01393
200400401394,2,4,4,1394,Sección 01394
200400401395,2,4,4,1395,Sección 01395
200400401396,2,4,4,1396,Sección 01396
200400401397,2,4,4,1397,Sección 01397
200400401398,2,4,4,1398,Sección 01398
200400401399,2,4,4,1399,Sección 01399
200400401400,2,4,4,1400,Sección 01400
200400401401,2,4,4,1401,Sección 01401
200400401402,2,4,4,1402,Sección 01402
200400401403,2,4,4,1403,Sección 01403
200400401404,2,4,4,1404,Sección 01404
200400401405,2,4,4,1405,Sección 01405
200400401406,2,4,4,1406,Sección 01406
200400401407,2,4,4,1407,Sección 01407
200400401408,2,4,4,1408,Sección 01408
200400401409,2,4,4,1409,Sección 01409
200400401410,2,4,4,1410,Sección 01410
200400401411,2,4,4,1411,Sección 01411
200400401412,2,4,4,1412,Sección 01412
200400401413,2,4,4,1413,Sección 01413
200400401414,2,4,4,1414,Sección 01414
200400401415,2,4,4,1415,Sección 01415
200400401416,2,4,4,1416,Sección 01416
200400401417,2,4,4,1417,Sección 01417
200400401418,2,4,4,1418,Sección 01418
200400401419,2,4,4,1419,Sección 01419
200400401420,2,4,4,1420,Sección 01420
200400401421,2,4,4,1421,Sección 01421
200400401422,2,4,4,1422,Sección 01422
