"CLAVEGEO","ENTIDAD","DISTRITO","POBTOT","POBMAS","POBFEM","P_0A2","P_0A2_M","P_0A2_F","P_3YMAS","P_3YMAS_M","P_3YMAS_F","P_5YMAS","P_5YMAS_M","P_5YMAS_F","P_12YMAS","P_12YMAS_M","P_12YMAS_F","P_15YMAS","P_15YMAS_M","P_15YMAS_F","P_18YMAS","P_18YMAS_M","P_18YMAS_F","P_3A5","P_3A5_M","P_3A5_F","P_6A11","P_6A11_M","P_6A11_F","P_8A14","P_8A14_M","P_8A14_F","P_12A14","P_12A14_M","P_12A14_F","P_15A17","P_15A17_M","P_15A17_F","P_18A24","P_18A24_M","P_18A24_F","P_15A49_F","P_60YMAS","P_60YMAS_M","P_60YMAS_F","REL_H_M","POB0_14","POB15_64","POB65_MAS","PROM_HNV","PNACENT","PNACENT_M","PNACENT_F","PNACOE","PNACOE_M","PNACOE_F","PRES2005","PRES2005_M","PRES2005_F","PRESOE05","PRESOE05_M","PRESOE05_F","P3YM_HLI","P3YM_HLI_M","P3YM_HLI_F","P3HLINHE","P3HLINHE_M","P3HLINHE_F","P3HLI_HE","P3HLI_HE_M","P3HLI_HE_F","P5_HLI","P5_HLI_NHE","P5_HLI_HE","PHOG_IND","PCON_LIM","PCLIM_MOT","PCLIM_VIS","PCLIM_LENG","PCLIM_AUD","PCLIM_MOT2","PCLIM_MEN","PCLIM_MEN2","PSIN_LIM","P3A5_NOA","P3A5_NOA_M","P3A5_NOA_F","P6A11_NOA","P6A11_NOAM","P6A11_NOAF","P12A14NOA","P12A14NOAM","P12A14NOAF","P15A17A","P15A17A_M","P15A17A_F","P18A24A","P18A24A_M","P18A24A_F","P8A14AN","P8A14AN_M","P8A14AN_F","P15YM_AN","P15YM_AN_M","P15YM_AN_F","P15YM_SE","P15YM_SE_M","P15YM_SE_F","P15PRI_IN","P15PRI_INM","P15PRI_INF","P15PRI_CO","P15PRI_COM","P15PRI_COF","P15SEC_IN","P15SEC_INM","P15SEC_INF","P15SEC_CO","P15SEC_COM","P15SEC_COF","P18YM_PB","P18YM_PB_M","P18YM_PB_F","GRAPROES","GRAPROES_M","GRAPROES_F","PEA","PEA_M","PEA_F","PE_INAC","PE_INAC_M","PE_INAC_F","POCUPADA","POCUPADA_M","POCUPADA_F","PDESOCUP","PDESOCUP_M","PDESOCUP_F","PSINDER","PDER_SS","PDER_IMSS","PDER_ISTE","PDER_ISTEE","PDER_SEGP","P12YM_SOLT","P12YM_CASA","P12YM_SEPA","PCATOLICA","PNCATOLICA","POTRAS_REL","PSIN_RELIG","TOTHOG","HOGJEF_M","HOGJEF_F","POBHOG","PHOGJEF_M","PHOGJEF_F","VIVTOT","TVIVHAB","TVIVPAR","VIVPAR_HAB","TVIVPARHAB","VIVPAR_DES","VIVPAR_UT","OCUPVIVPAR","PROM_OCUP","PRO_OCUP_C","VPH_PISODT","VPH_PISOTI","VPH_1DOR","VPH_2YMASD","VPH_1CUART","VPH_2CUART","VPH_3YMASC","VPH_C_ELEC","VPH_S_ELEC","VPH_AGUADV","VPH_AGUAFV","VPH_EXCSA","VPH_DRENAJ","VPH_NODREN","VPH_C_SERV","VPH_SNBIEN","VPH_RADIO","VPH_TV","VPH_REFRI","VPH_LAVAD","VPH_AUTOM","VPH_PC","VPH_TELEF","VPH_CEL","VPH_INTER"
"04001",4,1,410918,201810,209108,21946,11314,10632,387464,189741,197723,372409,182017,190392,319360,155202,164158,296048,143441,152607,271487,131106,140381,22406,11470,10936,45698,23069,22629,54129,27301,26828,23312,11761,11551,24561,12335,12226,55344,27186,28158,115694,37859,18366,19493,.97,113362,269943,26105,2.21,346014,169665,176349,60259,29826,30433,358416,174570,183846,11199,5838,5361,75261,38387,36874,2817,1010,1807,70547,36479,34068,74349,2712,69755,137285,19357,10869,5847,1848,2067,1075,931,1752,388084,8077,4152,3925,998,513,485,1688,802,886,17939,8919,9020,19662,9943,9719,2002,1122,880,23297,9286,14011,22103,9160,12943,38263,17765,20498,41586,18780,22806,14348,7958,6390,59078,29157,29921,110681,56217,54464,8.51,9.18,8.69,167983,112851,55132,149964,41521,108443,164146,109974,54172,3837,2877,960,84350,324459,133844,43713,654,142907,110927,178624,29434,272765,89893,534,41633,106215,81333,24882,407936,327078,80858,127300,106717,126798,106215,106687,12772,7811,407936,3.82,1.13,102637,3158,47371,58582,12790,23153,69963,103687,2317,97028,8801,96761,89430,16247,84355,4163,71137,96243,83279,75772,34284,30089,30661,68666,21736
"04002",4,2,411523,205911,205612,23591,11958,11633,383051,191515,191536,366718,183194,183524,309183,153759,155424,283466,140866,142600,257110,127497,129613,24430,12460,11970,49438,25296,24142,59031,29966,29065,25717,12893,12824,26356,13369,12987,53047,26022,27025,113600,30020,15762,14258,1,123176,263071,20395,2.37,275993,137325,138668,119993,60907,59086,337228,167737,169491,22696,11425,11271,16867,8946,7921,220,51,169,15859,8495,7364,16745,214,15758,38830,18353,9618,5882,1900,1573,783,885,1545,385034,10590,5449,5141,1841,1016,825,2381,1187,1194,16893,8548,8345,12615,6508,6107,3039,1795,1244,24846,10700,14146,26238,11859,14379,43584,21960,21624,42626,20439,22187,15831,8471,7360,64137,31308,32829,81784,42632,39152,7.31,7.45,7.16,157803,114994,42809,149044,37464,111580,152787,110767,42020,5016,4227,789,97845,306947,109048,14091,405,159148,100497,178821,28365,246258,83285,214,53402,105417,81241,24176,406234,321802,84432,129034,107010,127441,105417,106978,12361,9663,406234,3.8,1.33,98338,6714,55118,49986,23853,23624,57540,100994,4158,82269,22725,98634,91474,13343,73274,5500,60243,92847,82830,73936,32338,25071,26490,67443,17623
