index,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,P_TOTAL,P_0A2,P_3A5,POB65_MAS,GRAPROES,PROM_HNV,VIVTOT,PRO_OCUP_C,PROM_OCUP,VPH_PC,PNACOE
53,Ensenada,1,Ensenada,0435,67,3,*,*,*,*,*,1,*,*,*,*
54,Ensenada,1,Ensenada,0435,68,50,3,3,*,13.29,1.60,18,0.79,4.17,10,22
55,Ensenada,1,Ensenada,0435,69,54,0,*,*,11.87,1.17,20,0.64,3.38,13,14
56,Ensenada,1,Ensenada,0435,70,50,0,3,3,12.06,1.60,16,0.62,3.33,10,10
57,Ensenada,1,Ensenada,0435,71,47,0,*,*,12.64,2.24,14,0.80,4.27,9,17
58,Ensenada,1,Ensenada,0435,73,435,17,21,10,11.47,1.68,175,0.88,3.30,93,107
59,Ensenada,1,Ensenada,0435,74,70,5,*,*,11.10,2.08,24,0.95,3.68,14,22
60,Ensenada,1,Ensenada,0435,75,74,*,*,*,10.96,1.54,30,1,3.36,13,17
61,Ensenada,1,Ensenada,0435,77,63,*,4,3,8.94,1.86,21,0.91,3.71,5,22
62,Ensenada,1,Ensenada,0435,79,17,*,*,0,8.44,3.17,6,0.82,3.50,*,8
63,Ensenada,1,Ensenada,0435,80,54,*,*,7,8.16,2.50,25,0.74,2.68,6,20
64,Ensenada,1,Ensenada,0435,82,44,*,*,4,10.15,2.72,17,0.71,2.93,7,11
65,Ensenada,1,Ensenada,0435,83,7,0,0,*,6.33,3.33,3,0.78,2.33,*,0
66,Ensenada,1,Ensenada,0435,84,27,*,4,*,7.67,2.23,8,1.69,3.86,*,6
68,Ensenada,1,Ensenada,044A,1,22,*,*,3,8.69,2.20,9,0.73,2.75,3,8
69,Ensenada,1,Ensenada,044A,2,28,3,*,7,10,3.31,11,0.68,2.55,4,7
70,Ensenada,1,Ensenada,044A,3,56,*,*,7,12.15,2.13,18,0.57,3.50,10,16
71,Ensenada,1,Ensenada,044A,4,75,*,*,9,11.59,2.14,25,0.67,3.26,17,15
72,Ensenada,1,Ensenada,044A,6,65,*,*,10,10.25,2.09,24,0.64,2.95,14,21
73,Ensenada,1,Ensenada,044A,7,72,4,*,7,9.67,2.23,23,0.71,3.13,11,17
74,Ensenada,1,Ensenada,044A,8,95,6,0,17,10.24,2.67,33,0.58,3.39,20,24
75,Ensenada,1,Ensenada,044A,9,69,0,0,13,9.95,2.84,22,0.68,3.45,13,20
76,Ensenada,1,Ensenada,044A,10,92,3,3,11,11.20,1.73,41,0.62,3.07,16,26
77,Ensenada,1,Ensenada,044A,11,90,4,4,4,8.95,2.49,27,0.94,3.75,7,21
78,Ensenada,1,Ensenada,044A,15,63,*,3,9,9.20,2.96,20,0.66,3.32,9,25
79,Ensenada,1,Ensenada,044A,16,127,*,7,10,11.11,1.73,56,0.70,2.89,24,32
80,Ensenada,1,Ensenada,044A,17,0,0,0,0,0,0,0,0,0,0,0
81,Ensenada,1,Ensenada,044A,20,28,*,*,*,7.45,2.30,5,1.65,5.60,*,7
82,Ensenada,1,Ensenada,044A,21,21,0,0,4,9.50,2.50,9,0.70,2.63,3,11
83,Ensenada,1,Ensenada,044A,22,71,*,*,11,10.39,2.54,28,0.60,2.73,13,16
84,Ensenada,1,Ensenada,044A,23,97,4,5,12,9.04,2.50,37,0.76,3.34,11,32
85,Ensenada,1,Ensenada,044A,25,44,*,0,4,11.51,2.70,19,0.53,2.59,11,14
86,Ensenada,1,Ensenada,044A,26,55,3,4,9,10.85,2.54,24,0.87,3.25,8,21
87,Ensenada,1,Ensenada,044A,28,13,0,0,*,6.89,1.33,6,1,2.17,0,*
88,Ensenada,1,Ensenada,044A,29,93,4,*,15,9.30,2.41,26,0.94,3.88,13,21
89,Ensenada,1,Ensenada,044A,31,5,*,*,*,*,*,4,*,*,*,*
90,Ensenada,1,Ensenada,044A,32,39,*,*,*,10.64,1.54,13,0.62,3.25,5,7
91,Ensenada,1,Ensenada,044A,33,35,0,3,7,8.24,2.44,13,0.70,3.18,5,5
92,Ensenada,1,Ensenada,044A,36,82,7,5,6,10.11,2.21,20,1.03,4.10,9,22
93,Ensenada,1,Ensenada,044A,37,50,3,0,10,11.95,1.96,19,0.74,3.57,6,16
94,Ensenada,1,Ensenada,044A,38,45,3,4,0,10.78,2.50,13,0.98,3.75,9,16
95,Ensenada,1,Ensenada,044A,39,7,0,0,0,9,3,4,0.78,2.33,0,*
97,Ensenada,1,Ensenada,0454,1,60,*,*,5,9.02,2.30,25,0.76,2.73,7,22
98,Ensenada,1,Ensenada,0454,2,76,3,*,9,11.13,2,24,0.76,3.80,14,28
99,Ensenada,1,Ensenada,0454,3,30,*,*,3,12.38,1.30,8,0.67,3.75,6,9
100,Ensenada,1,Ensenada,0454,4,41,3,4,*,9.96,2.29,14,0.77,3.15,5,7
101,Ensenada,1,Ensenada,0454,5,40,*,*,7,9.37,2.90,13,0.77,3.33,9,10
102,Ensenada,1,Ensenada,0454,6,68,*,*,11,8.64,2.70,18,0.85,3.78,10,27
103,Ensenada,1,Ensenada,0454,7,60,*,4,5,7.88,2.88,24,0.85,3.16,3,32
104,Ensenada,1,Ensenada,0454,12,39,0,3,4,9.59,2.56,12,0.65,3.25,8,13
105,Ensenada,1,Ensenada,0454,13,51,3,*,3,10.68,2.09,15,0.85,3.40,9,16
106,Ensenada,1,Ensenada,0454,14,44,*,*,6,8.35,2.76,14,1,3.38,7,18
107,Ensenada,1,Ensenada,0454,15,54,*,*,5,11.22,1.40,16,0.90,3.86,10,11
108,Ensenada,1,Ensenada,0454,16,53,*,*,5,9.89,1.89,19,0.87,3.53,10,19
109,Ensenada,1,Ensenada,0454,17,67,3,4,4,9.81,3.30,20,0.89,3.94,8,16
110,Ensenada,1,Ensenada,0454,18,77,3,*,7,10.75,2.07,25,0.79,3.85,13,26
111,Ensenada,1,Ensenada,0454,20,50,*,*,4,11.13,2.05,16,0.77,3.33,11,12
112,Ensenada,1,Ensenada,0454,21,42,0,*,6,11.11,1.70,11,0.78,4.20,6,12
113,Ensenada,1,Ensenada,0454,22,20,0,0,4,10.50,1.75,9,0.74,2.86,3,5
114,Ensenada,1,Ensenada,0454,23,28,*,*,*,11.30,1.60,10,0.74,3.11,6,12
115,Ensenada,1,Ensenada,0454,24,22,0,*,5,8.59,3,10,1.16,3.67,*,10
116,Ensenada,1,Ensenada,0454,25,31,*,0,0,10.50,1.90,15,0.67,3.44,6,4
117,Ensenada,1,Ensenada,0454,26,33,0,*,6,10.18,3.31,10,0.92,3.30,4,9
118,Ensenada,1,Ensenada,0454,27,31,*,0,*,12.11,1.57,10,0.94,4.43,4,10
119,Ensenada,1,Ensenada,0454,29,205,4,7,14,9.79,2.28,61,0.83,3.47,30,81
120,Ensenada,1,Ensenada,0454,30,0,0,0,0,0,0,0,0,0,0,0
121,Ensenada,1,Ensenada,0454,31,49,*,*,5,10.60,2.29,13,0.71,3.77,9,11
122,Ensenada,1,Ensenada,0454,32,46,0,*,4,9.14,2.82,16,0.70,3.54,9,15
123,Ensenada,1,Ensenada,0454,34,159,6,6,10,10.23,2.05,57,0.73,3.46,27,65
124,Ensenada,1,Ensenada,0454,36,21,*,0,*,8.14,3.78,7,0.66,3,4,5
125,Ensenada,1,Ensenada,0454,38,29,0,0,3,12.48,2.07,8,0.53,3.63,8,10
126,Ensenada,1,Ensenada,0454,41,52,*,*,3,11.24,1.91,17,0.61,3.06,11,18
127,Ensenada,1,Ensenada,0454,42,13,0,*,*,13.83,1.75,8,0.34,1.63,8,11
128,Ensenada,1,Ensenada,0454,43,20,*,*,*,13.64,2.88,8,0.56,2.50,7,5
129,Ensenada,1,Ensenada,0454,44,17,*,0,0,15.58,1.22,8,0.49,2.43,6,9
130,Ensenada,1,Ensenada,0454,45,17,*,*,0,15.07,0.43,8,0.41,2.13,8,10
131,Ensenada,1,Ensenada,0454,46,10,0,0,0,15.20,0,8,0.37,1.67,3,4
132,Ensenada,1,Ensenada,0454,47,33,*,0,0,14.73,0.86,16,0.56,3,11,11
133,Ensenada,1,Ensenada,0454,48,65,*,*,0,11.20,1.24,17,0.81,4.33,12,14
134,Ensenada,1,Ensenada,0454,49,40,0,0,4,13.70,1.57,11,0.50,3.64,11,15
135,Ensenada,1,Ensenada,0454,50,21,0,*,0,15.39,1.44,7,0.62,3.50,6,12
136,Ensenada,1,Ensenada,0454,51,34,*,*,0,13.83,1.06,10,0.62,3.40,10,7
137,Ensenada,1,Ensenada,0454,52,24,*,*,*,12.06,1.60,9,0.49,3,7,10
138,Ensenada,1,Ensenada,0454,53,0,0,0,0,0,0,0,0,0,0,0
139,Ensenada,1,Ensenada,0454,54,15,*,0,0,14.08,1.25,5,0.71,3.75,3,9
140,Ensenada,1,Ensenada,0454,55,28,*,*,0,12.32,1.36,7,0.61,4,7,10
141,Ensenada,1,Ensenada,0454,56,22,*,0,0,13.53,1.45,7,0.67,3.14,7,6
142,Ensenada,1,Ensenada,0454,57,47,*,0,5,13.62,2.25,19,0.59,2.94,16,23
143,Ensenada,1,Ensenada,0454,58,16,0,0,*,13.25,6,7,0.53,2.67,6,11
144,Ensenada,1,Ensenada,0454,59,0,0,0,0,0,0,0,0,0,0,0
145,Ensenada,1,Ensenada,0454,60,43,0,*,*,16.14,2.22,15,0.43,3.08,13,5
146,Ensenada,1,Ensenada,0454,61,28,*,*,*,13.50,2,8,0.74,4,7,6
147,Ensenada,1,Ensenada,0454,63,43,*,*,*,13.67,1.31,17,0.63,3.64,11,17
148,Ensenada,1,Ensenada,0454,64,30,*,0,*,13.29,2.20,9,0.65,3.75,8,15
149,Ensenada,1,Ensenada,0454,65,67,*,3,7,9.38,1.63,21,0.88,3.35,8,17
151,Ensenada,1,Ensenada,0488,1,43,*,3,*,7.23,2.05,13,1.13,3.91,*,18
152,Ensenada,1,Ensenada,0488,2,50,*,*,5,6.97,2.38,20,1.04,3.13,4,20
153,Ensenada,1,Ensenada,0488,3,64,8,*,5,8.28,2.38,28,1.14,3.05,7,23
154,Ensenada,1,Ensenada,0488,4,132,9,10,5,8.41,2.57,40,1.18,3.77,8,45
155,Ensenada,1,Ensenada,0488,5,18,*,*,*,8.92,2.43,4,1.13,4.50,*,11
156,Ensenada,1,Ensenada,0488,6,136,10,9,7,8.08,2.33,45,1.04,3.78,8,48
157,Ensenada,1,Ensenada,0488,7,117,3,6,*,7.32,2.18,31,1.17,4.18,4,30
158,Ensenada,1,Ensenada,0488,8,58,*,4,*,8.30,2.83,20,0.84,3.41,5,23
159,Ensenada,1,Ensenada,0488,9,66,5,*,5,7.19,2.75,22,0.96,3.67,4,30
160,Ensenada,1,Ensenada,0488,10,114,6,4,8,7.84,2.13,30,1.02,4.56,11,29
161,Ensenada,1,Ensenada,0488,11,62,*,4,3,8.77,2.11,23,0.97,3.88,*,18
162,Ensenada,1,Ensenada,0488,12,150,9,9,9,8.05,2.67,45,1.23,4.17,9,59
163,Ensenada,1,Ensenada,0488,13,58,*,3,6,7.44,2.75,15,1.05,4.14,5,30
164,Ensenada,1,Ensenada,0488,14,104,7,5,4,8.95,1.85,26,1.12,4.33,11,32
165,Ensenada,1,Ensenada,0488,15,75,*,3,5,8.22,2.24,20,0.96,3.95,7,27
166,Ensenada,1,Ensenada,0488,16,64,5,4,5,7.98,2.29,19,1.07,4.27,4,22
167,Ensenada,1,Ensenada,0488,17,64,3,5,5,9.27,2.36,18,0.91,3.59,6,21
168,Ensenada,1,Ensenada,0488,18,55,*,3,4,9.72,1.83,16,1,4.23,10,19
169,Ensenada,1,Ensenada,0488,19,53,3,*,*,9.20,2.79,14,0.91,4.08,7,18
170,Ensenada,1,Ensenada,0488,20,75,4,4,7,7.61,3.12,27,0.75,3.13,6,28
171,Ensenada,1,Ensenada,0488,21,5,*,*,*,*,*,3,*,*,*,*
172,Ensenada,1,Ensenada,0488,22,80,3,3,5,8.47,2.21,25,0.82,3.81,6,30
173,Ensenada,1,Ensenada,0488,23,29,0,*,*,8,2.36,14,0.91,2.64,*,10
174,Ensenada,1,Ensenada,0488,24,157,11,11,5,7.83,2.37,49,1.04,3.83,11,58
175,Ensenada,1,Ensenada,0488,25,54,5,*,5,8.43,2.85,20,1.06,3.86,5,24
176,Ensenada,1,Ensenada,0488,26,40,*,6,0,7.96,2.08,14,1.25,3.64,3,5
177,Ensenada,1,Ensenada,0488,27,40,3,3,*,8.15,2.23,13,1.90,3.33,3,17
178,Ensenada,1,Ensenada,0488,28,82,3,7,*,9.59,2.09,21,1.22,4.32,6,20
180,Ensenada,1,Ensenada,0492,1,44,*,3,*,13.97,1.29,14,0.66,3.38,10,17
181,Ensenada,1,Ensenada,0492,3,17,0,0,*,14.50,1.30,12,0.63,2.13,6,7
182,Ensenada,1,Ensenada,0492,4,21,*,*,0,13.53,2.71,9,0.48,2.33,9,8
183,Ensenada,1,Ensenada,0492,6,0,0,0,0,0,0,0,0,0,0,0
184,Ensenada,1,Ensenada,0492,12,0,0,0,0,0,0,0,0,0,0,0
185,Ensenada,1,Ensenada,0492,13,0,0,0,0,0,0,13,0,0,0,0
186,Ensenada,1,Ensenada,0492,14,2,*,*,*,*,*,2,*,*,*,*
187,Ensenada,1,Ensenada,0492,22,6,*,*,*,*,*,3,*,*,*,*
188,Ensenada,1,Ensenada,0492,24,17,0,0,*,12.53,1.50,7,0.71,3.40,5,6
189,Ensenada,1,Ensenada,0492,25,3,*,*,*,*,*,2,*,*,*,*
190,Ensenada,1,Ensenada,0492,26,0,0,0,0,0,0,1,0,0,0,0
191,Ensenada,1,Ensenada,0492,29,0,0,0,0,0,0,0,0,0,0,0
192,Ensenada,1,Ensenada,0492,30,5,*,*,*,*,*,6,*,*,*,*
193,Ensenada,1,Ensenada,0492,32,0,0,0,0,0,0,1,0,0,0,0
194,Ensenada,1,Ensenada,0492,33,22,*,3,*,13.69,2.17,8,0.67,2.75,6,7
195,Ensenada,1,Ensenada,0492,35,2,*,*,*,*,*,1,*,*,*,*
196,Ensenada,1,Ensenada,0492,36,23,0,*,0,13.83,1.36,7,0.70,3.29,6,8
197,Ensenada,1,Ensenada,0492,37,19,*,*,0,15.23,2,7,0.64,3.20,5,7
198,Ensenada,1,Ensenada,0492,38,21,0,*,*,15,1.55,9,0.78,2.63,7,11
199,Ensenada,1,Ensenada,0492,39,24,*,*,3,12.84,1.90,9,0.83,3,6,10
200,Ensenada,1,Ensenada,0492,40,7,*,*,*,*,*,2,*,*,*,*
201,Ensenada,1,Ensenada,0492,42,34,3,0,*,11.92,1.62,14,0.69,3.09,8,14
202,Ensenada,1,Ensenada,0492,45,1,*,*,*,*,*,1,*,*,*,*
203,Ensenada,1,Ensenada,0492,46,1,*,*,*,*,*,2,*,*,*,*
204,Ensenada,1,Ensenada,0492,48,18,*,*,0,14.21,2,13,0.62,2.57,4,6
205,Ensenada,1,Ensenada,0492,49,35,0,*,*,12.26,1.47,19,0.63,2.92,9,13
206,Ensenada,1,Ensenada,0492,50,27,*,*,*,15.50,0.82,23,0.60,1.93,11,14
207,Ensenada,1,Ensenada,0492,51,31,*,*,*,13.17,1.85,17,0.67,2.82,9,11
208,Ensenada,1,Ensenada,0492,52,27,0,0,*,14.38,1,14,0.82,3.38,6,7
209,Ensenada,1,Ensenada,0492,53,22,0,0,*,12,1.78,7,0.76,3.80,4,9
210,Ensenada,1,Ensenada,0492,54,14,0,0,*,14.38,1.67,6,0.48,2.80,3,6
211,Ensenada,1,Ensenada,0492,60,27,*,0,*,13.43,1.25,11,0.69,3.86,6,14
212,Ensenada,1,Ensenada,0492,65,0,0,0,0,0,0,1,0,0,0,0
213,Ensenada,1,Ensenada,0492,66,0,0,0,0,0,0,1,0,0,0,0
214,Ensenada,1,Ensenada,0492,67,31,0,0,*,14.07,1.44,16,0.39,1.94,12,13
215,Ensenada,1,Ensenada,0492,71,6,*,*,*,*,*,4,*,*,*,*
216,Ensenada,1,Ensenada,0492,76,0,0,0,0,0,0,0,0,0,0,0
217,Ensenada,1,Ensenada,0492,77,0,0,0,0,0,0,0,0,0,0,0
218,Ensenada,1,Ensenada,0492,79,2,*,*,*,*,*,1,*,*,*,*
219,Ensenada,1,Ensenada,0492,80,0,0,0,0,0,0,0,0,0,0,0
220,Ensenada,1,Ensenada,0492,81,6,*,*,*,*,*,2,*,*,*,*
221,Ensenada,1,Ensenada,0492,82,0,0,0,0,0,0,0,0,0,0,0
222,Ensenada,1,Ensenada,0492,83,0,0,0,0,0,0,0,0,0,0,0
223,Ensenada,1,Ensenada,0492,84,0,0,0,0,0,0,1,0,0,0,0
224,Ensenada,1,Ensenada,0492,85,2,*,*,*,*,*,1,*,*,*,*
225,Ensenada,1,Ensenada,0492,86,40,*,0,*,15.41,1.06,14,0.71,3.33,12,19
227,Ensenada,1,Ensenada,0505,1,72,*,*,11,14.21,1.82,31,0.53,3,23,20
228,Ensenada,1,Ensenada,0505,2,107,*,4,15,13.19,2.44,42,0.49,2.97,29,37
229,Ensenada,1,Ensenada,0505,3,51,0,*,6,14.91,1.43,18,0.48,3,15,15
230,Ensenada,1,Ensenada,0505,4,35,0,0,4,14.88,1.81,18,0.43,2.69,12,12
231,Ensenada,1,Ensenada,0505,5,42,3,0,13,14.17,2.80,19,0.40,2.33,11,15
232,Ensenada,1,Ensenada,0505,6,68,*,0,15,13.66,1.97,25,0.52,2.96,17,26
233,Ensenada,1,Ensenada,0505,7,57,*,0,13,14.65,2.07,27,0.41,2.38,22,29
234,Ensenada,1,Ensenada,0505,10,50,3,*,9,13.82,1.63,14,0.63,3.57,8,10
235,Ensenada,1,Ensenada,0505,11,53,0,0,6,14,1.39,33,0.60,2.21,18,30
236,Ensenada,1,Ensenada,0505,12,50,*,0,11,13.77,1.77,18,0.49,2.94,14,22
237,Ensenada,1,Ensenada,0505,13,36,*,0,9,13.84,1.95,12,0.59,3.27,8,19
238,Ensenada,1,Ensenada,0505,14,36,*,0,12,13.74,2.78,19,0.43,2.57,9,19
239,Ensenada,1,Ensenada,0505,15,73,*,*,11,13.50,2.13,24,0.58,3.32,13,28
241,Ensenada,1,Ensenada,0524,1,53,*,*,8,9.08,2.79,28,0.56,2.52,8,22
242,Ensenada,1,Ensenada,0524,2,9,0,0,0,11.50,1.75,3,0.50,3,3,*
243,Ensenada,1,Ensenada,0524,3,67,3,*,10,9.78,2.26,22,0.69,3.19,9,16
244,Ensenada,1,Ensenada,0524,4,98,6,8,5,8.23,2.51,35,1.11,3.63,8,42
245,Ensenada,1,Ensenada,0524,6,84,4,*,4,13.58,1.68,35,0.74,2.71,23,38
246,Ensenada,1,Ensenada,0524,7,45,*,3,4,10.78,1.47,25,0.60,3.21,9,11
247,Ensenada,1,Ensenada,0524,8,43,0,3,4,9.65,2.33,14,0.81,3.07,6,4
248,Ensenada,1,Ensenada,0524,9,71,*,3,7,10.51,2.05,32,0.65,2.71,14,15
249,Ensenada,1,Ensenada,0524,11,39,*,*,7,12.58,2.70,16,0.68,3,10,13
250,Ensenada,1,Ensenada,0524,12,28,*,0,5,14.44,1.50,18,0.55,2.80,9,17
251,Ensenada,1,Ensenada,0524,13,21,*,*,*,12.53,1.78,8,0.64,3,4,5
252,Ensenada,1,Ensenada,0524,14,27,0,0,4,12.24,2.09,7,0.56,3.86,7,6
253,Ensenada,1,Ensenada,0524,15,56,*,5,4,9.26,2,21,0.65,2.80,9,17
254,Ensenada,1,Ensenada,0524,16,62,3,0,8,11,2.30,25,0.67,2.82,10,27
255,Ensenada,1,Ensenada,0524,17,78,3,*,8,9.03,2.87,27,0.80,2.89,9,34
256,Ensenada,1,Ensenada,0524,18,44,*,0,4,10.54,1.45,19,0.64,2.75,6,14
257,Ensenada,1,Ensenada,0524,19,56,*,*,8,10.11,2.19,23,0.48,2.38,7,22
258,Ensenada,1,Ensenada,0524,20,106,10,5,7,8.78,2.09,34,0.87,3.66,11,36
259,Ensenada,1,Ensenada,0524,23,21,0,*,6,7.92,5.71,6,0.88,4.20,*,8
260,Ensenada,1,Ensenada,0524,24,18,0,0,0,9.38,1.22,4,0.86,4.50,*,*
261,Ensenada,1,Ensenada,0524,25,19,0,*,*,7.64,1.88,7,0.95,3.80,*,*
262,Ensenada,1,Ensenada,0524,26,21,*,*,*,7.81,2.17,5,1.11,4.20,0,4
263,Ensenada,1,Ensenada,0524,32,26,*,*,*,8.75,1.92,7,0.79,3.83,*,11
264,Ensenada,1,Ensenada,0524,33,52,3,3,*,8.13,2.52,17,1.11,4,3,20
265,Ensenada,1,Ensenada,0524,35,34,*,*,3,9.73,2.69,12,0.76,3.40,5,7
266,Ensenada,1,Ensenada,0524,37,81,7,4,4,8.43,2.56,26,0.84,3.24,11,17
267,Ensenada,1,Ensenada,0524,38,67,3,4,8,8.31,2.56,21,0.76,3.35,13,17
268,Ensenada,1,Ensenada,0524,40,104,*,4,17,9.80,2.50,39,0.78,2.97,15,33
269,Ensenada,1,Ensenada,0524,42,106,*,6,7,11.28,2.27,40,0.86,3.55,17,40
270,Ensenada,1,Ensenada,0524,44,28,*,*,4,10.89,3,10,0.64,3.50,6,8
271,Ensenada,1,Ensenada,0524,45,90,7,4,5,7.35,3.11,26,1.15,3.60,8,23
272,Ensenada,1,Ensenada,0524,46,66,*,*,8,11.67,1.72,31,0.69,2.28,17,25
273,Ensenada,1,Ensenada,0524,48,97,0,5,13,13.62,2.19,39,0.52,3.13,28,40
274,Ensenada,1,Ensenada,0524,50,62,4,*,7,9.57,1.57,20,0.95,3.65,8,31
275,Ensenada,1,Ensenada,0524,51,13,0,0,*,9.80,5.50,5,0.76,3.25,*,4
276,Ensenada,1,Ensenada,0524,52,58,4,4,*,9.37,1.71,18,0.98,3.87,7,15
277,Ensenada,1,Ensenada,0524,53,22,*,0,5,10.37,3.43,9,0.65,2.75,4,*
278,Ensenada,1,Ensenada,0524,54,9,0,0,0,9.67,0.60,5,0.75,1.80,*,3
279,Ensenada,1,Ensenada,0524,55,32,*,*,3,9.23,2.11,17,0.82,2,*,10
280,Ensenada,1,Ensenada,0524,56,50,4,4,0,9.24,1.76,15,0.88,4.17,5,16
281,Ensenada,1,Ensenada,0524,57,70,5,4,*,8.73,2.46,21,0.84,3.89,10,27
282,Ensenada,1,Ensenada,0524,58,15,0,*,0,8.11,4.33,5,1,5,*,4
283,Ensenada,1,Ensenada,0524,59,34,*,*,*,8.96,2.27,11,0.67,3.40,7,9
284,Ensenada,1,Ensenada,0524,60,21,*,0,*,8.25,1.57,7,0.75,3.50,*,3
285,Ensenada,1,Ensenada,0524,61,62,5,3,5,11.46,2.50,22,0.76,3.26,10,12
286,Ensenada,1,Ensenada,0524,62,53,*,*,3,7.61,1.83,17,1.04,3.53,3,32
