index,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,P_TOTAL,P_0A2,P_3A5,POB65_MAS,GRAPROES,PROM_HNV,VIVTOT,PRO_OCUP_C,PROM_OCUP,VPH_PC,PNACOE
4866,Ensenada,1,Ensenada,8106,29,218,15,13,11,9.89,1.88,57,1.05,4.11,23,82
4867,Ensenada,1,Ensenada,8106,30,48,*,0,3,10.45,2,13,0.84,3.69,6,14
4868,Ensenada,1,Ensenada,8106,32,26,*,*,4,6.06,2.70,7,0.93,3.71,3,13
4869,Ensenada,1,Ensenada,8106,33,76,0,5,8,11.05,1.89,24,0.97,3.45,12,32
4870,Ensenada,1,Ensenada,8106,34,59,3,*,7,8.30,2,14,1.23,4.21,5,30
4871,Ensenada,1,Ensenada,8106,35,8,*,*,*,*,*,1,*,*,*,*
4872,Ensenada,1,Ensenada,8106,37,28,0,*,3,7.95,2.64,7,0.90,4,*,7
4873,Ensenada,1,Ensenada,8106,40,62,6,3,*,9.05,2.14,14,1.19,4.43,3,22
4874,Ensenada,1,Ensenada,8106,42,0,0,0,0,0,0,0,0,0,0,0
4875,Ensenada,1,Ensenada,8106,43,0,0,0,0,0,0,0,0,0,0,0
4876,Ensenada,1,Ensenada,8106,44,0,0,0,0,0,0,0,0,0,0,0
4877,Ensenada,1,Ensenada,8106,45,83,7,3,3,10,2.34,30,0.87,3.07,8,37
4878,Ensenada,1,Ensenada,8106,46,88,3,4,6,10.54,2.54,20,1.11,4.40,10,36
4879,Ensenada,1,Ensenada,8106,47,0,0,0,0,0,0,0,0,0,0,0
4880,Ensenada,1,Ensenada,8106,50,14,*,0,0,9.82,1.67,4,1.17,3.50,*,7
4881,Ensenada,1,Ensenada,8106,51,73,6,*,0,9.60,1.68,20,1.08,3.65,9,25
4882,Ensenada,1,Ensenada,8106,53,74,0,*,3,9.78,2.08,21,1.14,3.89,5,35
4883,Ensenada,1,Ensenada,8106,54,76,*,*,6,8.75,2.20,24,1.10,3.80,6,40
4884,Ensenada,1,Ensenada,8106,55,84,4,4,6,8.43,2.62,26,0.85,3.36,13,35
4885,Ensenada,1,Ensenada,8106,56,38,*,0,*,11.30,1.53,11,1,3.80,8,5
4887,Ensenada,1,Ensenada,8110,1,119,*,11,6,9.02,2.35,32,1.10,3.72,12,43
4888,Ensenada,1,Ensenada,8110,2,140,8,9,10,8.82,2,46,1.21,3.50,11,63
4889,Ensenada,1,Ensenada,8110,3,130,10,10,3,7.76,2.15,37,1.33,3.71,9,56
4890,Ensenada,1,Ensenada,8110,4,161,7,6,7,9.60,1.76,45,1.06,3.74,19,62
4891,Ensenada,1,Ensenada,8110,5,166,12,7,11,9.07,2.36,47,1.04,3.69,18,75
4892,Ensenada,1,Ensenada,8110,6,0,0,0,0,0,0,0,0,0,0,0
4893,Ensenada,1,Ensenada,8110,7,114,*,*,10,9.50,2,33,0.84,3.68,15,59
4894,Ensenada,1,Ensenada,8110,8,75,4,*,4,7.34,2.11,23,1.09,3.41,6,33
4895,Ensenada,1,Ensenada,8110,9,136,9,16,7,9.53,2.13,32,1.28,4.39,14,49
4896,Ensenada,1,Ensenada,8110,10,176,5,11,4,9.23,1.84,42,1.14,4.29,19,92
4897,Ensenada,1,Ensenada,8110,11,76,5,4,0,8.61,1.75,23,1.25,4,7,34
4898,Ensenada,1,Ensenada,8110,12,103,4,9,*,9.62,2.24,33,0.96,3.68,9,43
4899,Ensenada,1,Ensenada,8110,13,76,*,5,4,9.76,1.84,21,1.21,4,7,40
4900,Ensenada,1,Ensenada,8110,14,126,7,8,8,9.37,2.02,42,0.93,3.23,11,45
4901,Ensenada,1,Ensenada,8110,16,124,12,3,12,8.71,2.43,35,1.28,3.65,8,45
4902,Ensenada,1,Ensenada,8110,18,122,5,12,6,8.58,2.08,36,1,3.59,11,48
4903,Ensenada,1,Ensenada,8110,19,81,4,4,5,9.74,1.84,24,1.07,3.52,11,29
4904,Ensenada,1,Ensenada,8110,21,23,0,0,0,10.86,1.90,9,0.77,3.83,5,8
4905,Ensenada,1,Ensenada,8110,22,91,4,3,8,9,2.15,31,0.94,3.37,8,44
4906,Ensenada,1,Ensenada,8110,23,109,7,9,6,9.20,1.93,31,1.14,3.76,9,39
4907,Ensenada,1,Ensenada,8110,24,72,*,6,4,9.76,1.79,25,0.90,3,9,23
4908,Ensenada,1,Ensenada,8110,25,54,*,4,3,9.36,1.83,19,0.79,3.18,5,23
4909,Ensenada,1,Ensenada,8110,26,117,6,6,6,9.43,2.40,37,0.92,3.44,16,43
4910,Ensenada,1,Ensenada,8110,27,52,*,5,4,7.39,3.13,12,1.53,4.73,3,25
4911,Ensenada,1,Ensenada,8110,28,106,4,4,4,10.23,1.85,29,0.97,3.93,11,51
4912,Ensenada,1,Ensenada,8110,29,131,7,8,6,8.81,2.12,37,1.07,3.74,10,43
4913,Ensenada,1,Ensenada,8110,30,68,6,3,4,7.83,2.20,24,1.16,3.40,*,27
4914,Ensenada,1,Ensenada,8110,31,129,4,16,4,9.10,1.98,36,1.02,3.79,17,32
4915,Ensenada,1,Ensenada,8110,32,20,*,0,*,9.44,1.89,5,0.91,4,3,8
4916,Ensenada,1,Ensenada,8110,35,29,*,0,*,9.78,2.31,6,1.21,4.83,*,10
4917,Ensenada,1,Ensenada,8110,36,91,4,5,7,9.26,1.88,27,1.06,3.37,7,49
4918,Ensenada,1,Ensenada,8110,37,26,*,0,0,8.91,2.27,10,0.84,2.60,5,17
4919,Ensenada,1,Ensenada,8110,38,11,*,0,*,8.20,2.50,7,0.52,1.83,*,*
4920,Ensenada,1,Ensenada,8110,39,11,0,*,*,10.67,3.17,4,0.79,2.75,*,5
4921,Ensenada,1,Ensenada,8110,41,0,0,0,0,0,0,0,0,0,0,0
4922,Ensenada,1,Ensenada,8110,43,0,0,0,0,0,0,0,0,0,0,0
4923,Ensenada,1,Ensenada,8110,44,58,3,5,3,9,2.61,15,1.04,4.14,6,24
4925,Ensenada,1,Ensenada,838A,1,70,3,*,7,10.42,2.09,17,1,4.12,10,22
4926,Ensenada,1,Ensenada,838A,2,50,*,4,*,11.30,2.17,19,0.74,2.94,11,16
4927,Ensenada,1,Ensenada,838A,3,3,*,*,*,*,*,1,*,*,*,*
4929,Ensenada,1,Ensenada,8394,1,111,7,5,3,9.08,2.30,28,1.08,4.27,12,46
4930,Ensenada,1,Ensenada,8394,2,429,26,23,11,8.34,2.11,116,1.37,4.21,31,181
4931,Ensenada,1,Ensenada,8394,3,70,*,4,4,9,2.68,24,1.07,3.50,5,24
4932,Ensenada,1,Ensenada,8394,4,92,6,9,6,8.76,2.55,28,1.08,4,10,33
4933,Ensenada,1,Ensenada,8394,5,129,5,7,*,8.64,2.09,34,1.48,4.16,4,63
4934,Ensenada,1,Ensenada,8394,6,132,5,9,5,8.31,2.45,42,1.23,3.67,10,70
4935,Ensenada,1,Ensenada,8394,7,125,8,13,*,8.57,1.83,30,1.47,4.63,11,56
4936,Ensenada,1,Ensenada,8394,8,90,5,6,3,9.18,2.47,28,1.08,4.09,10,35
4937,Ensenada,1,Ensenada,8394,9,83,4,3,6,8.94,2.32,24,1.15,3.77,11,36
4938,Ensenada,1,Ensenada,8394,10,0,0,0,0,0,0,0,0,0,0,0
4939,Ensenada,1,Ensenada,8394,12,99,6,6,4,8.75,2.39,28,0.92,3.81,13,37
4940,Ensenada,1,Ensenada,8394,14,49,0,*,*,9.15,1.70,19,0.94,2.88,6,19
4941,Ensenada,1,Ensenada,8394,15,39,*,*,0,9.97,1.56,11,1.63,3.90,3,8
4942,Ensenada,1,Ensenada,8394,16,60,4,4,*,8.15,1.70,16,1.36,4.29,5,23
4943,Ensenada,1,Ensenada,8394,17,72,6,0,*,8.88,1.83,21,1.02,3.60,6,32
4945,Ensenada,1,Ensenada,8407,1,102,3,5,6,13.32,1.47,36,0.69,3.19,26,19
4946,Ensenada,1,Ensenada,8407,2,129,0,*,4,13.13,1.50,52,0.65,2.93,37,28
4947,Ensenada,1,Ensenada,8407,3,92,0,3,5,13.63,1.27,34,0.64,2.88,26,22
4948,Ensenada,1,Ensenada,8407,4,92,4,6,4,13.62,1.54,36,0.67,3.07,25,19
4949,Ensenada,1,Ensenada,8407,5,64,0,*,*,13.73,1.22,25,0.62,2.67,22,16
4950,Ensenada,1,Ensenada,8407,6,20,0,0,0,13.53,1.17,7,0.87,3.33,6,4
4951,Ensenada,1,Ensenada,8407,7,148,5,8,8,13.79,1.59,52,0.66,3.08,41,48
4952,Ensenada,1,Ensenada,8407,8,105,5,7,5,13.72,1.41,32,0.79,3.39,24,22
4954,Ensenada,1,Ensenada,8426,1,44,*,3,4,8.60,2.40,17,0.75,2.93,5,19
4955,Ensenada,1,Ensenada,8426,2,83,*,5,3,8.44,1.90,20,1.22,4.15,5,41
4956,Ensenada,1,Ensenada,8426,3,64,4,*,*,9.20,1.72,20,0.97,3.20,8,19
4957,Ensenada,1,Ensenada,8426,5,44,3,3,0,8.40,1.79,19,0.85,2.75,*,14
4958,Ensenada,1,Ensenada,8426,6,41,3,3,*,8.21,2.30,19,0.84,2.56,7,20
4959,Ensenada,1,Ensenada,8426,7,34,0,*,*,8.63,2.29,15,0.81,2.62,*,10
4960,Ensenada,1,Ensenada,8426,8,74,3,3,3,7.98,2.59,25,0.95,3.22,5,42
4961,Ensenada,1,Ensenada,8426,9,71,*,5,5,8.35,2.93,23,1.08,3.09,6,35
4962,Ensenada,1,Ensenada,8426,10,55,*,*,*,8.76,1.54,15,1.02,3.67,8,31
4963,Ensenada,1,Ensenada,8426,11,37,*,5,6,8.27,1.88,12,0.97,3.08,*,16
4964,Ensenada,1,Ensenada,8426,13,20,0,*,*,7.75,2.09,7,1.11,4,*,16
4965,Ensenada,1,Ensenada,8426,14,20,0,*,0,8.53,3.13,9,0.87,2.50,0,9
4966,Ensenada,1,Ensenada,8426,15,73,6,5,0,8.89,1.70,22,1.03,3.65,8,26
4967,Ensenada,1,Ensenada,8426,16,22,*,*,0,9.36,1.33,5,1.38,4.40,*,9
4968,Ensenada,1,Ensenada,8426,17,50,*,3,4,8.74,2.68,11,1.52,5.56,6,21
4969,Ensenada,1,Ensenada,8426,18,35,4,0,*,8.21,2.50,12,0.80,2.92,*,13
4970,Ensenada,1,Ensenada,8426,19,43,3,3,*,8.42,2.44,15,0.95,2.87,4,22
4971,Ensenada,1,Ensenada,8426,20,31,3,*,0,7.31,1.60,18,0.67,2.21,*,11
4972,Ensenada,1,Ensenada,8426,21,162,9,14,4,8.83,2.01,63,0.89,2.66,17,53
4973,Ensenada,1,Ensenada,8426,22,62,*,*,3,8.71,2.80,17,1,3.65,7,19
4974,Ensenada,1,Ensenada,8426,23,54,*,6,*,8.16,3,13,1.29,4.15,*,20
4975,Ensenada,1,Ensenada,8426,26,0,0,0,0,0,0,0,0,0,0,0
4976,Ensenada,1,Ensenada,8426,28,0,0,0,0,0,0,0,0,0,0,0
4977,Ensenada,1,Ensenada,8426,29,46,4,*,*,8.61,3,16,1.28,3.29,3,25
4978,Ensenada,1,Ensenada,8426,30,46,*,*,0,6.39,2.26,16,0.96,3.07,*,22
4979,Ensenada,1,Ensenada,8426,32,47,5,*,*,8.87,1.79,16,0.96,2.94,*,16
4980,Ensenada,1,Ensenada,8426,34,52,3,4,*,8.34,2.40,10,1.24,5.20,4,10
4981,Ensenada,1,Ensenada,8426,35,53,*,*,0,9.27,1.76,22,0.87,2.79,3,13
4982,Ensenada,1,Ensenada,8426,36,54,0,*,*,8.98,1.50,14,1.08,4.50,7,14
4983,Ensenada,1,Ensenada,8426,37,59,*,4,3,9.14,1.77,15,1.31,4.54,6,23
4984,Ensenada,1,Ensenada,8426,38,13,0,0,*,10.62,2.50,6,0.68,2.60,*,4
4985,Ensenada,1,Ensenada,8426,39,43,3,6,*,9.17,2.25,11,1.13,3.91,5,17
4986,Ensenada,1,Ensenada,8426,40,133,11,10,4,7.80,1.96,40,1.55,3.50,*,57
4987,Ensenada,1,Ensenada,8426,41,123,8,3,3,7.75,2.28,40,1.24,3.32,8,55
4988,Ensenada,1,Ensenada,8426,43,56,3,4,0,7.79,2,16,1.56,3.50,4,13
4989,Ensenada,1,Ensenada,8426,44,57,*,4,*,8.41,2.25,18,1.54,3.35,4,32
4990,Ensenada,1,Ensenada,8426,45,126,12,8,7,8.56,2.23,33,1.20,3.82,7,42
4991,Ensenada,1,Ensenada,8426,46,28,3,*,*,7.53,2.33,6,1.40,4.67,*,12
4992,Ensenada,1,Ensenada,8426,47,15,*,0,*,9.09,2.20,4,1.15,3.75,*,3
4993,Ensenada,1,Ensenada,8426,48,14,0,0,*,7.73,3.29,5,0.93,2.80,0,6
4994,Ensenada,1,Ensenada,8426,49,52,3,0,3,8.54,3.09,19,0.85,3.06,5,17
4995,Ensenada,1,Ensenada,8426,50,60,3,*,3,8.13,2.12,18,1.30,3.53,*,25
4996,Ensenada,1,Ensenada,8426,51,7,*,*,*,*,*,3,*,*,*,*
4997,Ensenada,1,Ensenada,8426,52,69,5,4,3,7.95,2.23,25,1.01,3.14,0,32
4999,Ensenada,1,Ensenada,8430,1,58,*,3,*,8.81,1.96,16,0.89,3.63,4,22
5000,Ensenada,1,Ensenada,8430,2,54,6,3,*,10.08,1.65,18,1.10,3.86,6,18
5001,Ensenada,1,Ensenada,8430,3,42,5,0,*,8.21,2.75,15,0.98,3,3,10
5002,Ensenada,1,Ensenada,8430,4,32,3,*,0,7,2,9,1.14,4,*,12
5003,Ensenada,1,Ensenada,8430,5,38,*,0,0,10,1.56,13,0.69,2.92,*,14
5004,Ensenada,1,Ensenada,8430,6,47,3,0,0,9.11,1.59,15,1.02,3.62,8,19
5005,Ensenada,1,Ensenada,8430,7,138,6,10,7,8.17,2.46,39,1.11,3.83,14,55
5006,Ensenada,1,Ensenada,8430,8,101,6,4,4,9.01,2.20,30,1.12,3.37,7,36
5007,Ensenada,1,Ensenada,8430,9,115,4,8,7,8.36,2.36,35,1.19,3.83,6,54
5008,Ensenada,1,Ensenada,8430,10,113,3,5,4,8.82,2.08,34,1.16,3.65,6,51
5009,Ensenada,1,Ensenada,8430,11,123,6,7,9,8.89,2.02,37,1.05,3.51,7,46
5010,Ensenada,1,Ensenada,8430,13,64,*,0,4,8.77,2.18,15,1.35,4.14,4,25
5011,Ensenada,1,Ensenada,8430,14,63,4,5,4,8.24,2.45,18,1.05,3.94,3,31
5012,Ensenada,1,Ensenada,8430,15,113,6,5,3,9.35,1.87,29,1,3.61,9,38
5013,Ensenada,1,Ensenada,8430,16,105,4,5,8,8.43,2.13,41,0.90,3.18,9,53
5014,Ensenada,1,Ensenada,8430,17,68,3,*,3,8.75,1.80,22,0.94,3.24,5,31
5015,Ensenada,1,Ensenada,8430,19,48,*,*,*,8.13,2.50,14,1.04,3.43,*,15
5016,Ensenada,1,Ensenada,8430,20,50,*,*,*,8.83,1.79,14,0.94,3.85,3,17
5017,Ensenada,1,Ensenada,8430,21,116,6,5,5,8.50,1.97,32,1.16,3.63,4,41
5018,Ensenada,1,Ensenada,8430,22,128,7,6,3,9.30,2.22,37,1.03,3.66,11,52
5019,Ensenada,1,Ensenada,8430,23,128,5,3,5,9.99,2.15,37,1.03,3.76,16,50
5020,Ensenada,1,Ensenada,8430,24,112,5,10,4,8.85,1.60,37,1.14,3.29,13,44
5021,Ensenada,1,Ensenada,8430,25,84,5,6,4,8.83,1.93,26,0.99,3.50,5,43
5022,Ensenada,1,Ensenada,8430,27,57,5,3,0,10.27,1.96,18,1.04,3.56,6,14
5023,Ensenada,1,Ensenada,8430,29,60,*,*,*,9.34,2.61,12,1.30,5,6,23
5024,Ensenada,1,Ensenada,8430,30,74,*,*,*,9.37,1.88,17,0.96,3.13,5,29
5025,Ensenada,1,Ensenada,8430,31,112,*,7,3,9.20,1.93,29,1.08,3.86,10,41
5026,Ensenada,1,Ensenada,8430,32,0,0,0,0,0,0,0,0,0,0,0
5027,Ensenada,1,Ensenada,8430,33,7,*,0,0,9,2.25,3,1,2.33,0,*
5028,Ensenada,1,Ensenada,8430,34,11,0,*,0,8.80,1,5,1.83,2.75,0,*
5029,Ensenada,1,Ensenada,8430,36,71,*,*,*,8.54,1.89,23,0.91,3.09,7,28
5030,Ensenada,1,Ensenada,8430,37,22,*,0,*,8.82,1,6,1.38,3.67,*,12
5031,Ensenada,1,Ensenada,8430,38,0,0,0,0,0,0,0,0,0,0,0
5033,Ensenada,1,Ensenada,8445,1,97,3,4,3,9.49,2.10,26,1.14,3.88,13,30
5034,Ensenada,1,Ensenada,8445,2,94,6,6,5,8.91,1.98,26,1.11,3.92,9,42
5035,Ensenada,1,Ensenada,8445,3,57,4,*,3,8.79,1.79,16,1,3.80,5,16
5036,Ensenada,1,Ensenada,8445,4,94,4,*,4,8.91,2.48,21,1.13,3.44,6,28
5037,Ensenada,1,Ensenada,8445,5,63,*,*,*,8.87,1.85,18,1.03,3.75,7,29
5038,Ensenada,1,Ensenada,8445,6,79,*,3,0,8.69,1.85,22,0.86,3.76,6,32
5039,Ensenada,1,Ensenada,8445,7,93,4,10,5,9.46,1.82,29,1,3.44,13,27
5040,Ensenada,1,Ensenada,8445,8,85,3,5,5,10.07,1.89,25,0.90,3.40,14,33
5041,Ensenada,1,Ensenada,8445,9,103,4,8,4,8.95,1.81,25,1.18,4.68,10,41
5042,Ensenada,1,Ensenada,8445,10,76,4,6,0,9.29,1.93,22,1.09,3.45,6,27
5043,Ensenada,1,Ensenada,8445,11,226,18,21,9,8.07,2.09,61,1.45,4.04,7,80
5044,Ensenada,1,Ensenada,8445,12,74,4,3,7,9.12,1.72,23,1.06,3.36,9,24
5045,Ensenada,1,Ensenada,8445,13,86,8,7,3,8.31,2.40,29,1.48,3.19,*,39
5046,Ensenada,1,Ensenada,8445,14,15,*,0,0,9.92,2.40,7,0.56,2.14,3,5
5047,Ensenada,1,Ensenada,8445,16,41,3,3,0,9.29,1.75,9,1.28,4.56,5,13
5048,Ensenada,1,Ensenada,8445,17,51,*,0,4,9,1.65,18,0.86,3,7,28
5049,Ensenada,1,Ensenada,8445,18,61,3,*,*,8.80,1.85,17,0.94,3.59,6,28
5050,Ensenada,1,Ensenada,8445,19,40,*,3,4,10.03,2.40,14,0.91,3.33,6,21
5051,Ensenada,1,Ensenada,8445,20,85,3,5,3,10.30,1.97,32,0.98,3.04,14,42
5052,Ensenada,1,Ensenada,8445,21,46,4,5,5,8.56,2.40,20,0.83,2.56,3,21
5053,Ensenada,1,Ensenada,8445,22,53,0,4,4,9.10,2.33,15,1,3.53,7,19
5054,Ensenada,1,Ensenada,8445,23,8,0,0,0,9.71,2,4,0.57,2.67,*,5
5055,Ensenada,1,Ensenada,8445,24,67,5,*,*,8.38,1.92,22,1.22,3.53,4,33
5056,Ensenada,1,Ensenada,8445,26,43,5,*,*,8.55,2.56,17,1.13,3.31,4,18
5057,Ensenada,1,Ensenada,8445,27,11,*,4,0,9,2.75,4,1.57,2.75,0,3
5058,Ensenada,1,Ensenada,8445,28,43,*,4,*,9.17,2.67,13,0.98,3.58,4,11
5059,Ensenada,1,Ensenada,8445,35,34,*,*,*,7.59,2.75,10,1.31,3.78,3,27
5060,Ensenada,1,Ensenada,8445,36,0,0,0,0,0,0,0,0,0,0,0
5061,Ensenada,1,Ensenada,8445,37,112,8,5,6,7.25,2.35,37,1.24,3.39,5,49
5062,Ensenada,1,Ensenada,8445,38,44,4,3,*,8.90,1.95,12,1.10,3.67,4,26
5063,Ensenada,1,Ensenada,8445,40,42,3,*,3,8.74,3.29,13,1,3.23,4,23
5064,Ensenada,1,Ensenada,8445,41,34,*,0,*,6.47,1.75,9,1.26,3.78,*,20
5065,Ensenada,1,Ensenada,8445,42,0,0,0,0,0,0,0,0,0,0,0
5066,Ensenada,1,Ensenada,8445,43,36,5,3,0,10.33,2,7,1.33,5.14,5,11
5067,Ensenada,1,Ensenada,8445,44,121,7,4,6,8.85,2.14,36,1.26,3.78,4,47
5068,Ensenada,1,Ensenada,8445,45,14,*,*,0,9.20,1,3,1.27,4.67,0,8
5069,Ensenada,1,Ensenada,8445,46,204,10,11,3,7.49,2.35,49,1.61,4.34,7,104
5070,Ensenada,1,Ensenada,8445,47,48,*,5,*,7.33,2.35,15,1.55,3.43,4,24
5071,Ensenada,1,Ensenada,8445,48,106,10,9,4,7.64,2.59,28,1.26,3.93,5,56
5072,Ensenada,1,Ensenada,8445,49,16,0,*,3,7.57,4,8,1.14,2,0,11
5073,Ensenada,1,Ensenada,8445,50,58,*,5,3,6.93,2.24,18,1.57,3.41,3,39
5074,Ensenada,1,Ensenada,8445,55,26,*,5,0,8.20,2.11,8,1.53,3.71,*,15
5076,Ensenada,1,Ensenada,845A,1,62,*,0,4,10,2.60,22,0.76,2.95,10,24
5077,Ensenada,1,Ensenada,845A,2,0,0,0,0,0,0,0,0,0,0,0
5078,Ensenada,1,Ensenada,845A,3,27,*,*,3,8.86,1.80,8,1.04,3.38,*,9
5079,Ensenada,1,Ensenada,845A,4,155,5,11,7,8.53,2.27,42,1.10,4.08,9,51
5080,Ensenada,1,Ensenada,845A,5,73,3,4,4,12.56,1.93,25,0.74,3.04,17,24
5081,Ensenada,1,Ensenada,845A,6,41,3,*,*,13.97,1.67,16,0.65,2.93,13,16
5082,Ensenada,1,Ensenada,845A,7,55,3,5,4,12.46,1.57,18,0.82,3.44,10,12
5083,Ensenada,1,Ensenada,845A,8,50,4,3,*,12.41,1.65,16,0.81,3.57,10,13
5084,Ensenada,1,Ensenada,845A,9,47,0,*,*,9.21,2.09,21,0.77,2.61,6,22
5085,Ensenada,1,Ensenada,845A,10,45,3,*,3,9.53,1.53,18,0.83,2.81,6,15
5086,Ensenada,1,Ensenada,845A,11,40,0,3,*,9.15,1.44,14,1,3.08,5,16
5087,Ensenada,1,Ensenada,845A,12,112,5,4,11,8.99,2.14,30,1.18,3.86,8,39
5088,Ensenada,1,Ensenada,845A,13,66,5,*,3,13.56,1.03,23,0.67,2.87,18,19
5089,Ensenada,1,Ensenada,845A,14,216,10,9,12,12.78,1.73,79,0.70,3.09,52,60
5090,Ensenada,1,Ensenada,845A,15,169,8,9,12,9.11,1.81,49,1.06,3.67,24,58
5091,Ensenada,1,Ensenada,845A,17,113,3,5,8,12.43,1.70,38,0.76,3.23,27,31
5092,Ensenada,1,Ensenada,845A,18,88,*,4,12,13.04,1.68,36,0.62,2.84,23,25
5093,Ensenada,1,Ensenada,845A,19,116,4,4,12,13.87,1.55,38,0.67,3.22,30,40
5094,Ensenada,1,Ensenada,845A,20,109,6,6,7,12.76,2.19,34,0.70,3.21,27,30
5095,Ensenada,1,Ensenada,845A,21,63,3,5,0,13.48,1.48,24,0.71,2.86,15,16
5096,Ensenada,1,Ensenada,845A,22,16,*,*,*,14.60,0.67,10,1,3.20,4,5
5097,Ensenada,1,Ensenada,845A,24,72,*,0,6,12.65,1.68,31,0.64,2.67,19,15
5098,Ensenada,1,Ensenada,845A,25,56,*,0,*,13.45,1.03,22,0.58,2.95,17,16
5099,Ensenada,1,Ensenada,845A,26,53,4,0,6,13.44,1.71,16,0.75,3.31,12,18
5100,Ensenada,1,Ensenada,845A,27,72,0,*,0,13.32,1.47,22,0.76,3.43,18,16
5101,Ensenada,1,Ensenada,845A,28,59,3,3,0,13.11,1.42,21,0.72,3.11,14,13
5102,Ensenada,1,Ensenada,845A,29,37,*,*,*,13.52,1.57,12,0.77,3.36,9,11
5103,Ensenada,1,Ensenada,845A,30,119,5,4,3,13.35,1.51,42,0.70,3.05,33,22
5104,Ensenada,1,Ensenada,845A,31,22,*,*,*,9.69,2,6,0.85,3.67,5,6
5105,Ensenada,1,Ensenada,845A,32,0,0,0,0,0,0,0,0,0,0,0
5106,Ensenada,1,Ensenada,845A,33,103,*,5,13,12.07,1.87,39,0.71,2.86,29,30
5107,Ensenada,1,Ensenada,845A,34,13,0,*,*,7.09,4,15,0.86,1.44,*,8
5108,Ensenada,1,Ensenada,845A,35,0,0,0,0,0,0,0,0,0,0,0
5109,Ensenada,1,Ensenada,845A,36,13,*,0,0,14.27,1.17,6,0.68,2.60,5,4
5110,Ensenada,1,Ensenada,845A,37,10,0,0,0,16,1,10,0.83,2.50,4,6
5111,Ensenada,1,Ensenada,845A,38,5,0,0,0,16.25,0.33,4,0.36,1.67,3,0
5112,Ensenada,1,Ensenada,845A,39,12,*,*,0,15.38,1,10,0.92,3,4,*
5113,Ensenada,1,Ensenada,845A,40,19,*,3,0,17,1.43,8,0.63,3.17,6,*
5114,Ensenada,1,Ensenada,845A,41,18,*,*,0,14.91,1.25,9,0.90,4.50,4,*
5115,Ensenada,1,Ensenada,845A,42,26,*,*,0,14.10,1.08,12,0.72,2.60,8,11
5116,Ensenada,1,Ensenada,845A,43,14,*,*,0,14.80,0.86,6,0.82,3.50,4,10
5117,Ensenada,1,Ensenada,845A,44,23,*,0,0,13.24,1.30,10,0.74,2.88,6,7
5118,Ensenada,1,Ensenada,845A,45,19,*,*,0,14,0.75,10,0.76,2.71,7,*
5119,Ensenada,1,Ensenada,845A,46,38,3,*,0,15.21,1.40,17,0.68,2.71,13,4
5120,Ensenada,1,Ensenada,845A,47,0,0,0,0,0,0,1,0,0,0,0
5121,Ensenada,1,Ensenada,845A,48,1,*,*,*,*,*,5,*,*,*,*
5122,Ensenada,1,Ensenada,845A,49,8,0,0,*,7.38,3.40,4,0.80,2,*,6
5123,Ensenada,1,Ensenada,845A,50,22,*,0,0,10.13,1,7,1.57,3.67,4,10
5124,Ensenada,1,Ensenada,845A,51,7,0,*,0,7.40,3.33,6,0.64,2.33,*,3
5125,Ensenada,1,Ensenada,845A,52,6,0,0,0,14.33,0.67,6,0.55,2,3,4
5126,Ensenada,1,Ensenada,845A,53,11,*,0,0,15.80,0.60,10,0.73,2.75,4,3
5127,Ensenada,1,Ensenada,845A,54,14,0,*,5,15.91,1.50,19,0.64,2.33,5,6
5128,Ensenada,1,Ensenada,845A,55,20,*,*,*,15.44,1.13,17,0.87,2.86,7,7
5129,Ensenada,1,Ensenada,845A,56,37,3,*,0,15.72,1.43,15,0.88,3.36,11,15
5130,Ensenada,1,Ensenada,845A,57,16,0,*,*,15.46,1.25,6,1.07,4,4,11
5131,Ensenada,1,Ensenada,845A,58,30,*,*,*,14.41,1.55,24,0.60,2.50,11,15
5132,Ensenada,1,Ensenada,845A,59,5,0,0,0,14.40,1.33,17,0.29,1.25,4,4
5134,Ensenada,1,Ensenada,8464,1,189,8,13,9,8.87,2.44,59,0.99,3.44,19,77
5135,Ensenada,1,Ensenada,8464,2,162,6,4,4,8.94,2.40,51,0.95,3.38,21,65
5136,Ensenada,1,Ensenada,8464,3,55,*,3,7,10.40,2.26,18,0.81,3.24,6,22
5137,Ensenada,1,Ensenada,8464,4,188,9,10,4,9.30,1.91,59,1.19,3.48,19,104
5138,Ensenada,1,Ensenada,8464,5,25,*,0,3,8.90,2.43,8,0.86,3.57,3,13
5139,Ensenada,1,Ensenada,8464,6,25,0,*,*,8.33,1.83,8,0.95,3.13,*,11
5140,Ensenada,1,Ensenada,8464,7,53,*,*,4,8.54,3.16,17,0.96,3.12,7,18
5141,Ensenada,1,Ensenada,8464,8,62,5,5,*,9.98,2,19,1.27,3.88,6,30
5142,Ensenada,1,Ensenada,8464,9,118,5,7,*,8.76,2.54,34,1.18,3.58,12,44
5143,Ensenada,1,Ensenada,8464,10,0,0,0,0,0,0,0,0,0,0,0
5144,Ensenada,1,Ensenada,8464,11,126,5,7,6,9.09,2.02,35,1.07,3.82,15,43
5145,Ensenada,1,Ensenada,8464,13,118,7,6,4,9.71,2.33,25,0.97,4.72,16,33
5146,Ensenada,1,Ensenada,8464,14,31,*,*,*,8.09,2.31,9,1.19,3.88,3,13
