index,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,P_TOTAL,P_0A2,P_3A5,POB65_MAS,GRAPROES,PROM_HNV,VIVTOT,PRO_OCUP_C,PROM_OCUP,VPH_PC,PNACOE
2435,Ensenada,1,Ensenada,2075,6,37,*,*,*,11.17,1.44,15,1.03,3.08,8,10
2436,Ensenada,1,Ensenada,2075,7,57,3,4,0,12.57,1.53,18,1.12,3.35,12,14
2437,Ensenada,1,Ensenada,2075,8,110,7,5,*,11.07,1.56,39,0.99,3.14,16,40
2438,Ensenada,1,Ensenada,2075,9,19,0,*,0,12.14,0.88,10,0.63,2.38,4,11
2439,Ensenada,1,Ensenada,2075,10,89,*,6,3,12.88,1.68,33,1.01,3.30,20,31
2440,Ensenada,1,Ensenada,2075,11,37,4,7,0,10.18,1.58,12,0.93,3.08,7,9
2441,Ensenada,1,Ensenada,2075,12,44,*,4,0,10.52,1.89,12,1.02,3.67,6,13
2442,Ensenada,1,Ensenada,2075,13,74,*,5,*,12.18,1.66,30,1.03,3.08,16,31
2443,Ensenada,1,Ensenada,2075,14,237,11,14,*,11.46,1.76,79,0.95,3.34,44,90
2444,Ensenada,1,Ensenada,2075,15,43,*,*,0,10.48,1.88,12,1.13,3.58,4,8
2445,Ensenada,1,Ensenada,2075,16,42,*,*,0,11.04,1.86,12,1.14,3.82,4,13
2446,Ensenada,1,Ensenada,2075,17,34,0,0,*,9.84,1.53,12,1,3.09,8,16
2447,Ensenada,1,Ensenada,2075,18,74,4,4,*,10.19,1.76,25,0.89,3.22,13,33
2448,Ensenada,1,Ensenada,2075,19,54,*,3,0,12,1.39,19,0.83,2.84,11,18
2449,Ensenada,1,Ensenada,2075,20,36,4,*,*,9.19,1.56,14,1,3.60,4,19
2450,Ensenada,1,Ensenada,2075,21,40,4,*,0,10.52,1.82,13,1.03,3.08,9,12
2451,Ensenada,1,Ensenada,2075,22,39,*,3,*,11.10,1.87,12,0.98,3.25,5,15
2452,Ensenada,1,Ensenada,2075,23,42,*,3,*,9.62,1.93,12,1.11,3.50,3,22
2453,Ensenada,1,Ensenada,2075,24,44,5,3,0,9.64,1.50,12,1.29,4,4,14
2454,Ensenada,1,Ensenada,2075,25,27,0,3,*,9.45,2.63,12,0.75,2.45,*,15
2455,Ensenada,1,Ensenada,2075,26,44,*,0,0,9.84,1.92,12,1.13,3.67,7,34
2456,Ensenada,1,Ensenada,2075,27,32,0,*,0,9.95,1.60,12,1.03,2.91,4,12
2457,Ensenada,1,Ensenada,2075,28,31,0,5,*,8.90,1.67,12,1,3.10,7,10
2458,Ensenada,1,Ensenada,2075,29,40,4,4,0,10.07,1.86,12,1.05,3.33,*,11
2459,Ensenada,1,Ensenada,2075,30,33,*,3,0,10.76,1.47,12,0.97,3.30,6,10
2460,Ensenada,1,Ensenada,2075,31,0,0,0,0,0,0,0,0,0,0,0
2461,Ensenada,1,Ensenada,2075,32,42,*,3,*,10.23,1.73,12,1.14,3.50,3,15
2462,Ensenada,1,Ensenada,2075,33,40,4,4,0,10.70,2,12,1.11,3.33,6,13
2463,Ensenada,1,Ensenada,2075,34,29,3,*,0,10.91,1.36,12,0.91,2.64,6,14
2464,Ensenada,1,Ensenada,2075,35,32,*,*,0,10.25,1.93,12,0.91,2.91,6,11
2465,Ensenada,1,Ensenada,2075,36,39,*,3,0,11.67,1.23,12,1.03,3.25,5,14
2466,Ensenada,1,Ensenada,2075,37,29,*,0,0,10.15,1.64,11,0.81,2.64,*,5
2467,Ensenada,1,Ensenada,2075,38,0,0,0,0,0,0,0,0,0,0,0
2468,Ensenada,1,Ensenada,2075,39,33,4,*,0,9.85,1.33,12,0.75,2.75,8,7
2469,Ensenada,1,Ensenada,2075,40,44,5,4,0,9.48,2.13,12,1.19,3.67,6,15
2470,Ensenada,1,Ensenada,2075,41,42,0,4,0,9.55,2.50,13,1.08,3.23,4,16
2471,Ensenada,1,Ensenada,2075,42,37,5,*,*,9.91,1.54,12,1.09,3.36,4,17
2472,Ensenada,1,Ensenada,2075,43,46,*,*,*,11.19,1.31,14,1.07,3.29,8,16
2473,Ensenada,1,Ensenada,2075,47,197,5,12,8,12.43,1.34,65,0.85,3.28,49,76
2474,Ensenada,1,Ensenada,2075,48,0,0,0,0,0,0,0,0,0,0,0
2475,Ensenada,1,Ensenada,2075,49,42,*,*,0,8.43,1.81,12,1.14,3.82,3,19
2476,Ensenada,1,Ensenada,2075,50,33,*,*,0,10.64,1.38,12,0.92,2.75,6,9
2477,Ensenada,1,Ensenada,2075,51,30,*,*,0,9.43,1.15,12,0.94,3,5,10
2478,Ensenada,1,Ensenada,2075,52,25,*,*,0,9.56,1.75,12,0.89,2.78,5,6
2479,Ensenada,1,Ensenada,2075,53,30,*,*,*,10.63,3.13,12,0.94,2.73,5,9
2480,Ensenada,1,Ensenada,2075,54,38,3,3,*,9.30,1.60,12,1.09,3.45,4,15
2481,Ensenada,1,Ensenada,2075,55,43,3,3,0,11.62,2.29,12,1.10,4.30,6,22
2482,Ensenada,1,Ensenada,2075,56,30,*,*,0,11.46,1.21,12,0.88,2.73,8,10
2483,Ensenada,1,Ensenada,2075,57,64,3,4,*,10.27,1.89,22,0.93,3.05,10,27
2484,Ensenada,1,Ensenada,2075,58,35,6,*,0,10.63,1.42,12,1,3.50,*,21
2485,Ensenada,1,Ensenada,2075,59,41,*,3,0,9.20,2.43,12,0.98,3.42,4,13
2486,Ensenada,1,Ensenada,2075,60,0,0,0,0,0,0,0,0,0,0,0
2487,Ensenada,1,Ensenada,2075,61,0,0,0,0,0,0,0,0,0,0,0
2488,Ensenada,1,Ensenada,2075,62,0,0,0,0,0,0,0,0,0,0,0
2489,Ensenada,1,Ensenada,2075,63,0,0,0,0,0,0,0,0,0,0,0
2491,Ensenada,1,Ensenada,208A,1,37,*,*,0,9.17,2.45,12,1.09,3.08,5,14
2492,Ensenada,1,Ensenada,208A,2,29,3,3,0,10.84,1.64,12,0.69,2.42,7,15
2493,Ensenada,1,Ensenada,208A,3,38,*,*,0,9.83,1.67,12,1.06,3.45,4,10
2494,Ensenada,1,Ensenada,208A,4,0,0,0,0,0,0,0,0,0,0,0
2495,Ensenada,1,Ensenada,208A,5,24,0,0,0,12.19,1.86,15,0.60,1.85,8,5
2496,Ensenada,1,Ensenada,208A,6,45,5,7,0,9.31,2.67,12,1.41,4.09,4,17
2497,Ensenada,1,Ensenada,208A,7,37,3,*,*,8.68,1.71,12,0.93,3.08,4,17
2498,Ensenada,1,Ensenada,208A,8,37,4,*,0,9.24,1.60,12,1,3.08,4,9
2499,Ensenada,1,Ensenada,208A,9,34,*,*,*,10.46,1.71,12,0.94,3.09,4,17
2500,Ensenada,1,Ensenada,208A,10,36,*,*,0,10.41,1.44,12,0.92,3.27,7,23
2501,Ensenada,1,Ensenada,208A,11,41,0,4,0,9.76,2.17,12,1.17,3.42,5,25
2502,Ensenada,1,Ensenada,208A,12,37,3,3,0,10.82,1.36,12,1.06,3.08,5,19
2503,Ensenada,1,Ensenada,208A,13,36,3,5,*,9.48,2.38,12,0.95,3,3,12
2504,Ensenada,1,Ensenada,208A,14,35,*,4,0,12.23,1.08,12,0.88,2.92,7,18
2505,Ensenada,1,Ensenada,208A,15,79,3,3,0,11.75,1.36,37,0.75,2.26,18,27
2506,Ensenada,1,Ensenada,208A,16,43,4,0,*,8.72,1.70,12,1.02,3.58,6,12
2507,Ensenada,1,Ensenada,208A,17,41,3,5,0,10.61,1.92,12,1.11,3.73,3,10
2508,Ensenada,1,Ensenada,208A,18,44,5,*,0,10.96,1.83,13,1.19,3.38,4,24
2509,Ensenada,1,Ensenada,208A,19,38,3,3,*,9.85,1.87,12,0.97,3.45,4,17
2510,Ensenada,1,Ensenada,208A,21,33,*,3,0,10.40,1.57,12,0.97,3,3,14
2511,Ensenada,1,Ensenada,208A,22,18,0,3,0,10.64,1.67,6,1,3,*,10
2512,Ensenada,1,Ensenada,208A,23,72,3,3,3,10.64,1.29,26,0.97,2.88,12,28
2513,Ensenada,1,Ensenada,208A,24,43,6,*,*,9.50,1.88,12,1.26,3.91,3,10
2514,Ensenada,1,Ensenada,208A,25,15,0,*,*,10.33,3.40,6,0.83,2.50,3,9
2515,Ensenada,1,Ensenada,208A,26,71,5,*,*,11.42,1.70,29,0.96,2.96,12,30
2516,Ensenada,1,Ensenada,208A,28,102,9,*,*,11.22,1.62,33,1.10,3.40,20,36
2517,Ensenada,1,Ensenada,208A,29,48,*,4,0,12.38,1.11,17,1.02,3.20,10,15
2518,Ensenada,1,Ensenada,208A,30,11,*,*,0,11.14,1.25,6,0.73,2.20,*,3
2519,Ensenada,1,Ensenada,208A,31,15,*,*,0,8.42,1.50,6,0.83,2.50,*,5
2520,Ensenada,1,Ensenada,208A,32,17,0,0,0,12.29,1,6,1.13,3.40,3,11
2521,Ensenada,1,Ensenada,208A,33,80,3,4,0,12.21,1.59,26,0.86,3.33,13,30
2522,Ensenada,1,Ensenada,208A,34,67,4,*,*,12.35,1.39,27,0.89,2.91,10,27
2523,Ensenada,1,Ensenada,208A,35,82,4,6,*,11.70,1.64,31,0.89,3.15,15,29
2524,Ensenada,1,Ensenada,208A,36,150,8,8,*,13.12,1.51,54,0.82,3.13,31,49
2525,Ensenada,1,Ensenada,208A,37,0,0,0,0,0,0,0,0,0,0,0
2526,Ensenada,1,Ensenada,208A,38,0,0,0,0,0,0,0,0,0,0,0
2527,Ensenada,1,Ensenada,208A,39,0,0,0,0,0,0,0,0,0,0,0
2529,Ensenada,1,Ensenada,2107,1,25,3,*,*,9.47,2.40,8,1.19,4.17,*,11
2531,Ensenada,1,Ensenada,2111,1,5,*,*,*,*,*,4,*,*,*,*
2533,Ensenada,1,Ensenada,2126,1,114,*,5,4,8.08,2.67,33,1.36,3.93,12,55
2534,Ensenada,1,Ensenada,2126,2,104,6,8,5,8.09,2.67,36,1.18,3.47,9,52
2535,Ensenada,1,Ensenada,2126,3,44,*,3,*,7.93,2.23,11,1.47,4,7,18
2537,Ensenada,1,Ensenada,2145,1,41,*,0,0,14,1.75,22,0.87,2.73,11,13
2538,Ensenada,1,Ensenada,2145,2,80,*,6,6,12.41,1.88,42,0.82,2.86,19,26
2539,Ensenada,1,Ensenada,2145,3,164,11,10,3,11.71,1.37,76,0.90,2.78,40,69
2540,Ensenada,1,Ensenada,2145,4,119,7,3,5,9.43,2.28,82,1.27,3.50,11,61
2541,Ensenada,1,Ensenada,2145,5,4,*,*,*,*,*,1,*,*,*,*
2542,Ensenada,1,Ensenada,2145,6,91,9,4,4,13.45,1.31,40,0.97,3.14,21,30
2543,Ensenada,1,Ensenada,2145,7,0,0,0,0,0,0,5,0,0,0,0
2544,Ensenada,1,Ensenada,2145,8,58,*,*,*,*,*,2,*,*,*,*
2545,Ensenada,1,Ensenada,2145,9,0,0,0,0,0,0,0,0,0,0,0
2546,Ensenada,1,Ensenada,2145,10,0,0,0,0,0,0,3,0,0,0,0
2547,Ensenada,1,Ensenada,2145,11,0,0,0,0,0,0,0,0,0,0,0
2548,Ensenada,1,Ensenada,2145,12,129,8,9,3,8.82,2.02,40,1.55,3.69,7,61
2549,Ensenada,1,Ensenada,2145,13,31,0,*,*,12.30,1.31,38,1,2.58,8,19
2550,Ensenada,1,Ensenada,2145,14,29,*,*,*,8.50,2.22,14,1.38,2.64,3,16
2551,Ensenada,1,Ensenada,2145,15,26,0,*,0,8.82,1.90,10,1.18,3.25,*,13
2552,Ensenada,1,Ensenada,2145,16,22,*,*,*,10.20,2.11,8,1.57,3.67,*,10
2553,Ensenada,1,Ensenada,2145,17,35,*,*,0,9.17,1.36,11,1.46,3.50,*,18
2554,Ensenada,1,Ensenada,2145,18,20,*,*,*,7.62,1.63,6,0.95,3.33,0,15
2555,Ensenada,1,Ensenada,2145,19,11,*,3,0,12.14,1.33,6,1.10,2.75,*,3
2556,Ensenada,1,Ensenada,2145,20,11,0,*,0,6.20,0.33,9,0.61,1.22,0,0
2557,Ensenada,1,Ensenada,2145,21,15,0,0,*,3.25,2.71,7,1.25,2.14,0,10
2558,Ensenada,1,Ensenada,2145,800,4,*,*,*,*,*,1,*,*,*,*
2560,Ensenada,1,Ensenada,215A,1,15,*,*,0,9.80,2.20,6,0.68,3.75,3,8
2561,Ensenada,1,Ensenada,215A,2,5,*,*,*,*,*,3,*,*,*,*
2562,Ensenada,1,Ensenada,215A,3,16,0,0,*,9,2.57,5,1.23,3.20,*,7
2563,Ensenada,1,Ensenada,215A,4,3,*,*,*,*,*,1,*,*,*,*
2564,Ensenada,1,Ensenada,215A,5,6,*,*,*,*,*,3,*,*,*,*
2565,Ensenada,1,Ensenada,215A,6,10,*,0,*,14.13,0.80,3,0.83,3.33,3,3
2566,Ensenada,1,Ensenada,215A,7,0,0,0,0,0,0,0,0,0,0,0
2567,Ensenada,1,Ensenada,215A,8,15,0,*,0,8.30,2.29,5,1.50,5,*,7
2568,Ensenada,1,Ensenada,215A,9,17,*,0,3,10.54,2,5,1.42,4.25,*,8
2569,Ensenada,1,Ensenada,215A,10,1,*,*,*,*,*,1,*,*,*,*
2570,Ensenada,1,Ensenada,215A,11,10,*,*,*,*,*,2,*,*,*,*
2571,Ensenada,1,Ensenada,215A,12,5,*,*,*,*,*,2,*,*,*,*
2573,Ensenada,1,Ensenada,2164,1,7,0,0,0,8,3.33,5,0.70,1.75,0,4
2574,Ensenada,1,Ensenada,2164,2,0,0,0,0,0,0,1,0,0,0,0
2575,Ensenada,1,Ensenada,2164,3,7,*,*,*,*,*,2,*,*,*,*
2576,Ensenada,1,Ensenada,2164,4,6,*,*,*,*,*,2,*,*,*,*
2577,Ensenada,1,Ensenada,2164,5,10,0,0,0,10.50,1.25,5,1.25,3.33,*,4
2578,Ensenada,1,Ensenada,2164,6,8,*,0,0,12,1.33,4,0.89,2.67,*,5
2579,Ensenada,1,Ensenada,2164,7,0,0,0,0,0,0,2,0,0,0,0
2580,Ensenada,1,Ensenada,2164,8,14,0,*,0,11,1.20,4,0.70,3.50,3,6
2581,Ensenada,1,Ensenada,2164,9,13,*,*,0,8.60,3,4,2.17,4.33,0,8
2582,Ensenada,1,Ensenada,2164,11,6,0,0,0,10,2.67,4,0.55,2,0,*
2583,Ensenada,1,Ensenada,2164,12,8,*,*,*,*,*,2,*,*,*,*
2584,Ensenada,1,Ensenada,2164,14,0,0,0,0,0,0,1,0,0,0,0
2585,Ensenada,1,Ensenada,2164,15,4,*,*,*,*,*,6,*,*,*,*
2586,Ensenada,1,Ensenada,2164,16,5,*,*,*,*,*,1,*,*,*,*
2587,Ensenada,1,Ensenada,2164,17,12,0,0,0,9.91,1.20,6,0.80,3,*,8
2588,Ensenada,1,Ensenada,2164,18,4,*,*,*,*,*,8,*,*,*,*
2589,Ensenada,1,Ensenada,2164,19,0,0,0,0,0,0,5,0,0,0,0
2590,Ensenada,1,Ensenada,2164,20,0,0,0,0,0,0,0,0,0,0,0
2591,Ensenada,1,Ensenada,2164,21,0,0,0,0,0,0,2,0,0,0,0
2592,Ensenada,1,Ensenada,2164,22,0,0,0,0,0,0,1,0,0,0,0
2593,Ensenada,1,Ensenada,2164,23,0,0,0,0,0,0,1,0,0,0,0
2594,Ensenada,1,Ensenada,2164,24,0,0,0,0,0,0,3,0,0,0,0
2595,Ensenada,1,Ensenada,2164,25,10,*,*,*,*,*,3,*,*,*,*
2596,Ensenada,1,Ensenada,2164,26,0,0,0,0,0,0,0,0,0,0,0
2597,Ensenada,1,Ensenada,2164,27,9,*,*,*,5.50,2.75,3,1.13,3,0,5
2598,Ensenada,1,Ensenada,2164,28,14,*,0,3,11.09,2.80,6,1,3.50,*,8
2599,Ensenada,1,Ensenada,2164,29,19,*,*,*,7.75,2.14,5,0.79,3.80,0,16
2600,Ensenada,1,Ensenada,2164,30,4,*,*,*,*,*,2,*,*,*,*
2601,Ensenada,1,Ensenada,2164,31,3,*,*,*,*,*,3,*,*,*,*
2602,Ensenada,1,Ensenada,2164,800,5,*,*,*,*,*,1,*,*,*,*
2604,Ensenada,1,Ensenada,2179,1,149,7,11,*,9.34,2.07,45,1.07,3.82,14,53
2605,Ensenada,1,Ensenada,2179,2,190,13,11,3,9.51,1.79,58,1.06,3.58,16,75
2606,Ensenada,1,Ensenada,2179,3,100,5,8,0,10.40,1.92,34,1.05,3.57,12,39
2607,Ensenada,1,Ensenada,2179,4,64,4,5,*,9.39,1.92,22,0.96,3.37,8,18
2608,Ensenada,1,Ensenada,2179,5,14,*,0,0,10.64,1.43,6,0.93,2.80,*,7
2609,Ensenada,1,Ensenada,2179,6,85,6,5,*,8.93,1.77,26,1.10,3.54,7,35
2610,Ensenada,1,Ensenada,2179,7,197,6,14,*,10.05,1.62,53,1.09,3.94,30,70
2611,Ensenada,1,Ensenada,2179,8,144,8,13,3,10.42,1.62,41,1.08,3.69,18,62
2612,Ensenada,1,Ensenada,2179,9,34,*,3,0,8.54,1.67,8,1.26,4.25,3,16
2613,Ensenada,1,Ensenada,2179,10,27,*,0,*,8.28,1.67,8,1.17,3.86,*,13
2614,Ensenada,1,Ensenada,2179,11,0,0,0,0,0,0,0,0,0,0,0
2615,Ensenada,1,Ensenada,2179,12,19,*,3,0,11.11,1.86,5,1.46,3.80,*,10
2616,Ensenada,1,Ensenada,2179,13,25,*,3,0,10.38,1.36,10,1.14,2.78,*,10
2617,Ensenada,1,Ensenada,2179,14,19,*,3,0,8.14,2.14,6,1.58,4.75,*,11
2618,Ensenada,1,Ensenada,2179,15,0,0,0,0,0,0,0,0,0,0,0
2619,Ensenada,1,Ensenada,2179,16,5,*,*,*,*,*,2,*,*,*,*
2621,Ensenada,1,Ensenada,2183,5,0,0,0,0,0,0,0,0,0,0,0
2622,Ensenada,1,Ensenada,2183,6,8,*,0,*,16.17,3.50,4,0.53,2,3,*
2624,Ensenada,1,Ensenada,2198,1,0,0,0,0,0,0,0,0,0,0,0
2626,Ensenada,1,Ensenada,2234,1,0,0,0,0,0,0,0,0,0,0,0
2627,Ensenada,1,Ensenada,2234,2,70,5,4,3,16,1.69,29,0.61,2.92,16,20
2628,Ensenada,1,Ensenada,2234,3,17,*,*,*,14.14,1.67,7,0.61,2.83,5,7
2629,Ensenada,1,Ensenada,2234,4,59,*,5,0,14.33,1.27,22,0.70,3.28,16,13
2631,Ensenada,1,Ensenada,2431,1,8,0,0,*,7.38,3,5,1.14,2,*,5
2632,Ensenada,1,Ensenada,2431,2,17,*,*,0,9.56,2,5,1.42,3.40,*,4
2633,Ensenada,1,Ensenada,2431,3,3,*,*,*,*,*,1,*,*,*,*
2634,Ensenada,1,Ensenada,2431,4,13,*,0,0,10.22,2.25,4,1.30,3.25,*,0
2635,Ensenada,1,Ensenada,2431,5,9,*,*,*,*,*,2,*,*,*,*
2636,Ensenada,1,Ensenada,2431,6,47,3,3,*,6.97,1.84,12,1.31,3.92,*,24
2637,Ensenada,1,Ensenada,2431,7,15,0,*,0,8.42,2.40,5,1.25,3,*,7
2638,Ensenada,1,Ensenada,2431,9,8,*,*,*,*,*,2,*,*,*,*
2639,Ensenada,1,Ensenada,2431,10,22,*,*,0,8.19,1.50,9,1.57,3.14,0,17
2641,Ensenada,1,Ensenada,2446,1,4,0,0,*,6.75,*,9,0.80,1.33,0,3
2643,Ensenada,1,Ensenada,5968,1,88,0,*,19,14.52,1.64,36,0.48,2.84,27,30
2644,Ensenada,1,Ensenada,5968,2,128,4,5,17,14.11,1.32,44,0.57,3.20,36,43
2645,Ensenada,1,Ensenada,5968,3,110,*,*,15,14.34,1.58,38,0.50,2.89,35,37
2646,Ensenada,1,Ensenada,5968,4,71,*,*,13,14.42,1.49,31,0.53,2.84,22,26
2647,Ensenada,1,Ensenada,5968,5,101,*,5,10,14.33,1.77,33,0.64,3.06,27,37
2648,Ensenada,1,Ensenada,5968,6,82,*,*,13,13.68,1.60,35,0.50,2.93,21,22
2649,Ensenada,1,Ensenada,5968,7,102,3,*,18,13.20,1.31,42,0.66,3.19,28,24
2650,Ensenada,1,Ensenada,5968,8,0,0,0,0,0,0,0,0,0,0,0
2651,Ensenada,1,Ensenada,5968,9,82,*,*,11,14.39,1.68,32,0.55,3.28,21,25
2652,Ensenada,1,Ensenada,5968,10,134,*,6,26,12.78,1.53,41,0.65,3.35,30,37
2653,Ensenada,1,Ensenada,5968,11,85,*,4,8,14.76,1.26,44,0.47,2.43,27,30
2654,Ensenada,1,Ensenada,5968,12,115,5,5,14,13.60,2,43,0.61,3.03,29,36
2655,Ensenada,1,Ensenada,5968,13,88,6,3,11,14.15,1.36,32,0.62,3.03,22,32
2656,Ensenada,1,Ensenada,5968,14,81,*,0,8,14.28,1.40,31,0.53,2.70,26,30
2657,Ensenada,1,Ensenada,5968,15,70,0,*,6,13.37,1.56,24,0.62,3.04,18,21
2658,Ensenada,1,Ensenada,5968,16,61,0,*,8,13.83,1.52,25,0.53,2.44,23,19
2659,Ensenada,1,Ensenada,5968,17,69,0,*,15,13.64,1.94,25,0.53,3,19,32
2660,Ensenada,1,Ensenada,5968,18,95,*,3,18,13.75,1.91,42,0.55,2.71,23,41
2661,Ensenada,1,Ensenada,5968,19,76,0,*,11,13.88,1.79,26,0.61,3.45,18,26
2662,Ensenada,1,Ensenada,5968,20,66,0,*,13,13.92,1.41,28,0.59,2.36,22,29
2663,Ensenada,1,Ensenada,5968,21,74,3,*,11,14.24,1.31,37,0.61,2.64,24,27
2664,Ensenada,1,Ensenada,5968,22,56,*,0,9,14.18,1.70,23,0.57,2.95,15,24
2665,Ensenada,1,Ensenada,5968,23,285,5,10,35,13.83,1.75,109,0.62,3,75,95
2666,Ensenada,1,Ensenada,5968,24,75,*,8,9,14.31,1.93,36,0.50,2.59,22,27
2667,Ensenada,1,Ensenada,5968,25,89,*,*,11,13.80,1.63,31,0.59,3.07,26,30
2668,Ensenada,1,Ensenada,5968,26,72,3,0,12,12.76,1.85,37,0.63,3,16,19
2669,Ensenada,1,Ensenada,5968,27,59,*,*,11,14.04,1.79,38,0.60,2.57,16,20
2670,Ensenada,1,Ensenada,5968,28,52,*,*,11,14.33,1.62,22,0.49,2.74,18,12
2671,Ensenada,1,Ensenada,5968,29,57,*,4,7,14.43,1.43,21,0.63,3.17,16,21
2672,Ensenada,1,Ensenada,5968,30,61,0,*,7,13.24,1.70,17,0.76,3.59,13,15
2673,Ensenada,1,Ensenada,5968,32,18,*,*,0,14,1,10,0.56,2.25,6,3
2674,Ensenada,1,Ensenada,5968,33,62,*,*,8,13.61,1.48,24,0.49,2.82,20,23
2675,Ensenada,1,Ensenada,5968,35,136,*,4,11,12.27,1.26,64,0.59,2.57,44,71
2676,Ensenada,1,Ensenada,5968,36,128,3,3,11,13.86,1.47,47,0.61,3.05,38,46
2677,Ensenada,1,Ensenada,5968,37,125,3,*,11,13.98,1.52,46,0.56,2.91,35,44
2678,Ensenada,1,Ensenada,5968,38,57,*,*,6,14,1.48,29,0.50,3.35,14,25
2679,Ensenada,1,Ensenada,5968,39,55,0,*,5,13.85,1.46,22,0.60,2.89,17,13
2680,Ensenada,1,Ensenada,5968,40,94,3,*,3,14.61,1.36,40,0.63,3.03,25,33
2681,Ensenada,1,Ensenada,5968,41,57,*,3,5,14.08,1.54,24,0.60,3.35,17,18
2682,Ensenada,1,Ensenada,5968,42,41,*,0,4,14.64,1.19,16,0.54,3.15,12,12
2683,Ensenada,1,Ensenada,5968,43,0,0,0,0,0,0,0,0,0,0,0
2684,Ensenada,1,Ensenada,5968,44,135,3,*,14,14.42,1.38,49,0.56,3,39,47
2685,Ensenada,1,Ensenada,5968,45,117,4,8,9,13.69,1.73,42,0.63,3.08,32,38
2686,Ensenada,1,Ensenada,5968,46,61,0,*,5,13.39,1.63,23,0.66,3.21,18,22
2687,Ensenada,1,Ensenada,5968,47,76,*,4,4,13.55,1.67,25,0.59,3.17,22,24
2688,Ensenada,1,Ensenada,5968,48,72,3,*,4,13.34,1.69,21,0.68,3.43,19,16
2689,Ensenada,1,Ensenada,5968,49,68,0,3,5,14.80,1.29,25,0.57,2.83,23,26
2690,Ensenada,1,Ensenada,5968,50,37,*,3,*,15.18,1.63,12,0.49,3.08,10,11
2691,Ensenada,1,Ensenada,5968,51,58,3,0,9,12.92,1.23,24,0.48,2.52,16,15
2693,Ensenada,1,Ensenada,5987,3,18,0,0,4,10.82,1.22,7,0.53,3,6,3
2694,Ensenada,1,Ensenada,5987,4,491,18,10,44,11.78,1.88,156,0.75,3.36,98,169
2695,Ensenada,1,Ensenada,5987,5,277,4,14,24,11.58,1.40,80,0.89,3.55,52,72
2696,Ensenada,1,Ensenada,5987,6,319,10,11,22,11.25,2.10,91,0.91,3.67,51,92
2697,Ensenada,1,Ensenada,5987,7,237,5,12,16,10.82,1.98,71,0.83,3.43,45,63
2698,Ensenada,1,Ensenada,5987,8,190,5,8,25,10.97,1.95,59,0.82,3.28,35,48
2699,Ensenada,1,Ensenada,5987,9,95,*,*,11,11.30,2.17,29,0.97,3.65,17,26
2700,Ensenada,1,Ensenada,5987,10,132,4,4,9,10.83,1.88,40,0.91,3.38,24,30
2701,Ensenada,1,Ensenada,5987,11,222,8,11,16,11.82,1.65,72,0.83,3.42,54,53
2702,Ensenada,1,Ensenada,5987,12,71,*,6,9,10.58,1.91,23,0.92,3.38,14,27
2703,Ensenada,1,Ensenada,5987,13,83,*,4,*,12.49,1.49,28,0.81,3.19,20,21
2704,Ensenada,1,Ensenada,5987,14,122,7,5,15,10.65,1.94,36,0.86,3.49,18,32
2705,Ensenada,1,Ensenada,5987,15,110,3,*,8,11.11,2.04,38,0.73,3.06,21,31
2706,Ensenada,1,Ensenada,5987,16,92,3,4,4,10.80,1.93,30,0.84,3.54,16,22
2707,Ensenada,1,Ensenada,5987,17,79,9,7,*,11.53,1.58,24,0.86,3.59,14,19
2708,Ensenada,1,Ensenada,5987,18,100,4,8,9,10.95,2,28,0.84,3.57,14,36
2709,Ensenada,1,Ensenada,5987,19,111,4,6,8,9.95,1.92,37,0.83,3.47,14,34
2710,Ensenada,1,Ensenada,5987,20,124,*,4,7,13.30,1.13,53,0.64,2.46,38,48
2711,Ensenada,1,Ensenada,5987,21,0,0,0,0,0,0,0,0,0,0,0
2712,Ensenada,1,Ensenada,5987,22,174,8,3,9,11.47,1.81,56,0.82,3.22,30,42
2713,Ensenada,1,Ensenada,5987,23,18,0,0,*,13.60,1.50,6,0.82,3,5,4
2714,Ensenada,1,Ensenada,5987,24,15,0,*,0,12.20,1.50,6,0.75,3,3,7
2715,Ensenada,1,Ensenada,5987,25,20,0,*,*,10.71,1.64,6,0.95,4,4,4
2716,Ensenada,1,Ensenada,5987,26,12,0,0,*,11.09,2.60,6,0.75,2.40,*,3
2717,Ensenada,1,Ensenada,5987,27,12,0,0,0,11.63,1.67,6,1,3,*,3
2718,Ensenada,1,Ensenada,5987,28,11,*,0,*,9.14,1.80,6,0.73,2.75,3,3
2719,Ensenada,1,Ensenada,5987,29,121,3,5,8,10.62,1.80,41,0.84,3.36,19,48
2720,Ensenada,1,Ensenada,5987,30,124,3,7,14,11.55,1.81,48,0.69,2.88,23,44
2721,Ensenada,1,Ensenada,5987,31,18,*,*,*,11,1.57,5,1.29,3.60,*,3
2722,Ensenada,1,Ensenada,5987,32,22,3,3,0,12.57,1.71,6,1.05,3.67,4,3
2723,Ensenada,1,Ensenada,5987,33,18,*,*,3,9.67,2.67,6,0.82,3,*,5
2724,Ensenada,1,Ensenada,5987,34,15,0,0,0,11.33,2,6,1.15,3.75,4,*
2725,Ensenada,1,Ensenada,5987,35,13,0,0,*,11.30,1.57,6,0.65,2.17,3,3
2726,Ensenada,1,Ensenada,5987,36,10,0,0,0,12.78,0.67,6,0.56,2,3,*
2727,Ensenada,1,Ensenada,5987,38,0,0,0,0,0,0,0,0,0,0,0
