NOM_MUN,LOC,NOM_LOC,AGEB,MZA,P_TOTAL,POB65_MAS,GRAPROES,PROM_HNV,VIVTOT,PRO_OCUP_C,PROM_OCUP,VPH_PC,OTRAENT,P_0A5
Ensenada,243,San Vicente,1819,1,34.0,0.0,8.17,2.5,9.0,1.06,3.78,3.0,18.0,10.0
Ensenada,243,San Vicente,8178,1,942.0,105.0,7.469428571428572,2.596857142857143,396.0,0.8882857142857142,3.0877142857142856,137.0,456.0,136.0
Ensenada,243,San Vicente,8182,1,1009.0,115.0,6.8741666666666665,2.2544444444444443,421.0,0.8797222222222223,2.9733333333333336,71.0,451.0,71.0
Ensenada,243,San Vicente,8197,1,1096.0,56.0,7.3652500000000005,2.35075,548.0,0.9005000000000001,3.05675,119.0,491.0,118.0
Ensenada,243,San Vicente,820A,1,1622.0,140.0,7.3137209302325585,2.0672093023255815,673.0,0.7823255813953488,2.836744186046512,161.0,613.0,278.0
