ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,POBTOT,P_0A2,P_3A5,POB65_MAS,GRAPROES,PROM_HNV,PNACOE,VIVTOT,PROM_OCUP,PRO_OCUP_C,VPH_PC
02,Baja California,004,Tijuana,0001,Tijuana,094A,041,32,*,*,0,9.63,1.94,20,12,2.91,1.07,6
02,Baja California,004,Tijuana,0001,Tijuana,094A,042,73,5,6,3,9.28,1.81,39,20,3.84,1.30,8
02,Baja California,004,Tijuana,0001,Tijuana,094A,043,106,4,8,0,9.25,1.16,31,41,3.03,1.01,14
02,Baja California,004,Tijuana,0001,Tijuana,094A,044,40,*,*,0,10.89,1.43,22,11,4,1.29,5
02,Baja California,004,Tijuana,0001,Tijuana,094A,045,5,*,*,*,*,*,*,1,*,*,*
02,Baja California,004,Tijuana,0001,Total AGEB urbana,0954,000,5498,288,362,58,9.05,1.72,2929,1948,3.02,1.23,527
02,Baja California,004,Tijuana,0001,Tijuana,0954,001,46,4,4,*,8.97,1.87,29,16,3.29,1.10,4
02,Baja California,004,Tijuana,0001,Tijuana,0954,002,449,34,29,6,8.69,1.83,222,149,3.30,1.16,40
02,Baja California,004,Tijuana,0001,Tijuana,0954,003,114,6,6,*,8.51,1.86,49,46,2.48,0.86,7
02,Baja California,004,Tijuana,0001,Tijuana,0954,004,127,7,11,0,7.81,1.98,62,46,2.89,1.15,18
02,Baja California,004,Tijuana,0001,Tijuana,0954,005,79,4,4,0,8.22,1.52,27,23,3.43,1.23,7
02,Baja California,004,Tijuana,0001,Tijuana,0954,006,294,9,17,4,8.91,1.53,137,107,2.83,0.96,30
02,Baja California,004,Tijuana,0001,Tijuana,0954,007,101,6,6,*,9.06,1.71,70,32,3.16,1.09,5
02,Baja California,004,Tijuana,0001,Tijuana,0954,008,145,12,6,3,9.14,1.41,72,56,2.64,1.28,10
02,Baja California,004,Tijuana,0001,Tijuana,0954,009,311,12,19,*,9.46,1.68,188,103,3.21,1.42,34
02,Baja California,004,Tijuana,0001,Tijuana,0954,010,137,4,5,*,8.63,1.75,67,48,2.98,1.38,18
02,Baja California,004,Tijuana,0001,Tijuana,0954,011,126,8,5,0,9.43,1.95,77,44,2.93,1.37,15
02,Baja California,004,Tijuana,0001,Tijuana,0954,012,146,14,12,*,9.05,2.13,80,48,3.17,1.33,12
02,Baja California,004,Tijuana,0001,Tijuana,0954,013,100,9,8,*,9.32,1.65,57,35,3.13,1.43,12
02,Baja California,004,Tijuana,0001,Tijuana,0954,014,126,9,8,*,9.34,1.60,64,41,3.15,1.35,12
02,Baja California,004,Tijuana,0001,Tijuana,0954,015,337,14,28,0,9.18,1.35,162,111,3.18,1.50,32
02,Baja California,004,Tijuana,0001,Tijuana,0954,016,39,*,4,*,9.78,2.09,16,15,3,1.15,4
02,Baja California,004,Tijuana,0001,Tijuana,0954,017,113,5,8,0,8.65,2.63,53,43,2.90,1.27,8
02,Baja California,004,Tijuana,0001,Tijuana,0954,018,127,3,12,*,9.11,1.73,72,44,2.89,1.31,13
02,Baja California,004,Tijuana,0001,Tijuana,0954,019,119,8,11,3,9.63,1.74,58,40,3.22,1.49,6
02,Baja California,004,Tijuana,0001,Tijuana,0954,020,42,3,4,*,8.74,2.13,22,13,3.82,1.40,4
02,Baja California,004,Tijuana,0001,Tijuana,0954,021,335,14,34,*,9.21,1.67,200,130,2.77,1.33,32
02,Baja California,004,Tijuana,0001,Tijuana,0954,022,119,3,8,*,8.42,1.64,76,39,3.31,1.55,8
02,Baja California,004,Tijuana,0001,Tijuana,0954,023,53,*,3,*,9.21,1.14,34,26,2.41,1.02,4
02,Baja California,004,Tijuana,0001,Tijuana,0954,024,253,12,19,0,9.08,1.56,125,97,2.66,1.29,27
02,Baja California,004,Tijuana,0001,Tijuana,0954,025,140,5,5,*,8.89,1.98,94,52,3.11,1.32,12
02,Baja California,004,Tijuana,0001,Tijuana,0954,026,197,7,8,5,9.40,1.90,123,77,2.74,1.30,29
02,Baja California,004,Tijuana,0001,Tijuana,0954,027,148,5,12,3,8.48,1.70,57,57,2.90,1.35,16
02,Baja California,004,Tijuana,0001,Tijuana,0954,028,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,004,Tijuana,0001,Tijuana,0954,029,32,3,0,0,11.05,1.08,14,14,2.91,1.39,5
02,Baja California,004,Tijuana,0001,Tijuana,0954,030,6,*,*,*,*,*,*,2,*,*,*
02,Baja California,004,Tijuana,0001,Tijuana,0954,031,37,3,4,0,9.38,1.64,11,12,3.08,1.54,5
02,Baja California,004,Tijuana,0001,Tijuana,0954,032,49,*,0,*,7.50,2.05,15,16,3.50,1.75,5
02,Baja California,004,Tijuana,0001,Tijuana,0954,033,16,*,*,0,8.63,2.60,6,6,3.20,1.45,*
02,Baja California,004,Tijuana,0001,Tijuana,0954,034,30,*,*,0,10.87,1.11,20,12,3,1.36,3
02,Baja California,004,Tijuana,0001,Tijuana,0954,035,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,004,Tijuana,0001,Tijuana,0954,036,68,3,5,*,9.93,1.50,45,24,3.09,1.39,4
02,Baja California,004,Tijuana,0001,Tijuana,0954,037,20,0,*,0,7.29,2.17,9,8,4,1.33,*
02,Baja California,004,Tijuana,0001,Tijuana,0954,038,57,*,*,*,8.70,1.50,35,16,3.56,1.16,5
02,Baja California,004,Tijuana,0001,Tijuana,0954,039,42,*,*,0,9.41,2,31,15,3,1.02,*
02,Baja California,004,Tijuana,0001,Tijuana,0954,040,135,9,3,*,9.19,1.82,71,40,3.46,1.16,19
02,Baja California,004,Tijuana,0001,Tijuana,0954,041,104,5,8,0,9.36,1.42,70,36,3.15,1.06,12
02,Baja California,004,Tijuana,0001,Tijuana,0954,042,106,6,6,*,9.73,1.58,62,36,3.12,1.06,4
02,Baja California,004,Tijuana,0001,Tijuana,0954,043,83,4,*,3,8.66,2.48,43,32,2.86,0.98,4
02,Baja California,004,Tijuana,0001,Tijuana,0954,044,79,6,8,*,9.40,1.92,33,32,3.04,1.01,8
02,Baja California,004,Tijuana,0001,Tijuana,0954,045,86,5,4,*,9.14,2,47,28,3.58,1.16,6
02,Baja California,004,Tijuana,0001,Tijuana,0954,046,73,8,5,*,9.18,1.32,41,30,2.52,0.86,8
02,Baja California,004,Tijuana,0001,Tijuana,0954,047,82,3,7,*,9.34,2.12,40,28,3.28,1.10,6
02,Baja California,004,Tijuana,0001,Tijuana,0954,048,62,4,8,*,9.62,2.29,38,20,3.65,1.24,6
02,Baja California,004,Tijuana,0001,Tijuana,0954,800,8,*,*,*,*,*,*,3,*,*,*
02,Baja California,004,Tijuana,0001,Total AGEB urbana,0969,000,4825,276,299,53,9,1.72,2593,1663,3.07,1.37,444
02,Baja California,004,Tijuana,0001,Tijuana,0969,001,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,004,Tijuana,0001,Tijuana,0969,002,189,8,11,*,9.01,1.60,128,60,3.15,1.09,24
02,Baja California,004,Tijuana,0001,Tijuana,0969,003,76,*,3,*,8.31,1.79,45,24,3.17,1.03,10
02,Baja California,004,Tijuana,0001,Tijuana,0969,004,34,*,*,0,9.54,1.62,22,12,2.83,0.97,*
02,Baja California,004,Tijuana,0001,Tijuana,0969,005,45,3,4,0,9.54,1.93,19,12,4.50,1.41,6
02,Baja California,004,Tijuana,0001,Tijuana,0969,006,120,3,13,3,8.35,1.65,65,42,3.08,1.03,7
02,Baja California,004,Tijuana,0001,Tijuana,0969,007,40,3,4,0,9.92,2.18,20,13,3.33,1.43,4
02,Baja California,004,Tijuana,0001,Tijuana,0969,008,167,15,11,*,8.74,1.65,82,54,3.21,1.48,10
02,Baja California,004,Tijuana,0001,Tijuana,0969,009,22,*,0,0,10.17,1,11,10,2.20,1.10,4
02,Baja California,004,Tijuana,0001,Tijuana,0969,010,120,9,4,4,9.45,1.57,66,38,3.43,1.58,9
02,Baja California,004,Tijuana,0001,Tijuana,0969,011,41,3,*,0,9.19,1.67,24,12,3.42,1.14,*
02,Baja California,004,Tijuana,0001,Tijuana,0969,012,271,15,17,*,9.08,1.59,159,86,3.27,1.45,24
02,Baja California,004,Tijuana,0001,Tijuana,0969,013,147,10,9,*,8.52,1.83,60,49,3.50,1.73,11
02,Baja California,004,Tijuana,0001,Tijuana,0969,014,22,*,3,0,8.33,0.89,12,5,4.40,1.83,*
02,Baja California,004,Tijuana,0001,Tijuana,0969,015,43,*,7,*,8.63,1.80,20,18,2.87,1.43,6
02,Baja California,004,Tijuana,0001,Tijuana,0969,016,144,7,6,*,9.22,1.85,90,43,3.60,1.44,12
02,Baja California,004,Tijuana,0001,Tijuana,0969,017,187,15,18,3,8.24,2.18,94,62,3.17,1.57,11
02,Baja California,004,Tijuana,0001,Tijuana,0969,018,208,17,16,4,9.18,1.82,104,67,3.15,1.41,18
02,Baja California,004,Tijuana,0001,Tijuana,0969,019,67,7,*,0,8.79,2.54,38,28,2.48,1.12,6
02,Baja California,004,Tijuana,0001,Tijuana,0969,020,151,4,11,*,8.98,1.44,75,54,2.85,1.35,13
02,Baja California,004,Tijuana,0001,Tijuana,0969,021,232,14,21,*,8.62,1.62,117,77,3.27,1.57,26
02,Baja California,004,Tijuana,0001,Tijuana,0969,022,216,17,9,*,9.25,1.72,118,76,3,1.40,19
02,Baja California,004,Tijuana,0001,Tijuana,0969,023,200,7,9,3,8.16,1.65,131,75,2.82,1.33,23
02,Baja California,004,Tijuana,0001,Tijuana,0969,024,140,9,6,*,8.54,1.75,69,42,3.41,1.63,13
02,Baja California,004,Tijuana,0001,Tijuana,0969,025,93,5,4,0,8.88,1.54,51,35,2.74,1.31,12
02,Baja California,004,Tijuana,0001,Tijuana,0969,026,112,7,6,0,9.03,1.68,61,35,3.20,1.37,13
02,Baja California,004,Tijuana,0001,Tijuana,0969,027,155,10,10,0,9.22,1.98,82,60,2.82,1.38,14
02,Baja California,004,Tijuana,0001,Tijuana,0969,028,54,*,3,0,9.45,1.18,26,18,3,1.46,6
02,Baja California,004,Tijuana,0001,Tijuana,0969,029,218,9,15,5,9.37,1.89,110,81,2.76,1.31,20
02,Baja California,004,Tijuana,0001,Tijuana,0969,030,28,3,*,0,11.21,1.90,9,11,3.11,1.47,*
02,Baja California,004,Tijuana,0001,Tijuana,0969,031,54,3,4,0,9.48,1.50,27,20,2.84,1.38,5
02,Baja California,004,Tijuana,0001,Tijuana,0969,032,105,8,5,3,9.10,2.06,62,37,2.92,1.31,12
02,Baja California,004,Tijuana,0001,Tijuana,0969,033,106,7,7,0,9.05,1.53,61,36,3.31,1.66,11
02,Baja California,004,Tijuana,0001,Tijuana,0969,034,16,0,*,0,10.57,1.50,11,8,2.29,1.14,*
02,Baja California,004,Tijuana,0001,Tijuana,0969,035,54,*,3,*,9.60,1.53,23,23,2.57,1.20,5
02,Baja California,004,Tijuana,0001,Tijuana,0969,036,50,0,3,0,9.31,1.46,27,20,3.13,1.47,6
02,Baja California,004,Tijuana,0001,Tijuana,0969,037,28,*,*,*,10.56,1.64,12,10,2.80,1.17,*
02,Baja California,004,Tijuana,0001,Tijuana,0969,038,217,19,9,*,9.31,1.66,108,76,2.89,1.32,26
02,Baja California,004,Tijuana,0001,Tijuana,0969,039,107,*,4,0,8.76,1.43,51,40,2.97,1.39,6
02,Baja California,004,Tijuana,0001,Tijuana,0969,040,202,10,9,*,9.38,1.63,103,77,2.81,1.34,13
02,Baja California,004,Tijuana,0001,Tijuana,0969,041,107,4,9,*,8.29,2,66,38,3.06,1.47,9
02,Baja California,004,Tijuana,0001,Tijuana,0969,042,14,*,*,0,9.67,1.60,6,4,3.50,1.75,4
02,Baja California,004,Tijuana,0001,Tijuana,0969,043,32,*,*,*,9.13,2.07,15,12,2.91,1.45,*
02,Baja California,004,Tijuana,0001,Tijuana,0969,044,30,0,*,0,9.36,2,14,8,3.75,1.88,*
02,Baja California,004,Tijuana,0001,Tijuana,0969,045,35,0,*,*,8.61,2.67,28,12,3.18,1.52,4
02,Baja California,004,Tijuana,0001,Tijuana,0969,046,126,7,11,*,9.07,1.45,71,43,3.15,1.26,9
02,Baja California,004,Tijuana,0001,Total AGEB urbana,0973,000,2711,144,172,28,9.01,1.77,1375,852,3.26,0.98,306
02,Baja California,004,Tijuana,0001,Tijuana,0973,001,24,3,0,*,8.47,1.40,16,6,4,1.20,*
02,Baja California,004,Tijuana,0001,Tijuana,0973,002,18,*,*,0,10.08,1.33,10,6,4.50,1.38,3
02,Baja California,004,Tijuana,0001,Tijuana,0973,003,53,4,3,0,8.17,1.76,22,18,3.31,1.08,7
02,Baja California,004,Tijuana,0001,Tijuana,0973,004,38,3,3,0,8.21,1.35,18,12,3.45,1.12,3
02,Baja California,004,Tijuana,0001,Tijuana,0973,005,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,004,Tijuana,0001,Tijuana,0973,006,89,*,3,*,9.59,1.43,59,30,3.07,0.76,12
02,Baja California,004,Tijuana,0001,Tijuana,0973,007,171,6,12,*,8.46,1.94,85,48,3.64,1.19,20
02,Baja California,004,Tijuana,0001,Tijuana,0973,008,35,0,3,*,8.15,1.46,17,12,2.92,1,5
02,Baja California,004,Tijuana,0001,Tijuana,0973,009,36,*,4,0,8.14,2.60,23,12,4,1.29,3
02,Baja California,004,Tijuana,0001,Tijuana,0973,010,122,9,9,0,9.15,1.86,63,36,3.39,1.12,9
02,Baja California,004,Tijuana,0001,Tijuana,0973,011,111,6,4,*,8.84,1.38,68,36,3.08,1.04,12
02,Baja California,004,Tijuana,0001,Tijuana,0973,012,182,6,14,*,8.80,1.67,92,59,3.08,1,22
02,Baja California,004,Tijuana,0001,Tijuana,0973,013,180,10,13,*,9.10,1.73,93,54,3.40,1.14,16
02,Baja California,004,Tijuana,0001,Tijuana,0973,014,67,5,9,0,8.62,1.79,28,18,3.72,1.22,6
02,Baja California,004,Tijuana,0001,Tijuana,0973,015,98,3,8,0,9.22,1.69,50,30,3.27,1.08,16
02,Baja California,004,Tijuana,0001,Tijuana,0973,016,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,004,Tijuana,0001,Tijuana,0973,017,38,3,0,*,8.23,2,19,12,3.17,1,7
02,Baja California,004,Tijuana,0001,Tijuana,0973,018,44,3,4,*,9.44,1.57,18,12,3.67,1.13,4
02,Baja California,004,Tijuana,0001,Tijuana,0973,019,31,3,*,0,10.09,2.17,16,12,2.58,0.89,6
02,Baja California,004,Tijuana,0001,Tijuana,0973,020,44,4,4,0,9.26,2.07,18,12,4,1.26,5
02,Baja California,004,Tijuana,0001,Tijuana,0973,021,32,*,*,0,9.25,2.40,19,12,2.67,0.89,3
02,Baja California,004,Tijuana,0001,Tijuana,0973,022,33,3,4,0,8.76,1.90,7,12,3,0.79,4
02,Baja California,004,Tijuana,0001,Tijuana,0973,023,29,*,*,*,8.16,1.91,10,12,2.42,0.64,4
02,Baja California,004,Tijuana,0001,Tijuana,0973,024,39,4,*,0,8.66,1.88,29,12,3.25,0.85,*
02,Baja California,004,Tijuana,0001,Tijuana,0973,025,46,5,4,*,9.72,2.18,11,12,3.83,0.96,3
02,Baja California,004,Tijuana,0001,Tijuana,0973,026,81,5,5,*,8.82,1.62,40,25,3.24,1,11
02,Baja California,004,Tijuana,0001,Tijuana,0973,027,78,4,8,0,8.98,2.10,32,24,3.25,1.05,9
02,Baja California,004,Tijuana,0001,Tijuana,0973,028,45,*,3,0,9.26,1.68,22,12,3.75,0.92,4
02,Baja California,004,Tijuana,0001,Tijuana,0973,029,83,5,4,0,8.89,1.81,45,30,2.86,0.72,8
02,Baja California,004,Tijuana,0001,Tijuana,0973,030,36,3,0,0,9.90,2.27,18,12,3,0.75,7
02,Baja California,004,Tijuana,0001,Tijuana,0973,031,34,*,0,*,8.77,1.94,23,12,2.83,0.71,5
02,Baja California,004,Tijuana,0001,Tijuana,0973,032,90,3,6,0,9.46,1.47,65,25,3.60,1.17,10
02,Baja California,004,Tijuana,0001,Tijuana,0973,033,74,5,4,4,8.75,2.47,34,24,3.08,1.04,7
02,Baja California,004,Tijuana,0001,Tijuana,0973,034,86,3,4,*,9.08,1.58,32,23,3.91,1.25,6
02,Baja California,004,Tijuana,0001,Tijuana,0973,035,19,*,0,0,9,3,14,6,3.17,0.79,*
02,Baja California,004,Tijuana,0001,Tijuana,0973,036,29,*,*,0,8.33,2,19,12,2.42,0.64,3
02,Baja California,004,Tijuana,0001,Tijuana,0973,037,32,0,*,*,9.52,1.09,17,12,2.91,0.76,6
02,Baja California,004,Tijuana,0001,Tijuana,0973,038,57,3,*,0,10.62,1.73,26,24,2.48,0.80,12
02,Baja California,004,Tijuana,0001,Tijuana,0973,039,34,4,*,*,9.08,1.53,13,12,3.09,0.77,4
02,Baja California,004,Tijuana,0001,Tijuana,0973,040,44,3,*,*,9.65,1.61,25,12,3.67,0.92,3
02,Baja California,004,Tijuana,0001,Tijuana,0973,041,42,*,*,0,9.25,2,27,12,3.82,0.95,4
02,Baja California,004,Tijuana,0001,Tijuana,0973,042,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,004,Tijuana,0001,Tijuana,0973,043,32,*,3,*,9.21,2.50,13,12,2.91,0.97,4
02,Baja California,004,Tijuana,0001,Tijuana,0973,044,107,8,5,*,9.19,1.85,54,30,3.57,0.92,11
02,Baja California,004,Tijuana,0001,Tijuana,0973,045,40,3,4,0,8.36,2.15,16,12,3.33,0.83,5
02,Baja California,004,Tijuana,0001,Tijuana,0973,046,70,*,7,*,8.92,1.33,34,24,2.92,0.95,7
02,Baja California,004,Tijuana,0001,Tijuana,0973,047,38,0,*,0,8.83,1.73,15,12,3.45,1.23,4
02,Baja California,004,Tijuana,0001,Total AGEB urbana,0988,000,1511,70,79,43,13.71,1.26,570,549,2.85,0.74,459
02,Baja California,004,Tijuana,0001,Tijuana,0988,001,35,*,*,*,15.92,0.88,10,13,2.69,0.71,13
02,Baja California,004,Tijuana,0001,Tijuana,0988,002,50,*,3,0,12.95,1.11,26,18,2.78,0.89,16
02,Baja California,004,Tijuana,0001,Tijuana,0988,003,38,*,*,*,14,0.80,19,18,2.24,0.56,14
02,Baja California,004,Tijuana,0001,Tijuana,0988,004,67,7,3,4,12.45,1.37,25,22,3.19,0.94,18
02,Baja California,004,Tijuana,0001,Tijuana,0988,005,56,3,4,*,13.21,1.17,24,24,2.43,0.78,23
02,Baja California,004,Tijuana,0001,Tijuana,0988,006,25,*,0,0,14.10,1.09,7,12,2.27,0.63,9
02,Baja California,004,Tijuana,0001,Tijuana,0988,007,43,*,*,*,14.22,1.25,17,15,3.07,0.67,12
02,Baja California,004,Tijuana,0001,Tijuana,0988,008,42,0,*,0,13.29,1,13,16,2.80,0.66,15
02,Baja California,004,Tijuana,0001,Tijuana,0988,009,49,0,*,0,13.97,1,14,21,2.45,0.59,17
02,Baja California,004,Tijuana,0001,Tijuana,0988,010,39,3,*,0,14,1.18,9,13,3,0.68,12
02,Baja California,004,Tijuana,0001,Tijuana,0988,011,42,*,*,0,13.19,1.71,11,11,3.82,0.86,9
02,Baja California,004,Tijuana,0001,Tijuana,0988,012,33,0,*,0,13.12,1.07,8,11,3,0.77,9
02,Baja California,004,Tijuana,0001,Tijuana,0988,013,20,0,4,0,12.36,1.71,6,7,3.33,0.91,6
02,Baja California,004,Tijuana,0001,Tijuana,0988,014,13,0,0,0,9.11,2.25,6,4,4.33,1.08,*
02,Baja California,004,Tijuana,0001,Tijuana,0988,015,33,*,*,*,13.71,1,7,11,3.30,0.83,8
02,Baja California,004,Tijuana,0001,Tijuana,0988,016,36,*,3,*,15.74,1.27,5,15,2.40,0.61,12
02,Baja California,004,Tijuana,0001,Tijuana,0988,017,74,6,3,3,14.58,1.88,27,24,3.08,0.77,21
02,Baja California,004,Tijuana,0001,Tijuana,0988,018,48,*,4,*,12.87,1.76,30,15,3.43,0.79,13
02,Baja California,004,Tijuana,0001,Tijuana,0988,019,10,*,*,0,14.71,1,5,3,3.33,0.83,3
02,Baja California,004,Tijuana,0001,Tijuana,0988,020,26,3,*,0,14.94,1,6,12,2.60,0.70,5
02,Baja California,004,Tijuana,0001,Tijuana,0988,021,41,*,4,*,13.20,1.37,18,15,2.93,0.76,12
02,Baja California,004,Tijuana,0001,Tijuana,0988,022,41,*,6,0,12.81,1.31,21,13,3.15,0.87,10
02,Baja California,004,Tijuana,0001,Tijuana,0988,023,26,*,*,*,14.33,1.36,13,9,2.89,0.68,8
02,Baja California,004,Tijuana,0001,Tijuana,0988,024,25,*,*,*,12.88,1.29,9,8,3.13,0.76,7
02,Baja California,004,Tijuana,0001,Tijuana,0988,025,39,4,*,0,15,1.38,17,12,3.25,0.74,10
02,Baja California,004,Tijuana,0001,Tijuana,0988,026,33,*,*,*,11.88,1,17,11,3,0.89,10
02,Baja California,004,Tijuana,0001,Tijuana,0988,027,31,0,0,*,12.80,0.69,15,14,2.21,0.60,11
02,Baja California,004,Tijuana,0001,Tijuana,0988,028,41,4,*,0,14.53,0.73,15,16,2.56,0.65,15
02,Baja California,004,Tijuana,0001,Tijuana,0988,029,20,0,*,*,14.44,1.33,11,8,2.86,0.74,5
02,Baja California,004,Tijuana,0001,Tijuana,0988,030,69,4,3,*,12.38,1.59,32,26,2.65,0.78,20
02,Baja California,004,Tijuana,0001,Tijuana,0988,031,47,*,*,*,14.40,0.90,18,19,2.76,0.78,14
02,Baja California,004,Tijuana,0001,Tijuana,0988,032,54,6,*,0,13.57,1,21,19,2.84,0.93,16
02,Baja California,004,Tijuana,0001,Tijuana,0988,033,66,4,6,0,13.85,1.35,16,22,3.14,0.85,20
02,Baja California,004,Tijuana,0001,Tijuana,0988,034,50,0,3,5,13.87,2.16,19,15,3.33,0.68,12
02,Baja California,004,Tijuana,0001,Tijuana,0988,035,26,*,0,*,15.43,1.20,9,12,2.17,0.49,11
02,Baja California,004,Tijuana,0001,Tijuana,0988,036,48,0,4,*,12.65,1.09,16,13,3.69,0.79,12
02,Baja California,004,Tijuana,0001,Tijuana,0988,037,25,0,*,5,14.60,2,11,12,2.27,0.57,11
02,Baja California,004,Tijuana,0001,Tijuana,0988,038,18,*,0,*,14.85,0.89,*,8,2.25,0.62,7
02,Baja California,004,Tijuana,0001,Tijuana,0988,039,32,*,3,0,15.86,1.23,15,12,2.67,0.67,11
02,Baja California,004,Tijuana,0001,Total AGEB urbana,0992,000,2003,132,114,42,14.22,1.27,802,749,2.85,0.70,597
02,Baja California,004,Tijuana,0001,Tijuana,0992,001,20,0,*,0,13,0.88,8,8,3.33,0.74,6
02,Baja California,004,Tijuana,0001,Tijuana,0992,002,17,0,0,0,14.07,0.63,6,6,2.83,0.68,5
02,Baja California,004,Tijuana,0001,Tijuana,0992,003,33,*,*,0,13.92,0.79,16,14,2.54,0.62,12
02,Baja California,004,Tijuana,0001,Tijuana,0992,004,92,8,7,4,13.98,1.26,26,34,2.71,0.69,29
02,Baja California,004,Tijuana,0001,Tijuana,0992,005,74,6,0,*,15.20,1.11,22,28,2.74,0.80,25
02,Baja California,004,Tijuana,0001,Tijuana,0992,006,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,004,Tijuana,0001,Tijuana,0992,007,72,3,3,*,14.31,1.11,27,28,2.67,0.68,20
02,Baja California,004,Tijuana,0001,Tijuana,0992,008,64,4,*,*,14.60,1.21,16,26,2.46,0.70,23
02,Baja California,004,Tijuana,0001,Tijuana,0992,009,91,9,9,0,14.14,1.30,21,33,3.14,0.96,26
02,Baja California,004,Tijuana,0001,Tijuana,0992,010,43,6,3,*,14.07,1.75,20,14,3.07,0.75,12
02,Baja California,004,Tijuana,0001,Tijuana,0992,011,17,0,*,0,13.92,1,9,6,4.25,0.81,4
02,Baja California,004,Tijuana,0001,Tijuana,0992,012,33,*,*,0,14.96,1.07,19,12,4.13,0.72,8
02,Baja California,004,Tijuana,0001,Tijuana,0992,013,24,*,*,0,15.59,1.14,10,9,2.67,0.47,8
02,Baja California,004,Tijuana,0001,Tijuana,0992,014,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,004,Tijuana,0001,Tijuana,0992,015,32,4,*,0,14.44,1.07,11,14,2.29,0.71,12
02,Baja California,004,Tijuana,0001,Tijuana,0992,016,90,5,6,*,14.19,1.24,28,35,2.57,0.78,31
02,Baja California,004,Tijuana,0001,Tijuana,0992,017,40,*,3,*,15.55,1.17,15,16,2.86,0.56,12
02,Baja California,004,Tijuana,0001,Tijuana,0992,018,70,4,3,4,14.65,1.68,43,22,3.33,0.60,21
02,Baja California,004,Tijuana,0001,Tijuana,0992,019,86,8,4,3,14.37,1.31,31,28,3.07,0.65,26
02,Baja California,004,Tijuana,0001,Tijuana,0992,020,74,5,5,0,14.44,1.07,31,27,2.85,0.64,23
02,Baja California,004,Tijuana,0001,Tijuana,0992,021,68,5,6,*,13.65,1.14,37,26,2.72,0.68,18
02,Baja California,004,Tijuana,0001,Tijuana,0992,022,76,5,6,*,14.34,1.13,27,30,2.71,0.67,23
02,Baja California,004,Tijuana,0001,Tijuana,0992,023,71,8,*,0,14.58,1.18,25,26,2.84,0.71,19
02,Baja California,004,Tijuana,0001,Tijuana,0992,024,29,0,*,0,13.95,1.31,12,15,2.07,0.53,7
02,Baja California,004,Tijuana,0001,Tijuana,0992,025,36,3,0,0,13.29,0.94,11,16,2.25,0.62,15
02,Baja California,004,Tijuana,0001,Tijuana,0992,026,62,*,6,0,14.66,1.25,18,26,2.58,0.67,19
02,Baja California,004,Tijuana,0001,Tijuana,0992,027,19,*,*,0,16,2,8,6,3.80,0.95,5
02,Baja California,004,Tijuana,0001,Tijuana,0992,028,18,*,*,0,14.86,1,6,8,2.25,0.56,8
02,Baja California,004,Tijuana,0001,Tijuana,0992,029,9,0,0,*,14.71,2.33,5,4,2.25,0.56,3
02,Baja California,004,Tijuana,0001,Tijuana,0992,030,37,*,0,0,12.65,0.93,11,15,2.47,0.60,13
02,Baja California,004,Tijuana,0001,Tijuana,0992,031,44,6,3,*,14.80,1.20,22,16,2.93,0.73,13
02,Baja California,004,Tijuana,0001,Tijuana,0992,032,76,6,4,*,13.40,1.50,35,24,3.17,0.93,18
02,Baja California,004,Tijuana,0001,Tijuana,0992,033,51,6,3,0,14.43,1,21,16,3.19,0.93,14
02,Baja California,004,Tijuana,0001,Tijuana,0992,034,35,*,*,*,12.78,1.69,8,14,2.69,0.74,11
02,Baja California,004,Tijuana,0001,Tijuana,0992,035,37,*,3,0,13.37,1.29,12,14,2.64,0.71,10
02,Baja California,004,Tijuana,0001,Tijuana,0992,036,37,*,4,*,14.12,1.64,20,16,2.64,0.77,11
02,Baja California,004,Tijuana,0001,Tijuana,0992,037,26,*,3,*,15.33,1.71,11,8,3.25,0.72,8
02,Baja California,004,Tijuana,0001,Tijuana,0992,038,28,*,4,0,14.81,1.63,14,8,3.50,0.78,6
02,Baja California,004,Tijuana,0001,Tijuana,0992,039,19,*,0,0,14.62,1.57,7,6,3.17,0.58,6
02,Baja California,004,Tijuana,0001,Tijuana,0992,040,17,*,*,0,17.36,1,6,5,3.40,0.85,5
02,Baja California,004,Tijuana,0001,Tijuana,0992,041,42,*,*,3,12.12,1.82,20,16,2.80,0.68,10
02,Baja California,004,Tijuana,0001,Tijuana,0992,042,35,*,*,0,14.30,1.07,16,16,2.50,0.63,11
02,Baja California,004,Tijuana,0001,Tijuana,0992,043,39,3,4,*,13.42,1.25,24,13,3.25,0.64,11
02,Baja California,004,Tijuana,0001,Tijuana,0992,044,32,*,*,*,14.92,1.56,16,16,3.56,0.59,9
02,Baja California,004,Tijuana,0001,Tijuana,0992,045,46,4,*,0,13.55,1.69,30,15,4.18,0.74,10
02,Baja California,004,Tijuana,0001,Tijuana,0992,046,42,0,*,0,13.57,1.60,21,14,3.23,0.56,11
