ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,POBTOT,P_0A2,P_3A5,POB65_MAS,GRAPROES,PROM_HNV,PNACOE,VIVTOT,PROM_OCUP,PRO_OCUP_C,VPH_PC
02,Baja California,001,Ensenada,0001,Ensenada,8036,016,27,*,*,*,13.26,1.56,11,20,1.93,0.53,8
02,Baja California,001,Ensenada,0001,Ensenada,8036,017,38,0,0,7,12.71,1.81,15,26,2.38,0.49,13
02,Baja California,001,Ensenada,0001,Ensenada,8036,018,33,*,*,12,12.41,2.31,10,22,2.06,0.49,10
02,Baja California,001,Ensenada,0001,Ensenada,8036,019,8,0,0,*,14.75,0.60,*,33,2,0.38,*
02,Baja California,001,Ensenada,0001,Ensenada,8036,020,0,0,0,0,0,0,0,11,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8036,021,2,*,*,*,*,*,*,19,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,8036,022,3,*,*,*,*,*,*,20,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,8036,023,0,0,0,0,0,0,0,3,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8036,024,5,*,*,*,*,*,*,5,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,8036,025,2,*,*,*,*,*,*,2,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,8036,026,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8036,027,0,0,0,0,0,0,0,42,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8036,028,2,*,*,*,*,*,*,21,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,8036,029,0,0,0,0,0,0,0,24,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8036,030,0,0,0,0,0,0,0,24,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8036,031,0,0,0,0,0,0,0,19,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8036,032,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8036,033,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8036,034,0,0,0,0,0,0,0,4,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8036,035,0,0,0,0,0,0,0,5,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8036,036,26,0,*,*,13.48,1.17,5,12,2.89,0.48,9
02,Baja California,001,Ensenada,0001,Ensenada,8036,037,6,*,*,*,*,*,*,2,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,8036,038,9,0,0,0,9.44,2.75,3,9,1.13,0.26,*
02,Baja California,001,Ensenada,0001,Ensenada,8036,039,24,*,*,3,13.35,1.63,8,12,2.18,0.49,9
02,Baja California,001,Ensenada,0001,Ensenada,8036,040,0,0,0,0,0,0,0,8,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8036,041,0,0,0,0,0,0,0,3,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8036,042,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8036,043,0,0,0,0,0,0,0,7,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8036,044,0,0,0,0,0,0,0,5,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8036,045,2,*,*,*,*,*,*,3,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,8036,046,0,0,0,0,0,0,0,12,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8036,047,4,*,*,*,*,*,*,2,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,8036,048,0,0,0,0,0,0,0,7,0,0,0
02,Baja California,001,Ensenada,0001,Total AGEB urbana,8040,000,912,36,44,64,11.66,1.81,358,438,3.08,0.76,186
02,Baja California,001,Ensenada,0001,Ensenada,8040,001,18,*,3,3,14.25,2,7,10,3,0.69,5
02,Baja California,001,Ensenada,0001,Ensenada,8040,002,11,0,*,*,14.13,1.67,4,4,3.67,0.85,3
02,Baja California,001,Ensenada,0001,Ensenada,8040,003,5,*,*,*,*,*,*,4,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,8040,004,40,*,*,*,11.55,1.65,20,17,3.08,0.70,12
02,Baja California,001,Ensenada,0001,Ensenada,8040,005,39,3,4,3,12.24,1.90,14,14,3.90,0.74,8
02,Baja California,001,Ensenada,0001,Ensenada,8040,006,10,0,*,0,13.22,1.60,4,5,2.50,0.59,*
02,Baja California,001,Ensenada,0001,Ensenada,8040,007,19,0,0,*,11.06,3,10,8,3.80,0.95,*
02,Baja California,001,Ensenada,0001,Ensenada,8040,008,15,0,*,4,13.45,1.29,7,14,1.88,0.50,4
02,Baja California,001,Ensenada,0001,Ensenada,8040,009,27,*,*,*,13.95,1.58,10,12,4.50,0.84,6
02,Baja California,001,Ensenada,0001,Ensenada,8040,010,34,0,*,4,10.63,2.79,16,16,3.09,0.67,6
02,Baja California,001,Ensenada,0001,Ensenada,8040,011,12,*,0,*,10.75,2.20,*,10,2.40,0.48,3
02,Baja California,001,Ensenada,0001,Ensenada,8040,012,31,*,*,0,10.48,2,14,12,3.44,0.79,5
02,Baja California,001,Ensenada,0001,Ensenada,8040,013,14,*,0,*,10.77,2,12,6,2.80,0.67,3
02,Baja California,001,Ensenada,0001,Ensenada,8040,014,30,*,*,*,14.19,0.60,9,14,3,0.79,10
02,Baja California,001,Ensenada,0001,Ensenada,8040,015,4,*,*,*,*,*,*,5,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,8040,016,42,*,*,3,12.32,1.53,13,15,3.50,0.93,7
02,Baja California,001,Ensenada,0001,Ensenada,8040,017,29,*,0,*,13.64,1.46,11,14,2.90,0.64,6
02,Baja California,001,Ensenada,0001,Ensenada,8040,018,34,0,4,*,12.27,2.62,26,13,3.09,1,6
02,Baja California,001,Ensenada,0001,Ensenada,8040,019,4,*,*,*,*,*,*,4,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,8040,020,21,*,3,0,12.87,1.29,6,11,2.63,0.78,4
02,Baja California,001,Ensenada,0001,Ensenada,8040,021,2,*,*,*,*,*,*,3,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,8040,022,54,*,0,3,12.24,1.64,15,18,3.38,0.86,13
02,Baja California,001,Ensenada,0001,Ensenada,8040,023,44,4,*,3,11.97,1.25,18,13,4,0.90,6
02,Baja California,001,Ensenada,0001,Ensenada,8040,024,10,0,0,*,11.78,1.83,5,7,2.50,0.48,4
02,Baja California,001,Ensenada,0001,Ensenada,8040,025,27,*,*,*,10.80,2.17,12,9,3.86,0.87,3
02,Baja California,001,Ensenada,0001,Ensenada,8040,026,1,*,*,*,*,*,*,5,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,8040,027,1,*,*,*,*,*,*,1,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,8040,028,9,0,0,3,5.89,2.67,6,9,1.80,0.39,0
02,Baja California,001,Ensenada,0001,Ensenada,8040,029,15,0,*,*,11,2.40,*,7,3.75,0.65,3
02,Baja California,001,Ensenada,0001,Ensenada,8040,030,14,*,0,0,13.46,1,4,10,2.33,0.54,4
02,Baja California,001,Ensenada,0001,Ensenada,8040,031,43,*,4,*,11.71,1.39,19,14,3.31,0.84,11
02,Baja California,001,Ensenada,0001,Ensenada,8040,032,8,0,0,*,8.13,4.50,4,4,2,0.67,0
02,Baja California,001,Ensenada,0001,Ensenada,8040,033,7,*,*,*,*,*,*,4,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,8040,034,13,0,0,*,12.92,1.60,3,9,2.60,0.54,5
02,Baja California,001,Ensenada,0001,Ensenada,8040,035,13,*,0,3,8.50,2.40,8,6,3.25,1.08,*
02,Baja California,001,Ensenada,0001,Ensenada,8040,036,25,0,0,*,9.17,2.09,10,14,2.78,0.71,3
02,Baja California,001,Ensenada,0001,Ensenada,8040,037,35,0,0,0,10.55,1.67,11,15,2.69,0.61,6
02,Baja California,001,Ensenada,0001,Ensenada,8040,038,43,*,4,*,10.28,2.63,15,16,3.58,1.02,7
02,Baja California,001,Ensenada,0001,Ensenada,8040,039,0,0,0,0,0,0,0,1,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8040,040,31,*,*,4,10.50,2.07,13,15,3.44,1.07,5
02,Baja California,001,Ensenada,0001,Ensenada,8040,041,10,*,*,*,*,*,*,2,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,8040,042,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8040,043,2,*,*,*,*,*,*,2,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,8040,044,21,0,*,*,12.05,0.89,3,17,2.10,0.70,8
02,Baja California,001,Ensenada,0001,Ensenada,8040,045,27,0,*,*,12,1.55,8,17,3,0.79,4
02,Baja California,001,Ensenada,0001,Ensenada,8040,046,10,*,*,0,15.83,1.20,*,5,3.33,0.67,3
02,Baja California,001,Ensenada,0001,Ensenada,8040,047,8,0,0,*,13.29,0.50,3,7,2.67,1,*
02,Baja California,001,Ensenada,0001,Total AGEB urbana,8055,000,1226,35,44,134,12.32,1.67,379,714,2.81,0.64,302
02,Baja California,001,Ensenada,0001,Ensenada,8055,001,40,0,*,*,13.89,0.59,15,25,2.22,0.61,13
02,Baja California,001,Ensenada,0001,Ensenada,8055,002,35,*,*,*,11.41,1.89,8,14,3.18,0.63,8
02,Baja California,001,Ensenada,0001,Ensenada,8055,003,37,*,*,*,10.97,1.33,8,27,2.64,0.66,7
02,Baja California,001,Ensenada,0001,Ensenada,8055,004,34,0,*,9,13.43,1.57,15,21,2.43,0.47,9
02,Baja California,001,Ensenada,0001,Ensenada,8055,005,12,0,*,*,14.90,1.17,6,7,4,0.71,3
02,Baja California,001,Ensenada,0001,Ensenada,8055,006,10,0,*,*,14.88,1.80,3,5,3.33,0.83,*
02,Baja California,001,Ensenada,0001,Ensenada,8055,007,12,*,*,*,10.57,3,*,5,4,0.92,3
02,Baja California,001,Ensenada,0001,Ensenada,8055,008,32,*,*,*,13.18,1.63,4,16,3.20,0.73,9
02,Baja California,001,Ensenada,0001,Ensenada,8055,009,43,*,0,9,12.89,1.89,11,22,2.69,0.57,12
02,Baja California,001,Ensenada,0001,Ensenada,8055,010,28,*,0,*,12.71,1.45,6,13,2.55,0.58,7
02,Baja California,001,Ensenada,0001,Ensenada,8055,011,49,3,*,3,12.84,1.45,10,25,3.27,0.73,13
02,Baja California,001,Ensenada,0001,Ensenada,8055,012,23,*,0,*,12.42,1.75,9,10,3.29,1.10,4
02,Baja California,001,Ensenada,0001,Ensenada,8055,013,4,*,*,*,*,*,*,4,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,8055,014,37,*,*,3,13.03,1.80,7,16,3.08,0.65,10
02,Baja California,001,Ensenada,0001,Ensenada,8055,015,22,*,*,*,11,1.75,3,12,2.44,0.65,5
02,Baja California,001,Ensenada,0001,Ensenada,8055,016,32,0,*,*,12.41,1.53,15,20,2.46,0.68,9
02,Baja California,001,Ensenada,0001,Ensenada,8055,017,31,*,*,*,11.24,1.83,19,19,3.10,0.78,6
02,Baja California,001,Ensenada,0001,Ensenada,8055,018,39,*,*,4,11.78,1.79,15,24,2.29,0.51,10
02,Baja California,001,Ensenada,0001,Ensenada,8055,019,146,4,4,16,13.05,1.64,45,61,3.11,0.67,35
02,Baja California,001,Ensenada,0001,Ensenada,8055,020,30,*,*,6,11.50,2.14,6,15,3,0.68,6
02,Baja California,001,Ensenada,0001,Ensenada,8055,021,49,0,*,7,11.31,1.54,17,29,2.33,0.49,11
02,Baja California,001,Ensenada,0001,Ensenada,8055,022,19,*,*,0,12.64,1.80,9,10,3.80,0.86,3
02,Baja California,001,Ensenada,0001,Ensenada,8055,023,46,3,3,5,10.74,1.83,10,20,2.88,0.61,8
02,Baja California,001,Ensenada,0001,Ensenada,8055,025,28,*,*,*,13.17,1.27,12,20,2.55,0.65,10
02,Baja California,001,Ensenada,0001,Ensenada,8055,026,45,0,3,5,12.61,1.26,18,28,2.25,0.58,13
02,Baja California,001,Ensenada,0001,Ensenada,8055,027,40,0,0,4,8.86,2.21,19,18,2.67,0.70,8
02,Baja California,001,Ensenada,0001,Ensenada,8055,028,65,*,5,4,12.02,1.69,22,20,3.82,0.71,11
02,Baja California,001,Ensenada,0001,Ensenada,8055,030,35,*,*,3,13,2,13,18,2.50,0.59,9
02,Baja California,001,Ensenada,0001,Ensenada,8055,031,20,*,0,*,14.83,1.75,6,23,2.50,0.48,6
02,Baja California,001,Ensenada,0001,Ensenada,8055,032,24,3,*,*,12.26,1.13,4,15,3,1.20,5
02,Baja California,001,Ensenada,0001,Ensenada,8055,033,12,0,0,*,13.80,1,4,5,4,0.63,3
02,Baja California,001,Ensenada,0001,Ensenada,8055,034,11,0,0,*,10.20,1.33,4,7,2.20,1.22,*
02,Baja California,001,Ensenada,0001,Ensenada,8055,035,30,0,*,4,12.35,2.07,11,18,2.73,0.49,10
02,Baja California,001,Ensenada,0001,Ensenada,8055,039,39,0,*,10,10.41,2.76,13,18,3,0.65,8
02,Baja California,001,Ensenada,0001,Ensenada,8055,041,9,0,0,*,10.75,0.75,0,3,3,0.69,*
02,Baja California,001,Ensenada,0001,Ensenada,8055,045,34,0,0,3,12.78,1.77,4,12,3.40,0.74,9
02,Baja California,001,Ensenada,0001,Ensenada,8055,047,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8055,049,17,0,0,10,14.82,2.55,5,68,1.70,0.31,10
02,Baja California,001,Ensenada,0001,Ensenada,8055,050,0,0,0,0,0,0,0,2,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8055,051,2,*,*,*,*,*,*,10,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,8055,052,0,0,0,0,0,0,0,8,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8055,053,5,*,*,*,*,*,*,1,*,*,*
02,Baja California,001,Ensenada,0001,Total AGEB urbana,806A,000,2317,85,90,187,10.98,1.75,873,919,3.16,0.83,406
02,Baja California,001,Ensenada,0001,Ensenada,806A,001,150,3,6,8,10.67,1.67,54,70,2.59,0.71,21
02,Baja California,001,Ensenada,0001,Ensenada,806A,002,4,*,*,*,*,*,*,3,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,806A,003,134,7,3,14,10.39,1.95,61,55,3.28,0.84,23
02,Baja California,001,Ensenada,0001,Ensenada,806A,005,57,3,4,7,10.89,2.05,19,30,3.17,0.92,9
02,Baja California,001,Ensenada,0001,Ensenada,806A,006,37,*,0,*,10.80,0.93,16,14,3.70,0.90,6
02,Baja California,001,Ensenada,0001,Ensenada,806A,007,38,0,*,4,9.21,1.46,16,10,4.22,1.03,7
02,Baja California,001,Ensenada,0001,Ensenada,806A,008,47,3,*,5,12.11,1.68,17,19,3.36,0.65,10
02,Baja California,001,Ensenada,0001,Ensenada,806A,009,14,0,0,*,10.79,2.57,7,6,3.50,0.78,*
02,Baja California,001,Ensenada,0001,Ensenada,806A,010,30,0,4,0,10.86,1.13,21,8,3.75,1.36,3
02,Baja California,001,Ensenada,0001,Ensenada,806A,011,50,*,4,5,9.50,2.45,10,19,3.13,0.96,7
02,Baja California,001,Ensenada,0001,Ensenada,806A,012,38,0,*,4,10.79,2.11,7,16,2.71,0.64,4
02,Baja California,001,Ensenada,0001,Ensenada,806A,013,100,*,4,8,10.32,1.60,32,36,3.45,0.93,18
02,Baja California,001,Ensenada,0001,Ensenada,806A,014,34,0,*,3,9.12,1.95,18,15,3.09,0.76,7
02,Baja California,001,Ensenada,0001,Ensenada,806A,018,34,0,*,0,13.34,1.20,5,15,2.62,0.64,9
02,Baja California,001,Ensenada,0001,Ensenada,806A,019,37,*,*,7,10.97,1.61,20,18,2.85,0.62,6
02,Baja California,001,Ensenada,0001,Ensenada,806A,020,29,*,*,0,12.11,2.40,5,7,4.83,1.21,4
02,Baja California,001,Ensenada,0001,Ensenada,806A,021,10,0,*,0,10.50,1.60,*,11,2.50,1.43,*
02,Baja California,001,Ensenada,0001,Ensenada,806A,022,23,*,*,4,9.24,1.62,5,13,2.30,0.61,3
02,Baja California,001,Ensenada,0001,Ensenada,806A,023,37,*,*,5,10.83,1.35,13,15,3.08,0.76,7
02,Baja California,001,Ensenada,0001,Ensenada,806A,024,57,*,*,4,12.02,1.85,22,20,3.17,0.85,9
02,Baja California,001,Ensenada,0001,Ensenada,806A,025,53,6,*,0,10.65,1.67,14,18,3.53,1.13,5
02,Baja California,001,Ensenada,0001,Ensenada,806A,026,43,*,*,4,12.29,1.70,18,18,3.58,0.90,9
02,Baja California,001,Ensenada,0001,Ensenada,806A,027,73,3,5,4,10.65,1.73,37,26,3.65,0.99,13
02,Baja California,001,Ensenada,0001,Ensenada,806A,028,28,*,0,*,11.68,1.57,12,9,3.11,0.78,5
02,Baja California,001,Ensenada,0001,Ensenada,806A,029,172,6,*,11,11.77,1.58,64,66,3.07,0.79,34
02,Baja California,001,Ensenada,0001,Ensenada,806A,030,33,*,*,7,10.28,2.20,11,17,2.54,0.65,6
02,Baja California,001,Ensenada,0001,Ensenada,806A,031,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,806A,032,40,*,*,7,10.45,2.40,10,18,2.67,0.62,6
02,Baja California,001,Ensenada,0001,Ensenada,806A,033,42,0,3,6,11.14,1.61,16,14,3.23,0.70,9
02,Baja California,001,Ensenada,0001,Ensenada,806A,034,77,*,3,6,10.13,1.81,34,30,3.21,0.88,13
02,Baja California,001,Ensenada,0001,Ensenada,806A,035,189,9,10,27,9.39,2.39,80,74,3.15,0.91,31
02,Baja California,001,Ensenada,0001,Ensenada,806A,036,45,*,*,4,11.68,2.05,18,17,3.21,0.94,7
02,Baja California,001,Ensenada,0001,Ensenada,806A,037,57,*,5,3,11.28,1.46,13,22,3.35,1,11
02,Baja California,001,Ensenada,0001,Ensenada,806A,038,47,4,0,3,11.20,1.82,18,20,3.36,0.87,12
02,Baja California,001,Ensenada,0001,Ensenada,806A,039,22,*,*,0,12.59,1.33,4,10,3.14,0.79,5
02,Baja California,001,Ensenada,0001,Ensenada,806A,040,26,*,0,*,12.25,1.21,15,11,2.89,0.76,7
02,Baja California,001,Ensenada,0001,Ensenada,806A,041,46,0,*,3,11.06,1.35,19,22,2.71,0.68,12
02,Baja California,001,Ensenada,0001,Ensenada,806A,042,65,3,3,3,11.25,1.58,26,22,3.25,1.20,9
02,Baja California,001,Ensenada,0001,Ensenada,806A,043,22,*,0,*,12.83,1.09,7,11,2.44,0.56,7
02,Baja California,001,Ensenada,0001,Ensenada,806A,044,44,*,*,*,12.42,1.50,12,14,3.67,0.83,10
02,Baja California,001,Ensenada,0001,Ensenada,806A,045,28,3,3,0,11.56,1.45,11,11,3.50,0.93,3
02,Baja California,001,Ensenada,0001,Ensenada,806A,046,17,0,*,*,12.50,2.14,11,5,3.40,0.59,3
02,Baja California,001,Ensenada,0001,Ensenada,806A,047,17,0,0,*,9.43,2,7,5,3.40,0.89,3
02,Baja California,001,Ensenada,0001,Ensenada,806A,048,74,3,*,3,12.76,1.77,32,23,3.70,0.93,15
02,Baja California,001,Ensenada,0001,Ensenada,806A,049,17,*,0,*,13,1.67,*,4,4.25,0.85,3
02,Baja California,001,Ensenada,0001,Ensenada,806A,050,80,4,*,4,11.22,1.66,29,32,3.20,0.84,12
02,Baja California,001,Ensenada,0001,Total AGEB urbana,8074,000,3641,137,143,406,10.32,1.99,1243,1460,3.03,0.80,592
02,Baja California,001,Ensenada,0001,Ensenada,8074,001,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8074,002,7,*,*,*,*,*,*,3,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,8074,003,3,*,*,*,*,*,*,1,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,8074,004,72,3,*,16,10.62,2.03,25,26,3.13,0.73,12
02,Baja California,001,Ensenada,0001,Ensenada,8074,005,63,*,*,6,10.39,1.54,27,25,3.15,0.92,10
02,Baja California,001,Ensenada,0001,Ensenada,8074,006,46,*,0,3,10.45,2.11,23,17,2.88,0.73,7
02,Baja California,001,Ensenada,0001,Ensenada,8074,007,100,4,0,11,9.93,2.27,44,32,3.57,0.93,17
02,Baja California,001,Ensenada,0001,Ensenada,8074,010,156,4,6,19,12.09,1.76,40,62,3,0.61,29
02,Baja California,001,Ensenada,0001,Ensenada,8074,011,198,6,7,23,10.43,1.87,71,81,2.79,0.81,36
02,Baja California,001,Ensenada,0001,Ensenada,8074,012,108,5,3,10,9.88,1.98,35,36,3.18,0.94,15
02,Baja California,001,Ensenada,0001,Ensenada,8074,013,140,4,9,14,10.61,1.50,44,64,2.89,0.76,23
02,Baja California,001,Ensenada,0001,Ensenada,8074,014,167,6,*,24,9.84,2.20,49,55,3.27,0.81,26
02,Baja California,001,Ensenada,0001,Ensenada,8074,016,177,7,7,22,9.79,2.18,78,71,2.95,0.79,31
02,Baja California,001,Ensenada,0001,Ensenada,8074,017,95,6,6,12,10.55,2.08,30,46,2.64,0.75,16
02,Baja California,001,Ensenada,0001,Ensenada,8074,018,172,9,6,8,10.26,2.04,76,62,3.13,0.82,27
02,Baja California,001,Ensenada,0001,Ensenada,8074,019,107,*,7,*,11.55,1.79,38,37,3.15,0.72,22
02,Baja California,001,Ensenada,0001,Ensenada,8074,020,105,4,5,12,10.61,1.85,25,50,2.84,0.95,20
02,Baja California,001,Ensenada,0001,Ensenada,8074,021,14,*,*,3,11.67,2.80,3,7,2.80,0.61,*
02,Baja California,001,Ensenada,0001,Ensenada,8074,022,94,6,4,15,9.39,2.69,23,37,3.13,0.91,9
02,Baja California,001,Ensenada,0001,Ensenada,8074,023,157,6,8,18,9.98,2.07,42,63,2.96,0.82,25
02,Baja California,001,Ensenada,0001,Ensenada,8074,024,78,5,*,10,11.59,2.21,20,36,2.89,0.59,16
02,Baja California,001,Ensenada,0001,Ensenada,8074,025,57,0,0,12,10.06,3,19,24,3.17,0.70,9
02,Baja California,001,Ensenada,0001,Ensenada,8074,026,91,*,5,6,9.24,1.65,42,48,2.68,0.86,10
02,Baja California,001,Ensenada,0001,Ensenada,8074,027,227,10,6,12,10.07,1.84,80,82,3.20,0.91,35
02,Baja California,001,Ensenada,0001,Ensenada,8074,028,173,8,5,15,10.37,2.03,39,71,3.39,0.87,25
02,Baja California,001,Ensenada,0001,Ensenada,8074,029,21,0,0,*,11.61,1.22,*,12,2.10,0.71,7
02,Baja California,001,Ensenada,0001,Ensenada,8074,030,37,0,0,8,14.22,1.63,11,16,2.85,0.67,11
02,Baja California,001,Ensenada,0001,Ensenada,8074,031,55,3,7,6,9.56,1.58,21,22,3.06,0.68,8
02,Baja California,001,Ensenada,0001,Ensenada,8074,032,30,0,0,4,10.45,2.36,15,9,3.75,0.71,6
02,Baja California,001,Ensenada,0001,Ensenada,8074,033,55,*,*,5,11.19,1.83,14,20,2.89,0.62,11
02,Baja California,001,Ensenada,0001,Ensenada,8074,036,46,0,4,9,9.13,2.45,21,24,2.56,0.67,7
02,Baja California,001,Ensenada,0001,Ensenada,8074,037,181,7,7,22,9.18,1.85,49,62,3.37,0.98,21
02,Baja California,001,Ensenada,0001,Ensenada,8074,038,20,*,*,0,9.87,1.29,10,7,3.33,0.80,4
02,Baja California,001,Ensenada,0001,Ensenada,8074,041,191,7,13,23,10.27,2.59,88,69,3.24,0.87,26
02,Baja California,001,Ensenada,0001,Ensenada,8074,042,11,0,0,3,11,2.50,5,7,2.75,0.55,*
02,Baja California,001,Ensenada,0001,Ensenada,8074,043,12,0,0,*,9.67,4.50,7,9,2.40,0.48,3
02,Baja California,001,Ensenada,0001,Ensenada,8074,044,81,5,4,6,9.48,1.74,32,27,3.12,1.09,7
02,Baja California,001,Ensenada,0001,Ensenada,8074,045,124,5,6,16,10.82,1.57,28,66,3.10,0.80,28
02,Baja California,001,Ensenada,0001,Ensenada,8074,046,144,4,7,23,10.25,1.85,55,60,2.72,0.81,23
02,Baja California,001,Ensenada,0001,Ensenada,8074,047,26,*,0,6,10.42,2,10,14,2.60,0.57,4
02,Baja California,001,Ensenada,0001,Ensenada,8074,049,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Total AGEB urbana,8089,000,1367,63,60,82,9.90,1.92,512,488,3.16,0.92,196
02,Baja California,001,Ensenada,0001,Ensenada,8089,001,19,*,0,*,10.81,2,11,7,3.80,0.90,3
02,Baja California,001,Ensenada,0001,Ensenada,8089,002,3,*,*,*,*,*,*,1,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,8089,003,0,0,0,0,0,0,0,1,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8089,004,16,0,0,4,10.19,2,8,12,1.60,0.57,6
02,Baja California,001,Ensenada,0001,Ensenada,8089,005,37,0,*,*,10.71,1.38,12,14,2.85,0.76,7
02,Baja California,001,Ensenada,0001,Ensenada,8089,006,10,0,0,*,9.78,2,4,7,2.50,0.59,0
02,Baja California,001,Ensenada,0001,Ensenada,8089,007,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8089,008,17,*,0,0,9.14,1.86,6,4,4.25,1.21,3
02,Baja California,001,Ensenada,0001,Ensenada,8089,009,54,3,3,*,10.83,1.50,15,19,2.84,0.89,11
02,Baja California,001,Ensenada,0001,Ensenada,8089,010,80,6,4,6,10.02,2,19,32,2.86,0.87,9
02,Baja California,001,Ensenada,0001,Ensenada,8089,011,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8089,012,35,0,3,*,9.59,2.07,9,15,2.69,0.88,5
02,Baja California,001,Ensenada,0001,Ensenada,8089,013,48,4,*,3,10.71,1.95,18,14,4,0.96,5
02,Baja California,001,Ensenada,0001,Ensenada,8089,014,34,*,*,3,8.50,2.33,19,12,2.83,0.89,3
02,Baja California,001,Ensenada,0001,Ensenada,8089,015,39,6,*,0,9.96,1.80,12,13,3.25,1.26,4
02,Baja California,001,Ensenada,0001,Ensenada,8089,017,31,*,0,5,8.04,3.33,16,15,2.07,1,4
02,Baja California,001,Ensenada,0001,Ensenada,8089,019,51,*,*,*,9.54,1.50,20,16,3.19,0.85,8
02,Baja California,001,Ensenada,0001,Ensenada,8089,020,52,4,*,4,9.79,1.92,20,15,3.47,0.85,7
02,Baja California,001,Ensenada,0001,Ensenada,8089,021,17,0,*,*,8.29,2,8,6,3.40,1,*
02,Baja California,001,Ensenada,0001,Ensenada,8089,022,13,0,0,0,9.33,1.50,9,5,3.25,1.18,*
02,Baja California,001,Ensenada,0001,Ensenada,8089,023,58,6,4,7,9.47,2.26,24,26,3.22,1.12,6
02,Baja California,001,Ensenada,0001,Ensenada,8089,024,64,*,*,11,10,2.68,23,29,2.91,0.93,11
02,Baja California,001,Ensenada,0001,Ensenada,8089,025,47,*,*,3,9.98,1.47,17,15,3.13,0.92,10
02,Baja California,001,Ensenada,0001,Ensenada,8089,026,23,*,*,0,8.86,1.78,9,8,4.60,1.53,*
02,Baja California,001,Ensenada,0001,Ensenada,8089,028,24,0,*,0,9.89,2,13,7,3.43,1.20,4
02,Baja California,001,Ensenada,0001,Ensenada,8089,029,95,3,*,4,9.51,1.81,46,30,3.17,0.93,13
02,Baja California,001,Ensenada,0001,Ensenada,8089,030,89,5,3,3,11,1.76,31,33,3.42,0.95,13
02,Baja California,001,Ensenada,0001,Ensenada,8089,032,34,*,*,*,9.05,2.17,19,9,4.25,1.22,3
02,Baja California,001,Ensenada,0001,Ensenada,8089,033,50,*,6,*,8.11,2.44,14,15,3.85,1.19,6
