@relation ENS_CLEAN_20

@attribute index numeric
@attribute NOM_MUN {Ensenada}
@attribute LOC numeric
@attribute NOM_LOC {Ensenada}
@attribute AGEB numeric
@attribute MZA numeric
@attribute P_TOTAL numeric
@attribute P_0A2 numeric
@attribute P_3A5 numeric
@attribute POB65_MAS numeric
@attribute GRAPROES numeric
@attribute PROM_HNV numeric
@attribute VIVTOT numeric
@attribute PRO_OCUP_C numeric
@attribute PROM_OCUP numeric
@attribute VPH_PC numeric
@attribute OTRAENT numeric

@data
970,Ensenada,1,Ensenada,632,2,8,3,3,11,9.16,1.88,1,0.69,3,8,9
971,Ensenada,1,Ensenada,632,3,0,0,0,0,0,0,0,0,0,0,0
972,Ensenada,1,Ensenada,632,4,7,0,0,0,16.86,1.67,5,0.58,1.75,4,0
973,Ensenada,1,Ensenada,632,5,0,0,0,0,0,0,1,0,0,0,0
974,Ensenada,1,Ensenada,632,6,0,0,0,0,0,0,0,0,0,0,0
975,Ensenada,1,Ensenada,632,7,0,0,0,0,0,0,0,0,0,0,0
976,Ensenada,1,Ensenada,632,8,0,0,0,0,0,0,0,0,0,0,0
977,Ensenada,1,Ensenada,632,9,0,0,0,0,0,0,0,0,0,0,0
978,Ensenada,1,Ensenada,632,11,4,0,0,0,0,0,1,0,0,0,0
979,Ensenada,1,Ensenada,632,12,1,0,0,0,0,0,1,0,0,0,0
980,Ensenada,1,Ensenada,632,14,0,0,0,0,0,0,0,0,0,0,0
981,Ensenada,1,Ensenada,632,15,0,0,0,0,0,0,0,0,0,0,0
982,Ensenada,1,Ensenada,632,16,2,0,0,0,0,0,2,0,0,0,0
983,Ensenada,1,Ensenada,632,17,0,0,0,0,0,0,0,0,0,0,0
984,Ensenada,1,Ensenada,632,18,0,0,0,0,0,0,0,0,0,0,0
985,Ensenada,1,Ensenada,632,19,0,0,0,0,0,0,0,0,0,0,0
986,Ensenada,1,Ensenada,632,20,0,0,0,0,0,0,0,0,0,0,0
988,Ensenada,1,Ensenada,647,1,363,12,13,43,15.04,1.68,152,0.48,2.84,126,111
989,Ensenada,1,Ensenada,647,13,22,0,0,7,14.89,2.17,11,0.43,2.44,9,8
990,Ensenada,1,Ensenada,647,14,49,0,0,4,14.78,1.9,16,0.54,3.5,14,12
991,Ensenada,1,Ensenada,647,15,46,3,0,18,15.27,2,16,0.53,3.29,14,20
992,Ensenada,1,Ensenada,647,16,100,3,0,24,14.98,1.82,55,0.4,2.27,41,38
993,Ensenada,1,Ensenada,647,35,42,3,0,9,14.65,1.72,20,0.47,2.33,17,7
994,Ensenada,1,Ensenada,647,36,19,3,0,4,16.8,1.4,7,0.46,2.71,7,4
995,Ensenada,1,Ensenada,647,37,135,3,3,41,15.17,1.91,66,0.47,2.7,46,47
996,Ensenada,1,Ensenada,647,41,76,3,3,24,13.13,2.13,33,0.42,2.45,25,25
997,Ensenada,1,Ensenada,647,42,127,4,3,27,14.62,1.35,48,0.5,2.76,31,53
998,Ensenada,1,Ensenada,647,43,28,0,3,11,15,2.42,10,0.54,2.8,10,12
999,Ensenada,1,Ensenada,647,44,37,0,3,3,15.17,1.8,14,0.62,3.08,11,9
1000,Ensenada,1,Ensenada,647,45,34,0,3,4,14.17,1.44,11,0.56,3.09,9,10
1001,Ensenada,1,Ensenada,647,46,0,0,0,0,0,0,0,0,0,0,0
1002,Ensenada,1,Ensenada,647,50,142,0,4,28,14.94,1.7,58,0.5,2.73,40,56
1003,Ensenada,1,Ensenada,647,51,133,0,3,28,13.8,1.69,65,0.44,2.29,49,48
1004,Ensenada,1,Ensenada,647,52,364,12,13,65,11.54,1.97,169,0.62,2.84,87,114
1005,Ensenada,1,Ensenada,647,53,93,12,13,28,12.79,1.49,38,0.62,2.45,31,14
1006,Ensenada,1,Ensenada,647,54,19,0,0,6,13.73,2.75,9,0.54,2.71,6,6
1007,Ensenada,1,Ensenada,647,57,63,0,0,9,11.35,1.54,33,0.58,2.48,11,25
1008,Ensenada,1,Ensenada,647,58,7,0,0,9,13.71,2.4,4,0.25,1.75,4,0
1009,Ensenada,1,Ensenada,647,59,77,0,0,15,15.23,1.32,36,0.48,2.33,30,30
1010,Ensenada,1,Ensenada,647,60,40,0,0,7,15.71,2.21,12,0.62,3.33,11,15
1011,Ensenada,1,Ensenada,647,61,54,5,0,7,15.95,1.25,23,0.56,2.57,20,16
1012,Ensenada,1,Ensenada,647,62,68,5,3,16,13.32,2.06,26,0.59,2.83,20,18
1013,Ensenada,1,Ensenada,647,63,100,5,7,14,15.09,1.46,32,0.7,3.33,28,41
1014,Ensenada,1,Ensenada,647,64,73,5,7,16,14.62,1.75,33,0.46,2.52,25,33
1015,Ensenada,1,Ensenada,647,65,0,0,0,0,0,0,0,0,0,0,0
1016,Ensenada,1,Ensenada,647,66,23,0,0,8,14.35,1.6,9,0.5,2.88,8,7
1017,Ensenada,1,Ensenada,647,67,183,3,4,27,15.35,1.32,76,0.52,2.69,62,66
1018,Ensenada,1,Ensenada,647,68,19,0,0,4,13.78,1.23,8,0.45,3.17,6,6
1019,Ensenada,1,Ensenada,647,69,31,0,0,0,14.33,1.4,9,0.45,3.44,9,4
1020,Ensenada,1,Ensenada,647,70,27,0,0,3,14.72,1.43,8,0.56,4.5,6,5
1021,Ensenada,1,Ensenada,647,71,28,0,0,3,16.26,1.83,16,0.36,2.33,11,10
1022,Ensenada,1,Ensenada,647,72,9,0,0,3,16.26,1.83,3,0.36,2.33,11,10
1023,Ensenada,1,Ensenada,647,73,24,0,0,8,16.6,1.18,9,0.44,2.67,9,12
1024,Ensenada,1,Ensenada,647,74,40,0,0,4,14.51,1.4,17,0.44,2.67,14,16
1025,Ensenada,1,Ensenada,647,76,83,5,4,12,10.29,2.13,37,0.6,2.77,14,26
1026,Ensenada,1,Ensenada,647,77,19,0,4,12,11.93,1.71,8,0.61,2.71,3,7
1028,Ensenada,1,Ensenada,651,1,14,0,4,4,13.5,1.5,9,0.5,2,4,4
1029,Ensenada,1,Ensenada,651,2,10,0,0,0,16.5,1,8,0.71,2.5,4,7
1030,Ensenada,1,Ensenada,651,3,0,0,0,0,0,0,0,0,0,0,0
1031,Ensenada,1,Ensenada,651,4,32,0,0,0,9.36,2,13,0.97,2.67,0,15
1032,Ensenada,1,Ensenada,651,5,5,0,0,0,9.36,2,1,0.97,2.67,0,15
1033,Ensenada,1,Ensenada,651,6,33,0,0,11,14.76,1.46,16,0.52,2.2,13,8
1034,Ensenada,1,Ensenada,651,7,40,0,0,4,15.24,1.53,26,0.36,2.11,19,7
1035,Ensenada,1,Ensenada,651,8,21,0,0,5,12.28,1.69,14,0.38,2.1,5,3
1036,Ensenada,1,Ensenada,651,9,0,0,0,0,0,0,1,0,0,0,0
1037,Ensenada,1,Ensenada,651,10,5,0,0,0,15.6,0,3,0.5,1.67,0,4
1038,Ensenada,1,Ensenada,651,11,9,0,0,6,11.67,2.33,5,0.28,1.8,4,3
1039,Ensenada,1,Ensenada,651,12,0,0,0,0,0,0,0,0,0,0,0
1040,Ensenada,1,Ensenada,651,13,29,0,0,8,14.04,2.5,15,0.57,2.23,12,8
1041,Ensenada,1,Ensenada,651,14,37,0,0,9,12.8,1.65,15,0.58,2.47,9,10
1042,Ensenada,1,Ensenada,651,15,39,0,0,15,12.67,2.1,16,0.46,2.44,10,3
1043,Ensenada,1,Ensenada,651,16,22,0,0,5,12.63,1.46,9,0.71,3.14,5,3
1044,Ensenada,1,Ensenada,651,17,49,0,0,10,13.42,1.41,24,0.58,2.33,17,12
1045,Ensenada,1,Ensenada,651,18,1,0,0,10,13.42,1.41,1,0.58,2.33,17,12
1047,Ensenada,1,Ensenada,666,1,54,5,0,4,14.76,1.16,30,0.59,2.08,19,17
1048,Ensenada,1,Ensenada,666,2,0,0,0,0,0,0,0,0,0,0,0
1049,Ensenada,1,Ensenada,666,3,48,0,0,14,12.12,1.89,19,0.66,2.53,14,15
1050,Ensenada,1,Ensenada,666,4,86,0,3,14,11.31,2.39,42,0.63,2.46,24,20
1051,Ensenada,1,Ensenada,666,5,77,0,3,9,12.22,1.23,32,0.77,2.41,19,29
1052,Ensenada,1,Ensenada,666,6,128,0,4,12,12.04,1.33,78,0.75,2.17,34,64
1053,Ensenada,1,Ensenada,666,7,66,0,4,7,10.4,1.22,33,0.71,2.14,13,25
1054,Ensenada,1,Ensenada,666,8,6,0,4,7,10.4,1.22,1,0.71,2.14,13,25
1055,Ensenada,1,Ensenada,666,9,3,0,4,7,10.4,1.22,2,0.71,2.14,13,25
1056,Ensenada,1,Ensenada,666,12,5,0,4,7,10.4,1.22,3,0.71,2.14,13,25
1057,Ensenada,1,Ensenada,666,13,78,0,5,9,10.8,2.26,31,0.76,2.89,11,31
1058,Ensenada,1,Ensenada,666,14,100,6,5,10,11.94,1.78,41,0.76,2.7,22,33
1059,Ensenada,1,Ensenada,666,15,52,0,5,11,11.05,1.95,21,0.75,3.47,9,17
1060,Ensenada,1,Ensenada,666,16,35,0,5,9,12.37,2.06,13,0.6,2.69,10,8
1061,Ensenada,1,Ensenada,666,17,89,4,0,23,11.07,2.15,32,0.79,2.97,18,37
1062,Ensenada,1,Ensenada,666,18,78,4,0,12,10.79,1.71,25,0.79,3.12,12,15
1063,Ensenada,1,Ensenada,666,19,38,4,0,9,9.28,2.18,14,0.79,3.17,6,12
1064,Ensenada,1,Ensenada,666,20,71,4,0,8,12.22,1.27,26,0.67,3.09,17,14
1065,Ensenada,1,Ensenada,666,21,117,4,5,14,10.23,2.27,52,0.96,2.6,17,47
1066,Ensenada,1,Ensenada,666,22,0,0,0,0,0,0,0,0,0,0,0
1067,Ensenada,1,Ensenada,666,23,39,0,0,7,13.77,1.25,18,0.56,2.29,12,12
1068,Ensenada,1,Ensenada,666,24,86,3,0,10,10.01,2.14,29,0.82,2.97,10,24
1069,Ensenada,1,Ensenada,666,25,32,3,0,4,10.48,2.57,12,0.67,2.67,4,13
1070,Ensenada,1,Ensenada,666,26,152,8,7,16,9.8,2.3,44,0.78,3.53,19,40
1071,Ensenada,1,Ensenada,666,27,4,8,7,16,9.8,2.3,2,0.78,3.53,19,40
1072,Ensenada,1,Ensenada,666,28,0,0,0,0,0,0,0,0,0,0,0
1074,Ensenada,1,Ensenada,670,1,121,0,5,20,10.48,2.09,37,0.85,3.46,20,45
1075,Ensenada,1,Ensenada,670,2,115,3,5,21,9.97,2.02,44,0.79,2.67,24,37
1076,Ensenada,1,Ensenada,670,3,118,4,5,26,10.32,2.54,42,0.84,3.11,19,43
1077,Ensenada,1,Ensenada,670,4,121,9,3,17,10.43,2.6,51,0.84,2.63,15,33
1078,Ensenada,1,Ensenada,670,5,144,9,3,34,10.2,2.09,53,0.67,2.82,32,41
1079,Ensenada,1,Ensenada,670,6,166,6,4,34,10.3,2.24,57,0.79,3.19,36,54
1080,Ensenada,1,Ensenada,670,7,126,3,7,22,11.11,2.32,45,0.75,2.93,37,40
1081,Ensenada,1,Ensenada,670,8,106,3,3,13,10.36,2.8,44,0.88,2.94,18,33
1082,Ensenada,1,Ensenada,670,9,94,4,3,13,11,2.68,33,0.74,3.13,20,24
1083,Ensenada,1,Ensenada,670,10,111,6,3,17,10.58,2.39,39,0.69,3.08,21,38
1084,Ensenada,1,Ensenada,670,11,146,5,7,20,10.28,1.62,50,0.86,3.04,24,53
1085,Ensenada,1,Ensenada,670,12,152,3,9,34,11.55,1.89,57,0.69,2.81,37,47
1086,Ensenada,1,Ensenada,670,13,126,5,9,23,10.07,2.5,46,0.78,3.15,31,35
1087,Ensenada,1,Ensenada,670,14,109,5,0,9,12,1.33,43,0.75,2.73,24,34
1088,Ensenada,1,Ensenada,670,15,59,3,0,6,10.14,2.04,27,0.78,2.68,9,22
1090,Ensenada,1,Ensenada,685,1,107,8,4,14,9.97,1.98,42,0.73,2.89,16,40
1091,Ensenada,1,Ensenada,685,2,211,8,4,36,8.95,2.67,81,0.79,2.89,26,76
1092,Ensenada,1,Ensenada,685,3,105,8,4,8,11.23,2.04,43,0.83,3,19,38
1093,Ensenada,1,Ensenada,685,4,149,7,8,7,11.55,1.62,53,0.82,3.24,24,45
1094,Ensenada,1,Ensenada,685,5,68,7,8,10,10.84,2.21,29,0.68,2.96,10,27
1095,Ensenada,1,Ensenada,685,6,53,7,3,5,9.8,2.04,18,0.76,3.12,7,13
1096,Ensenada,1,Ensenada,685,7,70,7,3,4,9.78,1.84,24,0.79,3.33,13,22
1097,Ensenada,1,Ensenada,685,8,36,0,3,6,10.76,2,16,0.69,2.77,9,12
1098,Ensenada,1,Ensenada,685,9,63,0,3,4,10.94,1.55,23,0.85,2.86,17,16
1099,Ensenada,1,Ensenada,685,10,57,3,3,4,9.1,2.1,22,1.24,3.56,5,21
1100,Ensenada,1,Ensenada,685,11,135,3,9,14,10.61,2.14,47,0.76,3.21,26,45
1101,Ensenada,1,Ensenada,685,12,109,4,6,17,8.85,2.78,38,0.96,3.21,12,53
1102,Ensenada,1,Ensenada,685,13,88,3,6,14,9.53,2.26,32,0.9,3.38,15,38
1103,Ensenada,1,Ensenada,685,14,342,9,15,37,9.53,2.26,100,0.92,3.56,49,123
1104,Ensenada,1,Ensenada,685,15,177,6,15,26,9.25,2.27,66,0.77,3.05,27,70
1105,Ensenada,1,Ensenada,685,16,168,6,8,26,9.51,2.79,61,0.85,2.95,17,67
1106,Ensenada,1,Ensenada,685,17,145,3,3,19,9.02,2.17,50,0.83,3.09,31,48
1107,Ensenada,1,Ensenada,685,18,113,4,7,9,9.27,2.1,38,0.98,3.32,25,32
1108,Ensenada,1,Ensenada,685,19,61,4,7,10,10.62,2.29,21,0.78,3.21,13,13
1109,Ensenada,1,Ensenada,685,20,108,6,4,10,9.24,2.08,38,0.86,3,19,38
1110,Ensenada,1,Ensenada,685,21,138,3,8,15,8.15,2.32,48,0.98,3.14,17,53
1111,Ensenada,1,Ensenada,685,22,24,3,3,6,7.5,1.91,11,0.89,2.67,4,13
1112,Ensenada,1,Ensenada,685,23,99,4,6,10,8.99,2.25,39,0.99,3.3,19,38
1113,Ensenada,1,Ensenada,685,24,27,4,6,4,9.33,1.75,12,0.69,3,7,9
1114,Ensenada,1,Ensenada,685,25,42,4,6,4,10.97,1.42,17,0.76,2.47,13,13
1115,Ensenada,1,Ensenada,685,26,37,5,6,4,11.44,2.08,13,0.95,3.36,9,13
1116,Ensenada,1,Ensenada,685,27,241,7,10,21,10.35,1.98,88,0.88,3.35,62,47
1117,Ensenada,1,Ensenada,685,29,45,4,3,3,9.86,2.67,19,1.07,3.21,6,12
1118,Ensenada,1,Ensenada,685,30,47,4,3,3,9.91,2.05,16,1.12,3.36,11,5
1119,Ensenada,1,Ensenada,685,31,19,0,3,4,8.22,2.75,10,0.7,2.38,4,12
1120,Ensenada,1,Ensenada,685,32,46,0,3,4,9.29,3.35,14,0.88,3.29,12,9
1121,Ensenada,1,Ensenada,685,33,80,3,6,7,9.11,2.09,24,1.42,3.81,16,14
1122,Ensenada,1,Ensenada,685,35,3,3,6,7,9.11,2.09,1,1.42,3.81,16,14
1123,Ensenada,1,Ensenada,685,36,36,0,6,3,9.73,1.8,15,0.72,2.4,10,17
1180,Ensenada,1,Ensenada,717,1,2,0,0,0,6.67,3,1,0.8,1.33,0,11
1181,Ensenada,1,Ensenada,717,2,9,0,0,0,6.67,3,3,0.8,1.33,0,11
1182,Ensenada,1,Ensenada,717,3,0,0,0,0,0,0,0,0,0,0,0
1183,Ensenada,1,Ensenada,717,4,38,0,4,0,11.52,2.38,29,1.06,3.17,8,11
1184,Ensenada,1,Ensenada,717,5,1,0,4,0,11.52,2.38,1,1.06,3.17,8,11
1185,Ensenada,1,Ensenada,717,6,0,0,0,0,0,0,0,0,0,0,0
1186,Ensenada,1,Ensenada,717,7,4,0,0,0,0,0,1,0,0,0,0
1187,Ensenada,1,Ensenada,717,8,2,0,0,0,0,0,1,0,0,0,0
1188,Ensenada,1,Ensenada,717,9,6,0,0,0,0,0,1,0,0,0,0
1189,Ensenada,1,Ensenada,717,10,0,0,0,0,0,0,1,0,0,0,0
1190,Ensenada,1,Ensenada,717,11,24,0,0,4,11.15,1.75,12,0.63,2,6,8
1191,Ensenada,1,Ensenada,717,12,53,0,0,5,11.65,1.31,20,0.68,2.74,10,28
1192,Ensenada,1,Ensenada,717,13,27,3,0,5,12.15,1.42,13,0.71,2.25,5,8
1193,Ensenada,1,Ensenada,717,14,4,3,0,5,12.15,1.42,1,0.71,2.25,5,8
1194,Ensenada,1,Ensenada,717,15,19,3,0,5,11.29,2,8,0.77,2.43,3,3
1195,Ensenada,1,Ensenada,717,16,0,0,0,0,0,0,0,0,0,0,0
1196,Ensenada,1,Ensenada,717,17,0,0,0,0,0,0,0,0,0,0,0
1197,Ensenada,1,Ensenada,717,18,2,0,0,0,0,0,1,0,0,0,0
1198,Ensenada,1,Ensenada,717,19,0,0,0,0,0,0,0,0,0,0,0
1199,Ensenada,1,Ensenada,717,20,0,0,0,0,0,0,0,0,0,0,0
1200,Ensenada,1,Ensenada,717,21,29,0,0,0,14.69,1.5,20,0.55,2.23,9,6
1201,Ensenada,1,Ensenada,717,23,42,0,0,9,11.19,2.24,21,0.72,2.28,11,17
1202,Ensenada,1,Ensenada,717,24,8,0,0,3,13,1,6,0.8,2.67,3,17
1203,Ensenada,1,Ensenada,717,25,5,0,0,3,13,1,3,0.8,2.67,3,17
1204,Ensenada,1,Ensenada,717,26,0,0,0,0,0,0,0,0,0,0,0
1205,Ensenada,1,Ensenada,717,27,0,0,0,0,0,0,0,0,0,0,0
1206,Ensenada,1,Ensenada,717,28,0,0,0,0,0,0,0,0,0,0,0
1208,Ensenada,1,Ensenada,721,1,43,0,3,8,11.22,2.22,28,0.68,2.26,10,11
1209,Ensenada,1,Ensenada,721,2,111,4,3,11,11.34,1.44,64,0.76,2.13,22,45
1210,Ensenada,1,Ensenada,721,3,57,4,3,8,11.12,2,30,0.75,2.28,11,19
1211,Ensenada,1,Ensenada,721,4,0,0,0,0,0,0,0,0,0,0,0
1212,Ensenada,1,Ensenada,721,5,58,0,7,8,8.8,1.92,26,0.95,3.05,6,30
1213,Ensenada,1,Ensenada,721,6,48,4,0,3,10.85,1.58,46,0.75,1.71,12,18
1214,Ensenada,1,Ensenada,721,7,26,4,0,3,13.53,1.3,21,0.58,1.75,11,6
1215,Ensenada,1,Ensenada,721,8,69,4,3,11,12.53,1.25,36,0.87,2.16,23,31
1216,Ensenada,1,Ensenada,721,9,17,0,0,11,10.07,1.25,11,1.25,2.43,3,10
1217,Ensenada,1,Ensenada,721,10,52,0,0,4,9.66,2,29,0.93,1.93,5,21
1218,Ensenada,1,Ensenada,721,11,26,0,0,10,10.5,1.7,22,0.68,1.86,6,14
1219,Ensenada,1,Ensenada,721,12,85,0,3,7,10.6,2.46,65,1.09,2.13,20,43
1220,Ensenada,1,Ensenada,721,13,75,0,3,8,9.62,2.74,40,0.99,2.27,8,34
1221,Ensenada,1,Ensenada,721,14,19,0,0,8,9.24,2.11,12,0.68,1.9,5,8
1222,Ensenada,1,Ensenada,721,15,0,0,0,0,0,0,0,0,0,0,0
1223,Ensenada,1,Ensenada,721,16,0,0,0,0,0,0,0,0,0,0,0
1224,Ensenada,1,Ensenada,721,17,0,0,0,0,0,0,0,0,0,0,0
1225,Ensenada,1,Ensenada,721,18,41,0,0,3,12.48,1.18,19,0.75,2.28,11,17
1226,Ensenada,1,Ensenada,721,19,45,0,0,8,8.95,2.38,34,0.75,1.5,5,28
1227,Ensenada,1,Ensenada,721,20,13,0,0,0,9.57,2.43,8,1.86,3.25,3,11
1228,Ensenada,1,Ensenada,721,21,26,0,0,3,12.25,1.17,12,0.87,2.6,6,12
1229,Ensenada,1,Ensenada,721,22,29,0,0,5,13.64,0.82,16,0.81,1.93,7,13
1230,Ensenada,1,Ensenada,721,23,45,0,0,6,12.7,1.74,19,0.63,2.28,11,16
1231,Ensenada,1,Ensenada,721,24,42,0,0,5,11.43,0.88,21,0.78,2,10,20
1232,Ensenada,1,Ensenada,721,25,78,0,3,5,11.96,1.67,42,0.78,2.23,23,24
1233,Ensenada,1,Ensenada,721,30,0,0,0,0,0,0,0,0,0,0,0
1234,Ensenada,1,Ensenada,721,31,0,0,0,0,0,0,1,0,0,0,0
1235,Ensenada,1,Ensenada,721,32,0,0,0,0,0,0,0,0,0,0,0
1236,Ensenada,1,Ensenada,721,33,0,0,0,0,0,0,0,0,0,0,0
1237,Ensenada,1,Ensenada,721,34,0,0,0,0,0,0,0,0,0,0,0
1238,Ensenada,1,Ensenada,721,35,0,0,0,0,0,0,0,0,0,0,0
1239,Ensenada,1,Ensenada,721,38,10,0,0,0,5.9,2,10,1.25,1.25,0,9
1241,Ensenada,1,Ensenada,736,1,12,0,0,0,5.9,2,2,1.25,1.25,0,9
1242,Ensenada,1,Ensenada,736,2,26,0,0,4,12.21,1.89,12,0.65,2.36,9,7
1243,Ensenada,1,Ensenada,736,3,64,0,0,8,14.15,1.59,28,0.6,2.67,21,16
1244,Ensenada,1,Ensenada,736,4,11,0,0,8,11.3,2,8,0.52,1.57,5,3
1245,Ensenada,1,Ensenada,736,5,33,0,0,7,11.66,2.25,13,0.77,2.75,8,7
1246,Ensenada,1,Ensenada,736,6,32,0,0,3,12.31,1.53,14,0.7,2.46,8,15
1247,Ensenada,1,Ensenada,736,7,30,0,0,3,11,2.33,11,0.73,2.73,7,10
1248,Ensenada,1,Ensenada,736,8,100,3,0,8,11.99,1.76,43,0.75,2.5,22,29
1249,Ensenada,1,Ensenada,736,9,52,3,0,14,11.15,2.25,21,0.63,2.6,12,11
1250,Ensenada,1,Ensenada,736,10,0,0,0,0,0,0,0,0,0,0,0
1251,Ensenada,1,Ensenada,736,11,45,4,0,5,10.51,2.27,17,0.94,3,4,6
1252,Ensenada,1,Ensenada,736,12,51,4,0,4,12.61,1.63,23,0.69,2.32,13,16
1253,Ensenada,1,Ensenada,736,13,70,4,0,9,12.66,1.87,35,0.65,2.26,20,30
1254,Ensenada,1,Ensenada,736,14,119,4,3,18,12.48,1.98,53,0.74,2.77,29,39
1255,Ensenada,1,Ensenada,736,15,88,4,3,16,9.99,2.22,49,0.85,3.03,17,32
1256,Ensenada,1,Ensenada,736,16,1,4,3,16,9.99,2.22,1,0.85,3.03,17,32
1257,Ensenada,1,Ensenada,736,17,11,0,0,16,12.36,0.67,7,0.35,1.83,4,32
1258,Ensenada,1,Ensenada,736,18,15,0,0,16,15.78,1.13,5,0.94,3,4,32
1259,Ensenada,1,Ensenada,736,19,26,0,0,3,11.44,1.43,5,0.7,3.2,4,6
1260,Ensenada,1,Ensenada,736,20,80,0,0,12,10.88,1.63,39,0.9,2.22,16,29
1261,Ensenada,1,Ensenada,736,21,32,0,0,12,12.61,1.31,13,0.73,3.2,8,11
1262,Ensenada,1,Ensenada,736,22,76,0,3,14,13.05,2.11,35,0.7,2.81,21,16
1263,Ensenada,1,Ensenada,736,23,0,0,0,0,0,0,0,0,0,0,0
1264,Ensenada,1,Ensenada,736,24,41,0,0,12,12.61,1.18,14,0.49,2.23,10,16
1265,Ensenada,1,Ensenada,736,26,52,0,0,11,12.68,1.79,27,0.61,2.36,13,16
1266,Ensenada,1,Ensenada,736,28,57,0,0,7,12.2,1.52,25,0.63,2.38,12,25
1267,Ensenada,1,Ensenada,736,29,37,0,0,7,12.29,2.08,16,0.8,2.47,10,11
1268,Ensenada,1,Ensenada,736,30,27,0,0,3,10.48,2.58,8,0.93,3.38,4,4
1269,Ensenada,1,Ensenada,736,31,29,0,0,3,13.08,0.8,14,0.63,2.42,10,7
1270,Ensenada,1,Ensenada,736,32,0,0,0,0,0,0,0,0,0,0,0
1271,Ensenada,1,Ensenada,736,33,18,0,0,3,14.25,1.2,7,0.53,3,5,7
1272,Ensenada,1,Ensenada,736,34,60,0,0,4,12.3,1.54,34,0.6,2.07,11,23
1273,Ensenada,1,Ensenada,736,35,14,0,0,0,14.09,1.8,5,0.64,2.8,5,23
1274,Ensenada,1,Ensenada,736,36,11,0,0,0,14.27,2,4,0.61,2.75,4,23
1275,Ensenada,1,Ensenada,736,37,4,0,0,0,14.27,2,1,0.61,2.75,4,23
1276,Ensenada,1,Ensenada,736,38,18,0,0,4,12.19,1.33,7,0.62,2.57,6,0
1277,Ensenada,1,Ensenada,736,39,25,3,0,4,10.6,1.33,9,0.81,3.13,4,0
1278,Ensenada,1,Ensenada,736,41,14,0,0,7,12.92,1.67,8,0.47,2,7,0
1279,Ensenada,1,Ensenada,736,42,2,0,0,7,12.92,1.67,1,0.47,2,7,0
1280,Ensenada,1,Ensenada,736,43,37,0,0,3,12.22,2.26,13,0.8,3.08,9,0
1281,Ensenada,1,Ensenada,736,44,0,0,0,0,0,0,0,0,0,0,0
1282,Ensenada,1,Ensenada,736,46,82,0,3,9,12.48,1.77,55,0.71,2.34,23,25
1283,Ensenada,1,Ensenada,736,47,24,0,0,9,11,2,16,0.53,1.85,11,6
1284,Ensenada,1,Ensenada,736,48,34,0,0,4,10.48,2.41,14,0.72,2.83,5,8
1285,Ensenada,1,Ensenada,736,49,59,0,0,13,11.53,2,35,0.58,1.97,20,22
1286,Ensenada,1,Ensenada,736,50,55,0,0,9,10.77,1.97,23,0.7,2.5,11,33
1287,Ensenada,1,Ensenada,736,51,65,0,6,7,10.63,1.79,43,1.12,2.41,14,33
1288,Ensenada,1,Ensenada,736,52,18,0,0,4,13.53,0.9,12,0.64,1.8,6,9
1289,Ensenada,1,Ensenada,736,53,41,0,0,4,12.1,1.25,16,0.98,3.15,6,15
1290,Ensenada,1,Ensenada,736,54,20,0,0,5,13.17,0.77,16,0.67,2,6,6
1291,Ensenada,1,Ensenada,736,55,28,0,0,3,12.3,2.56,12,1.12,2.8,5,9
1292,Ensenada,1,Ensenada,736,56,1,0,0,3,12.3,2.56,1,1.12,2.8,5,9
1294,Ensenada,1,Ensenada,740,1,88,6,5,9,11.09,2.24,33,0.93,3.03,20,25
1295,Ensenada,1,Ensenada,740,2,74,6,5,18,9.89,2.15,34,0.57,2.55,14,32
1296,Ensenada,1,Ensenada,740,3,45,4,5,7,12.92,1.7,19,0.54,2.5,13,11
1297,Ensenada,1,Ensenada,740,4,4,4,5,7,12.92,1.7,2,0.54,2.5,13,11
1298,Ensenada,1,Ensenada,740,5,0,0,0,0,0,0,0,0,0,0,0
1299,Ensenada,1,Ensenada,740,6,19,0,0,4,13.07,1.63,8,0.61,2.38,4,5
1300,Ensenada,1,Ensenada,740,7,25,0,0,8,13.74,1.9,11,0.69,3.57,5,5
1301,Ensenada,1,Ensenada,740,8,26,0,0,4,10.38,2.7,12,0.7,3.25,3,3
1302,Ensenada,1,Ensenada,740,9,94,4,3,13,11.89,1.8,38,0.67,2.94,19,40
1303,Ensenada,1,Ensenada,740,10,86,0,3,13,12.26,1.71,34,0.61,2.77,24,24
1304,Ensenada,1,Ensenada,740,11,60,0,3,11,9.58,1.4,17,0.71,2.93,9,22
1305,Ensenada,1,Ensenada,740,12,27,0,0,8,10.13,2.7,21,0.47,2.08,11,6
1306,Ensenada,1,Ensenada,740,13,31,0,0,8,11.93,2.08,10,0.58,3.44,7,5
1307,Ensenada,1,Ensenada,740,14,10,0,0,8,11.93,2.08,3,0.58,3.44,7,5
1308,Ensenada,1,Ensenada,740,15,7,0,0,8,12.33,2.4,4,0.5,1.75,7,5
1309,Ensenada,1,Ensenada,740,16,6,0,0,0,10,3,3,1,2,7,5
1310,Ensenada,1,Ensenada,740,17,5,0,0,0,10,3,2,1,2,7,5
1311,Ensenada,1,Ensenada,740,18,35,0,0,0,11.07,1.61,12,0.73,2.92,6,9
1312,Ensenada,1,Ensenada,740,19,38,0,4,4,11.27,1.75,13,0.76,3.17,6,7
1313,Ensenada,1,Ensenada,740,20,24,0,0,9,14,2.14,13,0.56,2.4,8,7
