ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,P_TOTAL,P_0A2,P_3A5,POB65_MAS,GRAPROES,PROM_HNV,VIVTOT,PRO_OCUP_C,PROM_OCUP,VPH_PC,PNACOE
02,Baja California,000,Total de la entidad Baja California,0000,TOTAL DE LA ENTIDAD,0000,000,3155070,170792,182211,140625,9.26,2.12,1143117,0.96,3.60,374234,1299773
02,Baja California,001,Ensenada,0000,TOTAL DEL MUNICIPIO,0000,000,466814,25379,26774,23692,8.93,2.18,168914,0.98,3.56,50670,184922
02,Baja California,001,Ensenada,0001,Total de la localidad urbana,0000,000,279765,13335,14134,15686,10.14,2.02,100634,0.85,3.41,40460,102556
02,Baja California,001,Ensenada,0001,Total AGEB urbana,0435,000,3632,146,134,256,9.72,2.10,1321,0.85,3.33,524,1217
02,Baja California,001,Ensenada,0001,Ensenada,0435,001,48,*,3,4,8.31,2.50,15,1.02,3.43,7,16
02,Baja California,001,Ensenada,0001,Ensenada,0435,003,41,*,0,6,9.48,2.40,16,0.85,3.15,4,16
02,Baja California,001,Ensenada,0001,Ensenada,0435,004,41,3,*,4,10.29,1.88,11,0.87,4.10,7,16
02,Baja California,001,Ensenada,0001,Ensenada,0435,006,54,*,*,*,10.24,1.82,23,0.72,3.18,10,17
02,Baja California,001,Ensenada,0001,Ensenada,0435,007,54,3,3,7,9.85,2.33,17,0.78,3.38,7,18
02,Baja California,001,Ensenada,0001,Ensenada,0435,008,25,*,*,*,8.90,2.33,10,0.81,2.78,*,10
02,Baja California,001,Ensenada,0001,Ensenada,0435,009,39,*,0,*,10.79,1.90,16,0.76,3,9,13
02,Baja California,001,Ensenada,0001,Ensenada,0435,010,17,0,3,*,9,4,7,0.63,2.83,*,5
02,Baja California,001,Ensenada,0001,Ensenada,0435,011,51,0,*,3,8.84,2.04,16,0.91,3.43,7,18
02,Baja California,001,Ensenada,0001,Ensenada,0435,012,69,*,4,8,9.67,2.83,19,0.81,4.06,7,19
02,Baja California,001,Ensenada,0001,Ensenada,0435,013,47,3,*,7,9.94,1.61,19,0.94,2.75,9,11
02,Baja California,001,Ensenada,0001,Ensenada,0435,014,23,*,*,3,10.29,1.67,9,0.92,2.88,4,6
02,Baja California,001,Ensenada,0001,Ensenada,0435,015,52,*,0,8,10.26,1.50,19,0.88,3.47,6,13
02,Baja California,001,Ensenada,0001,Ensenada,0435,016,59,*,*,6,10.66,2.11,21,0.88,3.28,10,20
02,Baja California,001,Ensenada,0001,Ensenada,0435,017,67,4,5,6,9.46,2.04,31,0.82,3.05,6,34
02,Baja California,001,Ensenada,0001,Ensenada,0435,018,49,*,*,11,7.44,2.19,28,0.69,2.13,5,32
02,Baja California,001,Ensenada,0001,Ensenada,0435,019,95,5,3,4,9.23,2.05,31,1.02,3.52,9,35
02,Baja California,001,Ensenada,0001,Ensenada,0435,020,66,3,*,4,8.63,1.96,25,0.97,3.30,6,29
02,Baja California,001,Ensenada,0001,Ensenada,0435,021,31,*,0,*,10.86,1.75,8,1.11,3.88,5,5
02,Baja California,001,Ensenada,0001,Ensenada,0435,024,23,0,0,3,10.37,2.38,7,0.72,3.83,4,7
02,Baja California,001,Ensenada,0001,Ensenada,0435,025,97,4,4,9,9.14,2.35,30,0.81,3.34,14,28
02,Baja California,001,Ensenada,0001,Ensenada,0435,026,96,*,4,16,7.85,2.88,33,0.83,3.20,14,38
02,Baja California,001,Ensenada,0001,Ensenada,0435,027,25,*,*,*,10.76,2.20,16,0.57,3.13,6,6
02,Baja California,001,Ensenada,0001,Ensenada,0435,028,70,3,3,3,8.04,2.48,27,0.84,3.18,4,23
02,Baja California,001,Ensenada,0001,Ensenada,0435,029,50,3,*,*,11.22,2.23,20,0.61,2.63,11,17
02,Baja California,001,Ensenada,0001,Ensenada,0435,030,34,3,*,3,8.33,2.31,11,1.06,4.25,5,15
02,Baja California,001,Ensenada,0001,Ensenada,0435,032,16,0,*,*,7,2.25,5,0.89,3.20,*,7
02,Baja California,001,Ensenada,0001,Ensenada,0435,033,133,4,*,8,8.84,2.70,41,0.91,3.50,11,45
02,Baja California,001,Ensenada,0001,Ensenada,0435,034,25,0,*,3,9.95,2.54,7,0.76,3.57,3,7
02,Baja California,001,Ensenada,0001,Ensenada,0435,035,82,0,3,7,9.40,1.74,29,0.91,3.73,13,38
02,Baja California,001,Ensenada,0001,Ensenada,0435,036,106,6,3,10,7.41,2.62,33,1.04,3.66,9,43
02,Baja California,001,Ensenada,0001,Ensenada,0435,038,64,*,*,10,8.33,2.12,27,0.76,2.78,4,29
02,Baja California,001,Ensenada,0001,Ensenada,0435,040,96,8,3,4,8.63,2.05,34,1.04,3.43,10,48
02,Baja California,001,Ensenada,0001,Ensenada,0435,043,71,3,*,10,7.68,2.68,30,0.82,3.23,6,16
02,Baja California,001,Ensenada,0001,Ensenada,0435,044,68,*,3,6,7.89,2.58,25,0.96,3.24,3,22
02,Baja California,001,Ensenada,0001,Ensenada,0435,046,48,3,*,4,7.81,2.45,22,0.76,3,4,16
02,Baja California,001,Ensenada,0001,Ensenada,0435,050,25,*,*,3,7.59,2,8,0.74,3.13,3,10
02,Baja California,001,Ensenada,0001,Ensenada,0435,051,59,*,3,*,7.84,1.97,17,1.11,3.47,8,23
02,Baja California,001,Ensenada,0001,Ensenada,0435,052,73,5,*,6,9.20,2.65,25,0.89,3.65,8,25
02,Baja California,001,Ensenada,0001,Ensenada,0435,055,57,3,0,6,7.53,3.15,20,0.88,3,4,24
02,Baja California,001,Ensenada,0001,Ensenada,0435,056,60,3,3,6,8.95,2.22,20,0.76,3.53,9,16
02,Baja California,001,Ensenada,0001,Ensenada,0435,057,13,0,0,0,9,3.33,3,1.08,4.33,*,5
02,Baja California,001,Ensenada,0001,Ensenada,0435,058,40,3,*,0,8.57,2.07,14,1,3.64,*,10
02,Baja California,001,Ensenada,0001,Ensenada,0435,059,119,3,3,*,12.84,1.30,34,0.85,3.72,26,42
02,Baja California,001,Ensenada,0001,Ensenada,0435,061,48,*,*,*,8.83,2.23,25,0.79,2.82,5,18
02,Baja California,001,Ensenada,0001,Ensenada,0435,062,5,*,*,*,*,*,1,*,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0435,063,15,*,*,0,13.91,1.33,6,0.79,3.75,4,7
02,Baja California,001,Ensenada,0001,Ensenada,0435,064,52,*,*,3,11.93,1.23,19,0.69,3.25,13,15
02,Baja California,001,Ensenada,0001,Ensenada,0435,066,39,*,*,*,13.50,1.64,13,0.68,3.55,11,7
02,Baja California,001,Ensenada,0001,Ensenada,0435,067,3,*,*,*,*,*,1,*,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0435,068,50,3,3,*,13.29,1.60,18,0.79,4.17,10,22
02,Baja California,001,Ensenada,0001,Ensenada,0435,069,54,0,*,*,11.87,1.17,20,0.64,3.38,13,14
02,Baja California,001,Ensenada,0001,Ensenada,0435,070,50,0,3,3,12.06,1.60,16,0.62,3.33,10,10
02,Baja California,001,Ensenada,0001,Ensenada,0435,071,47,0,*,*,12.64,2.24,14,0.80,4.27,9,17
02,Baja California,001,Ensenada,0001,Ensenada,0435,073,435,17,21,10,11.47,1.68,175,0.88,3.30,93,107
02,Baja California,001,Ensenada,0001,Ensenada,0435,074,70,5,*,*,11.10,2.08,24,0.95,3.68,14,22
02,Baja California,001,Ensenada,0001,Ensenada,0435,075,74,*,*,*,10.96,1.54,30,1,3.36,13,17
02,Baja California,001,Ensenada,0001,Ensenada,0435,077,63,*,4,3,8.94,1.86,21,0.91,3.71,5,22
02,Baja California,001,Ensenada,0001,Ensenada,0435,079,17,*,*,0,8.44,3.17,6,0.82,3.50,*,8
02,Baja California,001,Ensenada,0001,Ensenada,0435,080,54,*,*,7,8.16,2.50,25,0.74,2.68,6,20
02,Baja California,001,Ensenada,0001,Ensenada,0435,082,44,*,*,4,10.15,2.72,17,0.71,2.93,7,11
02,Baja California,001,Ensenada,0001,Ensenada,0435,083,7,0,0,*,6.33,3.33,3,0.78,2.33,*,0
02,Baja California,001,Ensenada,0001,Ensenada,0435,084,27,*,4,*,7.67,2.23,8,1.69,3.86,*,6
02,Baja California,001,Ensenada,0001,Total AGEB urbana,044A,000,1539,57,53,189,10.22,2.32,549,0.72,3.25,244,426
02,Baja California,001,Ensenada,0001,Ensenada,044A,001,22,*,*,3,8.69,2.20,9,0.73,2.75,3,8
02,Baja California,001,Ensenada,0001,Ensenada,044A,002,28,3,*,7,10,3.31,11,0.68,2.55,4,7
02,Baja California,001,Ensenada,0001,Ensenada,044A,003,56,*,*,7,12.15,2.13,18,0.57,3.50,10,16
02,Baja California,001,Ensenada,0001,Ensenada,044A,004,75,*,*,9,11.59,2.14,25,0.67,3.26,17,15
02,Baja California,001,Ensenada,0001,Ensenada,044A,006,65,*,*,10,10.25,2.09,24,0.64,2.95,14,21
02,Baja California,001,Ensenada,0001,Ensenada,044A,007,72,4,*,7,9.67,2.23,23,0.71,3.13,11,17
02,Baja California,001,Ensenada,0001,Ensenada,044A,008,95,6,0,17,10.24,2.67,33,0.58,3.39,20,24
02,Baja California,001,Ensenada,0001,Ensenada,044A,009,69,0,0,13,9.95,2.84,22,0.68,3.45,13,20
02,Baja California,001,Ensenada,0001,Ensenada,044A,010,92,3,3,11,11.20,1.73,41,0.62,3.07,16,26
02,Baja California,001,Ensenada,0001,Ensenada,044A,011,90,4,4,4,8.95,2.49,27,0.94,3.75,7,21
02,Baja California,001,Ensenada,0001,Ensenada,044A,015,63,*,3,9,9.20,2.96,20,0.66,3.32,9,25
02,Baja California,001,Ensenada,0001,Ensenada,044A,016,127,*,7,10,11.11,1.73,56,0.70,2.89,24,32
02,Baja California,001,Ensenada,0001,Ensenada,044A,017,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,044A,020,28,*,*,*,7.45,2.30,5,1.65,5.60,*,7
02,Baja California,001,Ensenada,0001,Ensenada,044A,021,21,0,0,4,9.50,2.50,9,0.70,2.63,3,11
02,Baja California,001,Ensenada,0001,Ensenada,044A,022,71,*,*,11,10.39,2.54,28,0.60,2.73,13,16
02,Baja California,001,Ensenada,0001,Ensenada,044A,023,97,4,5,12,9.04,2.50,37,0.76,3.34,11,32
02,Baja California,001,Ensenada,0001,Ensenada,044A,025,44,*,0,4,11.51,2.70,19,0.53,2.59,11,14
02,Baja California,001,Ensenada,0001,Ensenada,044A,026,55,3,4,9,10.85,2.54,24,0.87,3.25,8,21
02,Baja California,001,Ensenada,0001,Ensenada,044A,028,13,0,0,*,6.89,1.33,6,1,2.17,0,*
02,Baja California,001,Ensenada,0001,Ensenada,044A,029,93,4,*,15,9.30,2.41,26,0.94,3.88,13,21
02,Baja California,001,Ensenada,0001,Ensenada,044A,031,5,*,*,*,*,*,4,*,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,044A,032,39,*,*,*,10.64,1.54,13,0.62,3.25,5,7
02,Baja California,001,Ensenada,0001,Ensenada,044A,033,35,0,3,7,8.24,2.44,13,0.70,3.18,5,5
02,Baja California,001,Ensenada,0001,Ensenada,044A,036,82,7,5,6,10.11,2.21,20,1.03,4.10,9,22
02,Baja California,001,Ensenada,0001,Ensenada,044A,037,50,3,0,10,11.95,1.96,19,0.74,3.57,6,16
02,Baja California,001,Ensenada,0001,Ensenada,044A,038,45,3,4,0,10.78,2.50,13,0.98,3.75,9,16
02,Baja California,001,Ensenada,0001,Ensenada,044A,039,7,0,0,0,9,3,4,0.78,2.33,0,*
02,Baja California,001,Ensenada,0001,Total AGEB urbana,0454,000,2211,70,73,172,10.98,2.08,742,0.71,3.39,434,760
02,Baja California,001,Ensenada,0001,Ensenada,0454,001,60,*,*,5,9.02,2.30,25,0.76,2.73,7,22
02,Baja California,001,Ensenada,0001,Ensenada,0454,002,76,3,*,9,11.13,2,24,0.76,3.80,14,28
02,Baja California,001,Ensenada,0001,Ensenada,0454,003,30,*,*,3,12.38,1.30,8,0.67,3.75,6,9
02,Baja California,001,Ensenada,0001,Ensenada,0454,004,41,3,4,*,9.96,2.29,14,0.77,3.15,5,7
02,Baja California,001,Ensenada,0001,Ensenada,0454,005,40,*,*,7,9.37,2.90,13,0.77,3.33,9,10
02,Baja California,001,Ensenada,0001,Ensenada,0454,006,68,*,*,11,8.64,2.70,18,0.85,3.78,10,27
02,Baja California,001,Ensenada,0001,Ensenada,0454,007,60,*,4,5,7.88,2.88,24,0.85,3.16,3,32
02,Baja California,001,Ensenada,0001,Ensenada,0454,012,39,0,3,4,9.59,2.56,12,0.65,3.25,8,13
02,Baja California,001,Ensenada,0001,Ensenada,0454,013,51,3,*,3,10.68,2.09,15,0.85,3.40,9,16
02,Baja California,001,Ensenada,0001,Ensenada,0454,014,44,*,*,6,8.35,2.76,14,1,3.38,7,18
02,Baja California,001,Ensenada,0001,Ensenada,0454,015,54,*,*,5,11.22,1.40,16,0.90,3.86,10,11
02,Baja California,001,Ensenada,0001,Ensenada,0454,016,53,*,*,5,9.89,1.89,19,0.87,3.53,10,19
02,Baja California,001,Ensenada,0001,Ensenada,0454,017,67,3,4,4,9.81,3.30,20,0.89,3.94,8,16
02,Baja California,001,Ensenada,0001,Ensenada,0454,018,77,3,*,7,10.75,2.07,25,0.79,3.85,13,26
02,Baja California,001,Ensenada,0001,Ensenada,0454,020,50,*,*,4,11.13,2.05,16,0.77,3.33,11,12
02,Baja California,001,Ensenada,0001,Ensenada,0454,021,42,0,*,6,11.11,1.70,11,0.78,4.20,6,12
02,Baja California,001,Ensenada,0001,Ensenada,0454,022,20,0,0,4,10.50,1.75,9,0.74,2.86,3,5
02,Baja California,001,Ensenada,0001,Ensenada,0454,023,28,*,*,*,11.30,1.60,10,0.74,3.11,6,12
02,Baja California,001,Ensenada,0001,Ensenada,0454,024,22,0,*,5,8.59,3,10,1.16,3.67,*,10
02,Baja California,001,Ensenada,0001,Ensenada,0454,025,31,*,0,0,10.50,1.90,15,0.67,3.44,6,4
02,Baja California,001,Ensenada,0001,Ensenada,0454,026,33,0,*,6,10.18,3.31,10,0.92,3.30,4,9
02,Baja California,001,Ensenada,0001,Ensenada,0454,027,31,*,0,*,12.11,1.57,10,0.94,4.43,4,10
02,Baja California,001,Ensenada,0001,Ensenada,0454,029,205,4,7,14,9.79,2.28,61,0.83,3.47,30,81
02,Baja California,001,Ensenada,0001,Ensenada,0454,030,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0454,031,49,*,*,5,10.60,2.29,13,0.71,3.77,9,11
02,Baja California,001,Ensenada,0001,Ensenada,0454,032,46,0,*,4,9.14,2.82,16,0.70,3.54,9,15
02,Baja California,001,Ensenada,0001,Ensenada,0454,034,159,6,6,10,10.23,2.05,57,0.73,3.46,27,65
02,Baja California,001,Ensenada,0001,Ensenada,0454,036,21,*,0,*,8.14,3.78,7,0.66,3,4,5
02,Baja California,001,Ensenada,0001,Ensenada,0454,038,29,0,0,3,12.48,2.07,8,0.53,3.63,8,10
02,Baja California,001,Ensenada,0001,Ensenada,0454,041,52,*,*,3,11.24,1.91,17,0.61,3.06,11,18
02,Baja California,001,Ensenada,0001,Ensenada,0454,042,13,0,*,*,13.83,1.75,8,0.34,1.63,8,11
02,Baja California,001,Ensenada,0001,Ensenada,0454,043,20,*,*,*,13.64,2.88,8,0.56,2.50,7,5
02,Baja California,001,Ensenada,0001,Ensenada,0454,044,17,*,0,0,15.58,1.22,8,0.49,2.43,6,9
02,Baja California,001,Ensenada,0001,Ensenada,0454,045,17,*,*,0,15.07,0.43,8,0.41,2.13,8,10
02,Baja California,001,Ensenada,0001,Ensenada,0454,046,10,0,0,0,15.20,0,8,0.37,1.67,3,4
02,Baja California,001,Ensenada,0001,Ensenada,0454,047,33,*,0,0,14.73,0.86,16,0.56,3,11,11
02,Baja California,001,Ensenada,0001,Ensenada,0454,048,65,*,*,0,11.20,1.24,17,0.81,4.33,12,14
02,Baja California,001,Ensenada,0001,Ensenada,0454,049,40,0,0,4,13.70,1.57,11,0.50,3.64,11,15
02,Baja California,001,Ensenada,0001,Ensenada,0454,050,21,0,*,0,15.39,1.44,7,0.62,3.50,6,12
02,Baja California,001,Ensenada,0001,Ensenada,0454,051,34,*,*,0,13.83,1.06,10,0.62,3.40,10,7
02,Baja California,001,Ensenada,0001,Ensenada,0454,052,24,*,*,*,12.06,1.60,9,0.49,3,7,10
02,Baja California,001,Ensenada,0001,Ensenada,0454,053,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0454,054,15,*,0,0,14.08,1.25,5,0.71,3.75,3,9
02,Baja California,001,Ensenada,0001,Ensenada,0454,055,28,*,*,0,12.32,1.36,7,0.61,4,7,10
02,Baja California,001,Ensenada,0001,Ensenada,0454,056,22,*,0,0,13.53,1.45,7,0.67,3.14,7,6
02,Baja California,001,Ensenada,0001,Ensenada,0454,057,47,*,0,5,13.62,2.25,19,0.59,2.94,16,23
02,Baja California,001,Ensenada,0001,Ensenada,0454,058,16,0,0,*,13.25,6,7,0.53,2.67,6,11
02,Baja California,001,Ensenada,0001,Ensenada,0454,059,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0454,060,43,0,*,*,16.14,2.22,15,0.43,3.08,13,5
02,Baja California,001,Ensenada,0001,Ensenada,0454,061,28,*,*,*,13.50,2,8,0.74,4,7,6
02,Baja California,001,Ensenada,0001,Ensenada,0454,063,43,*,*,*,13.67,1.31,17,0.63,3.64,11,17
02,Baja California,001,Ensenada,0001,Ensenada,0454,064,30,*,0,*,13.29,2.20,9,0.65,3.75,8,15
02,Baja California,001,Ensenada,0001,Ensenada,0454,065,67,*,3,7,9.38,1.63,21,0.88,3.35,8,17
02,Baja California,001,Ensenada,0001,Total AGEB urbana,0488,000,2045,114,118,110,8.19,2.37,635,1.04,3.84,158,716
02,Baja California,001,Ensenada,0001,Ensenada,0488,001,43,*,3,*,7.23,2.05,13,1.13,3.91,*,18
02,Baja California,001,Ensenada,0001,Ensenada,0488,002,50,*,*,5,6.97,2.38,20,1.04,3.13,4,20
02,Baja California,001,Ensenada,0001,Ensenada,0488,003,64,8,*,5,8.28,2.38,28,1.14,3.05,7,23
02,Baja California,001,Ensenada,0001,Ensenada,0488,004,132,9,10,5,8.41,2.57,40,1.18,3.77,8,45
02,Baja California,001,Ensenada,0001,Ensenada,0488,005,18,*,*,*,8.92,2.43,4,1.13,4.50,*,11
02,Baja California,001,Ensenada,0001,Ensenada,0488,006,136,10,9,7,8.08,2.33,45,1.04,3.78,8,48
02,Baja California,001,Ensenada,0001,Ensenada,0488,007,117,3,6,*,7.32,2.18,31,1.17,4.18,4,30
02,Baja California,001,Ensenada,0001,Ensenada,0488,008,58,*,4,*,8.30,2.83,20,0.84,3.41,5,23
02,Baja California,001,Ensenada,0001,Ensenada,0488,009,66,5,*,5,7.19,2.75,22,0.96,3.67,4,30
02,Baja California,001,Ensenada,0001,Ensenada,0488,010,114,6,4,8,7.84,2.13,30,1.02,4.56,11,29
02,Baja California,001,Ensenada,0001,Ensenada,0488,011,62,*,4,3,8.77,2.11,23,0.97,3.88,*,18
02,Baja California,001,Ensenada,0001,Ensenada,0488,012,150,9,9,9,8.05,2.67,45,1.23,4.17,9,59
02,Baja California,001,Ensenada,0001,Ensenada,0488,013,58,*,3,6,7.44,2.75,15,1.05,4.14,5,30
02,Baja California,001,Ensenada,0001,Ensenada,0488,014,104,7,5,4,8.95,1.85,26,1.12,4.33,11,32
02,Baja California,001,Ensenada,0001,Ensenada,0488,015,75,*,3,5,8.22,2.24,20,0.96,3.95,7,27
02,Baja California,001,Ensenada,0001,Ensenada,0488,016,64,5,4,5,7.98,2.29,19,1.07,4.27,4,22
02,Baja California,001,Ensenada,0001,Ensenada,0488,017,64,3,5,5,9.27,2.36,18,0.91,3.59,6,21
02,Baja California,001,Ensenada,0001,Ensenada,0488,018,55,*,3,4,9.72,1.83,16,1,4.23,10,19
02,Baja California,001,Ensenada,0001,Ensenada,0488,019,53,3,*,*,9.20,2.79,14,0.91,4.08,7,18
02,Baja California,001,Ensenada,0001,Ensenada,0488,020,75,4,4,7,7.61,3.12,27,0.75,3.13,6,28
02,Baja California,001,Ensenada,0001,Ensenada,0488,021,5,*,*,*,*,*,3,*,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0488,022,80,3,3,5,8.47,2.21,25,0.82,3.81,6,30
02,Baja California,001,Ensenada,0001,Ensenada,0488,023,29,0,*,*,8,2.36,14,0.91,2.64,*,10
02,Baja California,001,Ensenada,0001,Ensenada,0488,024,157,11,11,5,7.83,2.37,49,1.04,3.83,11,58
02,Baja California,001,Ensenada,0001,Ensenada,0488,025,54,5,*,5,8.43,2.85,20,1.06,3.86,5,24
02,Baja California,001,Ensenada,0001,Ensenada,0488,026,40,*,6,0,7.96,2.08,14,1.25,3.64,3,5
02,Baja California,001,Ensenada,0001,Ensenada,0488,027,40,3,3,*,8.15,2.23,13,1.90,3.33,3,17
02,Baja California,001,Ensenada,0001,Ensenada,0488,028,82,3,7,*,9.59,2.09,21,1.22,4.32,6,20
02,Baja California,001,Ensenada,0001,Total AGEB urbana,0492,000,557,15,20,26,13.61,1.51,281,0.64,2.81,156,226
02,Baja California,001,Ensenada,0001,Ensenada,0492,001,44,*,3,*,13.97,1.29,14,0.66,3.38,10,17
02,Baja California,001,Ensenada,0001,Ensenada,0492,003,17,0,0,*,14.50,1.30,12,0.63,2.13,6,7
02,Baja California,001,Ensenada,0001,Ensenada,0492,004,21,*,*,0,13.53,2.71,9,0.48,2.33,9,8
02,Baja California,001,Ensenada,0001,Ensenada,0492,006,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0492,012,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0492,013,0,0,0,0,0,0,13,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0492,014,2,*,*,*,*,*,2,*,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0492,022,6,*,*,*,*,*,3,*,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0492,024,17,0,0,*,12.53,1.50,7,0.71,3.40,5,6
02,Baja California,001,Ensenada,0001,Ensenada,0492,025,3,*,*,*,*,*,2,*,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0492,026,0,0,0,0,0,0,1,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0492,029,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0492,030,5,*,*,*,*,*,6,*,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0492,032,0,0,0,0,0,0,1,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0492,033,22,*,3,*,13.69,2.17,8,0.67,2.75,6,7
02,Baja California,001,Ensenada,0001,Ensenada,0492,035,2,*,*,*,*,*,1,*,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0492,036,23,0,*,0,13.83,1.36,7,0.70,3.29,6,8
02,Baja California,001,Ensenada,0001,Ensenada,0492,037,19,*,*,0,15.23,2,7,0.64,3.20,5,7
02,Baja California,001,Ensenada,0001,Ensenada,0492,038,21,0,*,*,15,1.55,9,0.78,2.63,7,11
02,Baja California,001,Ensenada,0001,Ensenada,0492,039,24,*,*,3,12.84,1.90,9,0.83,3,6,10
02,Baja California,001,Ensenada,0001,Ensenada,0492,040,7,*,*,*,*,*,2,*,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0492,042,34,3,0,*,11.92,1.62,14,0.69,3.09,8,14
02,Baja California,001,Ensenada,0001,Ensenada,0492,045,1,*,*,*,*,*,1,*,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0492,046,1,*,*,*,*,*,2,*,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0492,048,18,*,*,0,14.21,2,13,0.62,2.57,4,6
02,Baja California,001,Ensenada,0001,Ensenada,0492,049,35,0,*,*,12.26,1.47,19,0.63,2.92,9,13
02,Baja California,001,Ensenada,0001,Ensenada,0492,050,27,*,*,*,15.50,0.82,23,0.60,1.93,11,14
02,Baja California,001,Ensenada,0001,Ensenada,0492,051,31,*,*,*,13.17,1.85,17,0.67,2.82,9,11
02,Baja California,001,Ensenada,0001,Ensenada,0492,052,27,0,0,*,14.38,1,14,0.82,3.38,6,7
02,Baja California,001,Ensenada,0001,Ensenada,0492,053,22,0,0,*,12,1.78,7,0.76,3.80,4,9
02,Baja California,001,Ensenada,0001,Ensenada,0492,054,14,0,0,*,14.38,1.67,6,0.48,2.80,3,6
02,Baja California,001,Ensenada,0001,Ensenada,0492,060,27,*,0,*,13.43,1.25,11,0.69,3.86,6,14
02,Baja California,001,Ensenada,0001,Ensenada,0492,065,0,0,0,0,0,0,1,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0492,066,0,0,0,0,0,0,1,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0492,067,31,0,0,*,14.07,1.44,16,0.39,1.94,12,13
02,Baja California,001,Ensenada,0001,Ensenada,0492,071,6,*,*,*,*,*,4,*,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0492,076,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0492,077,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0492,079,2,*,*,*,*,*,1,*,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0492,080,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0492,081,6,*,*,*,*,*,2,*,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0492,082,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0492,083,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0492,084,0,0,0,0,0,0,1,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0492,085,2,*,*,*,*,*,1,*,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0492,086,40,*,0,*,15.41,1.06,14,0.71,3.33,12,19
02,Baja California,001,Ensenada,0001,Total AGEB urbana,0505,000,730,19,11,135,13.94,2.02,300,0.50,2.84,199,282
02,Baja California,001,Ensenada,0001,Ensenada,0505,001,72,*,*,11,14.21,1.82,31,0.53,3,23,20
02,Baja California,001,Ensenada,0001,Ensenada,0505,002,107,*,4,15,13.19,2.44,42,0.49,2.97,29,37
02,Baja California,001,Ensenada,0001,Ensenada,0505,003,51,0,*,6,14.91,1.43,18,0.48,3,15,15
02,Baja California,001,Ensenada,0001,Ensenada,0505,004,35,0,0,4,14.88,1.81,18,0.43,2.69,12,12
02,Baja California,001,Ensenada,0001,Ensenada,0505,005,42,3,0,13,14.17,2.80,19,0.40,2.33,11,15
02,Baja California,001,Ensenada,0001,Ensenada,0505,006,68,*,0,15,13.66,1.97,25,0.52,2.96,17,26
02,Baja California,001,Ensenada,0001,Ensenada,0505,007,57,*,0,13,14.65,2.07,27,0.41,2.38,22,29
02,Baja California,001,Ensenada,0001,Ensenada,0505,010,50,3,*,9,13.82,1.63,14,0.63,3.57,8,10
02,Baja California,001,Ensenada,0001,Ensenada,0505,011,53,0,0,6,14,1.39,33,0.60,2.21,18,30
02,Baja California,001,Ensenada,0001,Ensenada,0505,012,50,*,0,11,13.77,1.77,18,0.49,2.94,14,22
02,Baja California,001,Ensenada,0001,Ensenada,0505,013,36,*,0,9,13.84,1.95,12,0.59,3.27,8,19
02,Baja California,001,Ensenada,0001,Ensenada,0505,014,36,*,0,12,13.74,2.78,19,0.43,2.57,9,19
