ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,P_TOTAL,P_0A2,P_3A5,POB65_MAS,GRAPROES,PROM_HNV,VIVTOT,PRO_OCUP_C,PROM_OCUP,VPH_PC,PNACOE
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6253,023,116,5,5,5,8.74,2.10,37,1.20,3.87,11,22
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6253,024,89,*,3,4,8.72,2.17,28,0.84,3.56,10,15
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6253,025,99,4,5,*,8.76,1.95,34,0.89,3.81,14,16
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6253,026,77,5,5,0,10.52,1.66,27,0.93,4.05,12,6
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6253,027,115,6,6,3,9.97,1.71,37,0.96,3.63,14,18
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6253,028,84,6,5,3,8.45,1.76,33,0.88,3.50,4,8
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6253,029,44,*,*,*,10.06,2.14,11,1.13,4.40,7,7
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6253,030,233,12,9,*,9.49,1.69,63,1,4.13,27,16
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6253,031,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0185,Total AGEB urbana,6268,000,1637,100,98,68,6.28,2.72,447,1.17,4.11,79,502
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6268,001,122,5,3,9,6.22,2.72,29,1.07,4.52,7,34
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6268,002,105,7,3,4,7.07,2.89,33,1.08,3.89,7,37
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6268,003,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6268,004,104,4,4,5,7.91,2.11,32,0.97,3.59,10,20
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6268,005,45,*,*,*,4.85,3.71,9,1.41,5,0,15
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6268,006,46,*,5,4,5.55,3.06,11,1.31,4.60,*,19
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6268,007,64,5,4,*,5.85,2.48,16,1.33,4.92,3,19
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6268,008,74,4,*,*,5.74,2.58,21,1.13,4.18,*,27
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6268,009,60,7,7,*,8.17,2.25,15,1.36,5,4,11
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6268,010,31,3,*,3,5.56,4.45,8,1.29,4.43,*,11
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6268,011,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6268,012,105,4,5,4,6.37,2.81,33,1.04,3.92,6,25
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6268,013,18,*,0,0,4,3.17,6,1.29,3,*,12
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6268,014,77,4,3,4,5.82,3.28,22,1.26,4.05,*,22
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6268,015,45,5,7,*,5.93,2.68,11,1.02,4.09,0,8
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6268,016,42,3,3,*,8.14,2.46,14,0.78,3.50,5,7
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6268,017,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6268,018,117,9,7,5,5.73,3.05,32,1.23,3.93,5,35
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6268,019,18,0,0,0,7.13,2.75,5,1.06,3.60,3,8
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6268,020,78,7,5,4,5.20,3.17,24,1.24,3.55,3,28
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6268,021,91,7,4,*,5.94,2.47,23,1.28,4.33,4,24
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6268,023,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6268,024,48,0,6,0,6.28,1.63,14,1.17,4,*,6
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6268,025,10,*,*,*,*,*,4,*,*,*,*
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6268,026,102,4,10,0,6.20,2.81,26,1.29,4.25,5,31
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6268,027,125,9,7,7,6.27,2.79,29,1.39,4.46,4,50
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6268,028,21,0,3,*,6.31,1.89,6,1.40,4.20,*,8
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6268,029,31,3,*,3,5.04,2,8,1.07,3.88,*,22
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6268,031,58,3,3,4,6.83,2.71,16,1.16,3.87,3,22
02,Baja California,002,Mexicali,0185,Total AGEB urbana,6821,000,1501,123,143,12,8.02,2.16,437,1.54,3.89,66,364
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6821,001,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6821,002,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6821,003,77,3,8,*,8.51,2.23,19,1.75,4.05,5,19
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6821,004,104,11,12,0,9.40,2,31,1.93,3.59,5,31
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6821,005,17,*,*,0,8.75,2,5,1.89,4.25,*,4
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6821,006,25,*,0,0,7.67,1.50,9,1.47,3.57,3,5
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6821,007,43,4,4,0,7.25,3,14,1.26,3.31,0,17
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6821,008,57,4,8,0,7.04,2.56,14,1.33,4.38,*,11
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6821,009,42,3,3,0,9.12,1.85,11,1.56,4.20,*,8
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6821,010,99,10,11,3,8.16,1.78,29,1.52,3.54,5,18
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6821,011,84,9,10,0,8.42,2.30,30,1.71,3.36,3,13
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6821,012,42,3,5,0,8.29,1.40,15,1.75,3.50,*,8
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6821,013,36,*,5,0,8.42,2.44,8,1.64,4.50,0,7
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6821,014,60,7,4,0,7.81,1.76,16,1.27,4.38,5,13
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6821,015,33,3,3,*,6.38,2.08,14,1.38,3.30,*,13
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6821,016,78,5,4,*,7.96,1.86,26,1.56,3.39,4,11
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6821,017,51,4,3,0,9.27,2,15,1.65,3.64,4,12
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6821,018,35,5,4,*,6.69,3.89,10,1.68,4.57,0,7
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6821,019,71,5,6,*,7.35,2.09,18,1.45,4.44,4,18
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6821,020,49,6,*,0,7.31,2.44,15,1.29,4.08,3,8
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6821,021,25,*,*,0,9.50,2.33,6,1.39,4.17,*,5
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6821,022,68,5,8,0,8.97,1.80,21,1.62,4,3,10
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6821,023,92,4,6,*,7,3,22,1.37,4.18,*,31
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6821,024,85,8,7,*,7.04,2.36,25,1.49,4.25,4,31
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6821,025,53,5,5,0,7.30,1.83,14,1.56,4.08,*,19
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6821,026,26,*,6,0,8,2.33,7,1.86,4.33,*,8
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6821,027,46,*,6,0,7.45,2.91,12,1.59,3.91,*,10
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6821,028,37,4,7,0,9.24,1.90,11,1.95,4.11,0,7
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6821,029,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6821,030,37,*,*,0,6.65,1.85,10,1.37,4.63,*,14
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),6821,031,29,3,3,0,9.53,1.50,10,1.45,3.22,*,6
02,Baja California,002,Mexicali,0185,Total AGEB urbana,7849,000,0,0,0,0,0,0,4,0,0,0,0
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),7849,001,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),7849,002,0,0,0,0,0,0,4,0,0,0,0
02,Baja California,002,Mexicali,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),7849,003,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0192,Total de la localidad urbana,0000,000,5101,254,281,355,7.28,2.61,1707,0.96,3.63,419,1808
02,Baja California,002,Mexicali,0192,Total AGEB urbana,5058,000,2583,119,143,172,6.72,2.57,854,0.96,3.63,208,871
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5058,001,68,*,5,4,4.15,1.88,26,1,3.58,9,21
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5058,002,70,3,7,9,5.06,2.33,21,0.91,3.50,6,24
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5058,003,44,0,5,5,7.52,2.67,18,0.73,2.93,7,16
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5058,004,50,*,*,*,7.77,3.12,21,1.14,3.85,6,21
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5058,005,122,7,4,10,6.52,2.49,35,1.09,3.81,7,53
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5058,006,105,4,*,8,6.47,2.89,32,1.02,3.89,7,41
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5058,007,98,4,5,6,4.85,2.74,32,0.96,3.27,6,33
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5058,008,84,*,5,5,6.16,2.41,32,1.20,4,10,25
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5058,009,115,4,9,4,5.50,3.05,35,1.06,3.97,10,34
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5058,010,86,*,5,5,6.78,2.28,25,0.95,3.58,5,35
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5058,011,76,5,4,6,5.41,3.25,28,1.07,3.62,3,28
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5058,012,65,*,*,8,7.65,3.29,20,0.87,4.06,5,19
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5058,013,84,4,5,6,7.21,2.92,26,0.87,3.36,4,26
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5058,014,53,3,4,3,8.55,2.25,17,0.88,3.31,4,13
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5058,015,57,*,0,4,8.43,1.72,21,0.93,4.07,3,17
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5058,016,61,3,*,6,7.36,3.05,25,0.81,3.59,4,18
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5058,017,51,4,*,8,5.51,3.42,21,1.13,3.19,4,20
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5058,018,27,4,*,4,7,3.44,8,1.17,3.38,*,13
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5058,019,120,4,7,8,7.13,2.43,34,1.01,3.75,9,33
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5058,020,58,3,5,7,2.13,2.96,22,0.88,3.22,6,21
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5058,021,73,5,5,*,6,2.50,25,0.87,3.32,7,26
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5058,022,79,4,5,5,4.83,1.97,27,0.95,3.43,6,31
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5058,023,85,3,4,3,6.21,3.10,36,0.89,3.15,5,33
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5058,024,105,9,5,6,5.79,2.23,32,1.03,4.20,10,40
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5058,025,116,3,8,3,4.05,2.45,32,1.08,4.30,4,42
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5058,026,34,*,*,*,6.67,3.10,9,0.79,3.78,5,9
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5058,027,45,*,*,*,6.40,2.53,16,0.82,3.75,7,15
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5058,028,68,4,*,*,6.22,1.61,20,0.97,4,8,13
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5058,029,57,4,4,3,8.41,2.55,19,0.76,3.17,8,15
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5058,030,51,5,5,*,7.69,2.89,18,1.02,3.75,0,17
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5058,031,47,*,*,*,9.13,3.27,15,0.87,3.62,7,14
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5058,032,67,*,3,6,7.54,2.44,23,0.79,3.19,7,18
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5058,033,27,3,3,3,6.53,1.67,10,0.96,3,0,*
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5058,034,17,0,0,*,8.43,2.29,8,0.61,2.43,3,8
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5058,035,82,4,5,7,6.91,2.61,23,1.14,4.32,3,25
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5058,036,95,6,6,4,6.77,2.11,27,1.09,3.65,9,35
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5058,037,34,*,4,0,8.45,2.38,12,1.03,4.86,*,12
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5058,038,7,0,*,*,5.50,5.33,3,0.88,2.33,*,6
02,Baja California,002,Mexicali,0192,Total AGEB urbana,5062,000,2372,122,132,180,7.75,2.66,804,0.96,3.65,198,880
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5062,001,50,*,*,4,8.23,3,19,0.88,3.57,3,24
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5062,002,39,*,3,7,7.87,3.76,29,0.70,3,5,12
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5062,003,36,*,*,4,7.77,2.37,14,0.68,2.77,5,16
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5062,004,61,3,*,7,8.55,2.55,18,0.91,3.59,5,30
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5062,005,70,*,6,7,7.88,2.55,32,0.82,3.50,11,33
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5062,006,95,8,3,7,7.04,2.76,33,1.13,3.80,4,37
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5062,007,99,6,8,4,7.37,2.53,28,1.02,3.81,5,41
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5062,008,42,*,3,*,11.94,1.93,17,0.78,4.20,8,9
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5062,009,55,*,5,4,11.46,2.93,16,0.74,3.67,7,24
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5062,010,58,5,5,5,6.46,2.21,23,1,3.63,0,18
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5062,011,50,4,*,6,10.29,1.95,16,0.71,3.33,8,20
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5062,012,60,5,*,7,8.44,2.95,20,0.83,3.33,5,19
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5062,013,57,*,*,6,7.86,2.55,26,0.76,3.35,6,25
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5062,014,43,*,0,4,7.86,2.72,20,0.69,2.87,4,13
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5062,015,115,5,5,6,6.72,2.53,29,1.25,4.11,7,39
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5062,016,79,5,5,5,6.96,3.42,27,1.11,4.16,5,25
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5062,017,133,9,*,6,7.38,2.56,38,1.10,4.16,11,44
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5062,018,134,8,15,5,7.38,2.64,37,1.43,4.47,4,38
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5062,019,69,3,6,6,8.06,2.15,21,0.93,3.63,8,31
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5062,020,91,4,6,6,7.52,2.49,38,0.91,2.94,9,32
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5062,021,43,*,*,4,6.47,2.50,11,1.08,3.91,3,15
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5062,022,84,3,4,7,8.40,2.40,26,0.88,3.50,6,36
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5062,024,29,0,*,*,9.88,2.33,8,0.71,4.14,*,9
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5062,025,69,6,*,3,8.69,2.75,22,1.03,3.83,*,18
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5062,026,38,*,0,5,5.66,3.77,17,0.93,3.17,*,12
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5062,027,41,3,*,*,8.73,2.12,17,0.68,2.93,6,23
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5062,028,44,*,*,*,8.54,2.09,14,0.84,4.22,5,20
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5062,029,41,5,4,3,7.20,3.42,20,0.87,2.56,*,16
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5062,030,56,0,*,6,6.22,3.08,20,0.84,3.11,4,18
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5062,031,70,7,6,3,6.25,3.22,23,1.25,3.89,3,25
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5062,032,47,*,3,4,7.65,2.32,17,0.87,3.62,9,20
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5062,033,86,3,6,11,7.77,2.34,27,0.91,3.91,14,31
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5062,034,94,3,5,7,7.04,2.97,28,1.13,3.92,8,27
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5062,035,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5062,036,120,4,11,7,7.58,2.97,29,1.20,4.14,9,53
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,5062,037,74,6,3,6,6.57,3.04,24,1.09,3.52,4,27
02,Baja California,002,Mexicali,0192,Total AGEB urbana,6234,000,4,0,0,0,6.50,2,1,1,4,*,*
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,6234,001,4,*,*,*,*,*,1,*,*,*,*
02,Baja California,002,Mexicali,0192,Total AGEB urbana,7533,000,135,12,6,3,6.85,2.17,45,1.24,3.38,11,54
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,7533,001,24,4,*,0,8.23,2.43,8,1.50,4,*,6
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,7533,002,14,*,0,*,6.30,3.50,4,1.08,3.50,0,8
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,7533,003,10,0,0,*,4.44,4,5,0.77,2,*,6
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,7533,004,10,0,0,0,8.56,0.80,4,1.11,3.33,0,3
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,7533,005,7,0,*,0,6.83,0.33,4,1.40,2.33,0,5
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,7533,006,18,3,*,0,8,1.83,4,1.20,4.50,*,6
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,7533,007,35,4,*,0,6.09,2.47,11,1.46,3.50,5,16
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,7533,008,13,0,*,0,8.25,2.33,3,1.30,4.33,*,4
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,7533,009,1,*,*,*,*,*,1,*,*,*,*
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,7533,010,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,7533,011,3,*,*,*,*,*,1,*,*,*,*
02,Baja California,002,Mexicali,0192,Total AGEB urbana,7548,000,5,*,0,0,0,3,2,1,5,*,*
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,7548,001,5,*,*,*,*,*,2,*,*,*,*
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,7548,002,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0192,Total AGEB urbana,7815,000,2,0,0,0,9,7,1,0,2,0,*
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,7815,001,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,7815,002,2,*,*,*,*,*,1,*,*,*,*
02,Baja California,002,Mexicali,0192,Ejido Hermosillo,7815,003,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0225,Total de la localidad urbana,0000,000,3086,141,140,223,9.18,2.26,1008,0.82,3.58,422,537
02,Baja California,002,Mexicali,0225,Total AGEB urbana,5306,000,3086,141,140,223,9.18,2.26,1008,0.82,3.58,422,537
02,Baja California,002,Mexicali,0225,Michoacán de Ocampo,5306,001,74,*,4,4,9.28,2.45,24,0.78,3.70,11,5
02,Baja California,002,Mexicali,0225,Michoacán de Ocampo,5306,002,35,*,*,*,12.14,1.88,16,0.66,3.18,5,6
02,Baja California,002,Mexicali,0225,Michoacán de Ocampo,5306,003,67,3,0,3,10.10,2.26,19,0.93,3.94,7,10
02,Baja California,002,Mexicali,0225,Michoacán de Ocampo,5306,004,51,4,*,0,9.34,1.89,17,0.80,3.40,8,4
02,Baja California,002,Mexicali,0225,Michoacán de Ocampo,5306,005,115,8,9,6,8.79,2.12,37,0.87,3.63,16,12
02,Baja California,002,Mexicali,0225,Michoacán de Ocampo,5306,006,146,10,8,15,8.72,2.96,43,0.72,3.56,19,27
02,Baja California,002,Mexicali,0225,Michoacán de Ocampo,5306,007,100,6,*,4,9.05,1.83,34,0.75,3.23,13,14
02,Baja California,002,Mexicali,0225,Michoacán de Ocampo,5306,008,106,5,5,7,9.13,2.53,32,0.88,4.08,12,15
02,Baja California,002,Mexicali,0225,Michoacán de Ocampo,5306,009,53,*,4,6,9.30,2.05,20,0.68,3.12,9,8
02,Baja California,002,Mexicali,0225,Michoacán de Ocampo,5306,010,130,5,4,10,9.75,2.44,37,0.91,3.82,20,22
02,Baja California,002,Mexicali,0225,Michoacán de Ocampo,5306,011,82,5,3,8,8.93,2.23,28,0.81,3.28,13,16
02,Baja California,002,Mexicali,0225,Michoacán de Ocampo,5306,012,107,5,4,5,9.74,2.10,42,0.74,3.34,20,18
02,Baja California,002,Mexicali,0225,Michoacán de Ocampo,5306,013,36,*,0,4,8.52,2.57,15,0.71,3,6,14
02,Baja California,002,Mexicali,0225,Michoacán de Ocampo,5306,014,74,0,*,15,9.09,2.38,28,0.69,3.08,12,11
02,Baja California,002,Mexicali,0225,Michoacán de Ocampo,5306,015,93,6,6,4,9.42,2.03,27,1.06,4.43,12,13
02,Baja California,002,Mexicali,0225,Michoacán de Ocampo,5306,016,102,7,8,8,8.79,2.94,26,1.11,4.08,10,20
02,Baja California,002,Mexicali,0225,Michoacán de Ocampo,5306,017,106,7,5,10,8.58,1.98,32,0.90,3.93,12,21
02,Baja California,002,Mexicali,0225,Michoacán de Ocampo,5306,018,86,3,6,6,10.30,2.61,28,0.72,3.31,14,11
02,Baja California,002,Mexicali,0225,Michoacán de Ocampo,5306,019,99,6,8,*,9.65,1.74,30,0.83,3.54,12,23
02,Baja California,002,Mexicali,0225,Michoacán de Ocampo,5306,020,110,*,5,5,9,2,35,0.75,3.55,20,11
