index,NOM_LOC,AGEB,MZA,P_TOTAL,POB65_MAS,GRAPROES,PROM_HNV,VIVTOT,PRO_OCUP_C,PROM_OCUP,VPH_PC,OTRAENT,P_0A5
3333,Ensenada,7926,1,3348.0,244.0,9.17542857142857,2.046,1020.0,0.7368571428571429,3.2354285714285713,594.0,957.0,314.0
3369,Ensenada,7930,1,4193.0,345.0,9.493863636363637,2.353863636363636,1442.0,0.8715909090909091,3.4477272727272723,586.0,1443.0,439.0
3414,Ensenada,7945,1,2060.0,162.0,8.968181818181819,2.1290909090909094,672.0,0.8975000000000001,3.5313636363636363,272.0,760.0,283.0
3508,Ensenada,7964,1,2493.0,237.0,11.740408163265306,1.7851020408163265,928.0,0.5551020408163265,3.008979591836735,622.0,911.0,179.0
3558,Ensenada,7979,1,5628.0,332.0,8.9954,1.7616,1849.0,0.6118,2.877,966.0,1814.0,460.0
3609,Ensenada,7998,1,1436.0,51.0,10.623488372093023,1.770232558139535,493.0,0.7169767441860465,3.333720930232558,360.0,511.0,102.0
3653,Ensenada,8002,1,1275.0,79.0,6.536206896551724,1.507241379310345,452.0,0.6551724137931034,2.4886206896551726,156.0,549.0,152.0
3683,Ensenada,8017,1,1778.0,80.0,9.382926829268293,1.911951219512195,624.0,0.8946341463414634,3.686341463414634,257.0,640.0,210.0
3725,Ensenada,8021,1,1521.0,119.0,8.754634146341463,1.8370731707317074,537.0,0.7834146341463414,3.1778048780487804,241.0,532.0,96.0
3767,Ensenada,8036,1,393.0,69.0,6.9848888888888885,1.222888888888889,526.0,0.3593333333333333,1.5337777777777777,105.0,164.0,12.0
3813,Ensenada,8040,1,722.0,25.0,8.293191489361703,1.4206382978723404,350.0,0.64,2.7104255319148938,164.0,376.0,53.0
3861,Ensenada,8055,1,916.0,70.0,9.518723404255319,1.6725531914893617,559.0,0.6251063829787233,2.6859574468085103,205.0,385.0,25.0
3956,Ensenada,8074,1,3837.0,341.0,8.352093023255813,2.047906976744186,1425.0,0.7667441860465116,3.1165116279069767,472.0,1418.0,410.0
4000,Ensenada,8089,1,971.0,43.0,6.3777083333333335,1.73125,326.0,0.82625,2.876041666666667,95.0,486.0,85.0
4049,Ensenada,8093,1,502.0,0.0,5.7909375,1.6578125,186.0,0.8259375,2.65,12.0,245.0,72.0
4082,Ensenada,8106,1,2393.0,123.0,6.966304347826087,1.997608695652174,710.0,0.9843478260869566,3.359565217391304,268.0,1038.0,356.0
4129,Ensenada,8110,1,2774.0,95.0,7.218684210526316,2.1378947368421053,859.0,1.105263157894737,3.6355263157894737,255.0,1247.0,334.0
4172,Ensenada,8394,1,1382.0,15.0,7.417777777777778,2.1461111111111113,387.0,1.315,4.067777777777778,75.0,700.0,208.0
4191,Ensenada,8407,1,774.0,22.0,12.75375,1.4525,271.0,0.80375,3.47375,176.0,208.0,82.0
4200,Ensenada,8426,1,2398.0,32.0,6.595000000000001,2.26921052631579,694.0,1.358684210526316,3.9215789473684213,135.0,1108.0,404.0
4239,Ensenada,8430,1,2190.0,36.0,6.323939393939394,1.9348484848484848,610.0,1.132121212121212,3.639393939393939,164.0,1004.0,242.0
4273,Ensenada,8445,1,2254.0,61.0,6.977391304347826,1.9445652173913044,683.0,1.4495652173913045,3.582826086956522,124.0,1063.0,295.0
4353,Ensenada,8464,1,3534.0,111.0,7.365490196078431,2.3676470588235294,1004.0,1.2909803921568628,3.9439215686274514,302.0,1612.0,508.0
4405,Ensenada,8479,1,1054.0,84.0,9.591111111111111,2.1570370370370373,360.0,1.0025925925925927,3.795185185185185,154.0,505.0,139.0
4433,Ensenada,8568,1,1497.0,22.0,11.546666666666667,1.3914285714285715,555.0,0.8128571428571428,3.268095238095238,321.0,499.0,164.0
4455,Ensenada,8572,1,504.0,3.0,9.76142857142857,1.747142857142857,162.0,1.0257142857142856,3.6228571428571428,71.0,180.0,66.0
4463,Ensenada,8587,1,248.0,6.0,7.3428571428571425,2.454285714285714,77.0,0.9821428571428571,3.597857142857143,12.0,162.0,43.0
4478,Ensenada,8680,1,2520.0,52.0,11.60190476190476,1.6204761904761906,888.0,0.8957142857142857,3.567619047619048,469.0,898.0,348.0
4500,Ensenada,8695,1,156.0,3.0,8.30625,1.41875,51.0,0.7825000000000001,2.59875,36.0,69.0,32.0
4509,Ensenada,8708,1,877.0,0.0,8.79277777777778,1.1766666666666667,276.0,0.7072222222222222,2.825,157.0,269.0,123.0
4528,Ensenada,8712,1,58.0,0.0,7.4725,1.2725,24.0,0.645,2.6425,9.0,29.0,0.0
4533,Ensenada,8727,1,357.0,3.0,7.010555555555555,1.9116666666666664,128.0,1.1972222222222222,3.4044444444444446,0.0,193.0,30.0
4552,Ensenada,8731,1,2142.0,31.0,11.075609756097561,1.5814634146341464,739.0,0.9275609756097561,3.2878048780487807,392.0,760.0,269.0
4594,Ensenada,8746,1,1434.0,13.0,8.548125,1.924375,510.0,1.02875,3.3871875,185.0,724.0,269.0
4627,Ensenada,9551,1,47.0,3.0,7.138333333333333,0.6083333333333333,14.0,0.375,1.905,13.0,34.0,3.0
4634,Ensenada,9566,1,279.0,0.0,4.68,1.259,93.0,0.7889999999999999,2.162,11.0,131.0,46.0
4645,Ensenada,9585,1,817.0,9.0,7.364615384615385,1.2715384615384617,250.0,0.8530769230769231,2.6107692307692307,124.0,233.0,149.0
4700,Ensenada,9602,1,2538.0,33.0,11.271428571428572,1.3362857142857143,1125.0,0.6245714285714286,2.8594285714285714,560.0,1051.0,369.0
4736,Ensenada,9617,1,1280.0,17.0,8.081025641025642,1.6271794871794871,413.0,1.048974358974359,3.3248717948717945,153.0,847.0,180.0
4776,Ensenada,9621,1,80.0,5.0,8.44,2.395,26.0,1.115,4.585,6.0,80.0,12.0
4779,Ensenada,9636,1,3448.0,58.0,9.434358974358974,1.7143589743589744,1361.0,0.8828205128205128,3.2548717948717947,642.0,1460.0,503.0
4819,Ensenada,9640,1,2492.0,122.0,8.4216,1.7688,976.0,0.8398,3.0982,547.0,1298.0,445.0
4870,Ensenada,9655,1,2276.0,34.0,8.248085106382979,1.5046808510638299,767.0,0.8761702127659574,3.048723404255319,317.0,956.0,389.0
4962,Ensenada,9674,1,2472.0,40.0,11.667631578947368,1.641315789473684,977.0,0.9239473684210526,3.3531578947368423,498.0,949.0,355.0
5001,Ensenada,9689,1,449.0,6.0,10.09,1.6533333333333333,151.0,1.06,3.516666666666666,59.0,141.0,89.0
5005,Ensenada,9693,1,888.0,13.0,8.518823529411764,1.993823529411765,331.0,1.0623529411764705,3.1758823529411764,141.0,393.0,220.0
5040,Ensenada,9706,1,2384.0,4.0,10.708055555555555,1.7694444444444446,869.0,0.9541666666666667,3.481666666666667,381.0,947.0,403.0
