index,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,P_TOTAL,P_0A2,P_3A5,POB65_MAS,GRAPROES,PROM_HNV,VIVTOT,PRO_OCUP_C,PROM_OCUP,VPH_PC,OTRAENT
1643,Ensenada,1,Ensenada,0859,20,46.0,0.0,0.0,9.0,10.73,2.05,24.0,0.61,2.42,11.0,11.0
1644,Ensenada,1,Ensenada,0859,21,85.0,0.0,0.0,24.0,11.06,2.54,35.0,0.69,2.83,21.0,26.0
1645,Ensenada,1,Ensenada,0859,22,75.0,0.0,0.0,15.0,12.08,2.08,35.0,0.64,2.59,20.0,23.0
1646,Ensenada,1,Ensenada,0859,24,68.0,0.0,3.0,23.0,12.33,1.55,28.0,0.49,2.72,16.0,22.0
1647,Ensenada,1,Ensenada,0859,25,69.0,0.0,3.0,19.0,12.6,2.11,32.0,0.55,2.65,17.0,19.0
1648,Ensenada,1,Ensenada,0859,26,62.0,0.0,3.0,8.0,10.11,2.03,28.0,0.63,2.7,11.0,14.0
1649,Ensenada,1,Ensenada,0859,27,74.0,0.0,3.0,12.0,12.37,1.75,36.0,0.57,2.31,21.0,21.0
1650,Ensenada,1,Ensenada,0859,28,81.0,5.0,3.0,15.0,11.22,1.74,34.0,0.66,2.79,18.0,25.0
1651,Ensenada,1,Ensenada,0859,29,83.0,5.0,3.0,20.0,12.97,1.78,33.0,0.56,2.77,25.0,21.0
1652,Ensenada,1,Ensenada,0859,30,89.0,5.0,3.0,24.0,12.44,1.76,38.0,0.51,2.62,24.0,22.0
1653,Ensenada,1,Ensenada,0859,31,57.0,5.0,0.0,11.0,12.35,1.85,26.0,0.55,2.59,13.0,20.0
1654,Ensenada,1,Ensenada,0859,32,99.0,5.0,0.0,23.0,13.18,1.93,43.0,0.49,2.75,31.0,28.0
1655,Ensenada,1,Ensenada,0859,33,77.0,5.0,0.0,19.0,12.81,1.39,38.0,0.52,2.2,22.0,34.0
1656,Ensenada,1,Ensenada,0859,34,115.0,5.0,3.0,32.0,13.86,1.8,41.0,0.63,3.03,30.0,41.0
1657,Ensenada,1,Ensenada,0859,35,108.0,4.0,4.0,12.0,14.13,1.47,38.0,0.64,3.18,26.0,19.0
1658,Ensenada,1,Ensenada,0859,36,84.0,4.0,4.0,26.0,12.72,2.08,37.0,0.47,2.4,27.0,29.0
1659,Ensenada,1,Ensenada,0859,37,53.0,0.0,0.0,10.0,13.94,2.22,30.0,0.46,2.12,19.0,22.0
1660,Ensenada,1,Ensenada,0859,38,106.0,4.0,0.0,37.0,11.2,1.74,36.0,0.48,2.72,23.0,19.0
1662,Ensenada,1,Ensenada,0863,1,82.0,4.0,6.0,11.0,10.29,2.39,29.0,0.77,3.28,14.0,17.0
1663,Ensenada,1,Ensenada,0863,2,15.0,0.0,6.0,11.0,10.67,2.11,4.0,1.07,3.75,14.0,6.0
1664,Ensenada,1,Ensenada,0863,3,16.0,0.0,0.0,11.0,8.33,2.67,6.0,1.14,4.0,14.0,4.0
1665,Ensenada,1,Ensenada,0863,4,61.0,0.0,0.0,5.0,13.81,1.84,25.0,0.54,2.77,20.0,17.0
1666,Ensenada,1,Ensenada,0863,5,63.0,0.0,0.0,9.0,13.22,2.0,27.0,0.57,2.52,14.0,21.0
1667,Ensenada,1,Ensenada,0863,6,76.0,0.0,0.0,10.0,12.12,1.74,31.0,0.59,2.92,19.0,18.0
1668,Ensenada,1,Ensenada,0863,7,77.0,3.0,3.0,13.0,12.16,1.94,28.0,0.88,3.35,13.0,14.0
1669,Ensenada,1,Ensenada,0863,8,78.0,3.0,3.0,14.0,11.14,2.51,27.0,0.66,3.0,17.0,26.0
1670,Ensenada,1,Ensenada,0863,9,9.0,0.0,0.0,0.0,13.88,1.0,3.0,0.69,3.0,3.0,6.0
1671,Ensenada,1,Ensenada,0863,10,49.0,0.0,0.0,7.0,11.76,1.64,15.0,0.73,3.77,10.0,10.0
1672,Ensenada,1,Ensenada,0863,11,47.0,0.0,0.0,7.0,10.44,2.05,14.0,0.89,3.92,10.0,10.0
1673,Ensenada,1,Ensenada,0863,12,40.0,0.0,0.0,11.0,10.81,2.53,15.0,0.63,2.67,7.0,14.0
1674,Ensenada,1,Ensenada,0863,13,72.0,0.0,5.0,11.0,12.02,1.31,26.0,0.75,2.88,21.0,19.0
1675,Ensenada,1,Ensenada,0863,14,8.0,0.0,5.0,11.0,12.02,1.31,5.0,0.75,2.88,21.0,19.0
1676,Ensenada,1,Ensenada,0863,15,68.0,0.0,5.0,8.0,13.18,1.47,24.0,0.56,3.09,19.0,14.0
1677,Ensenada,1,Ensenada,0863,16,57.0,0.0,5.0,11.0,12.2,1.42,28.0,0.58,2.59,15.0,22.0
1678,Ensenada,1,Ensenada,0863,17,69.0,3.0,5.0,9.0,10.79,1.67,31.0,0.68,2.76,13.0,21.0
1679,Ensenada,1,Ensenada,0863,18,92.0,3.0,4.0,18.0,11.51,2.46,40.0,0.63,2.71,21.0,38.0
1680,Ensenada,1,Ensenada,0863,19,8.0,3.0,4.0,18.0,11.51,2.46,2.0,0.63,2.71,21.0,38.0
1681,Ensenada,1,Ensenada,0863,20,75.0,3.0,3.0,14.0,11.76,1.84,27.0,0.68,3.13,17.0,31.0
1682,Ensenada,1,Ensenada,0863,21,59.0,3.0,3.0,7.0,10.47,1.78,21.0,0.66,3.11,6.0,17.0
1683,Ensenada,1,Ensenada,0863,22,51.0,3.0,3.0,8.0,12.63,2.11,18.0,0.76,3.4,11.0,13.0
1684,Ensenada,1,Ensenada,0863,23,113.0,3.0,5.0,17.0,10.7,1.89,44.0,0.77,3.05,20.0,28.0
1685,Ensenada,1,Ensenada,0863,25,45.0,0.0,3.0,8.0,9.39,2.52,25.0,0.9,2.81,7.0,14.0
1686,Ensenada,1,Ensenada,0863,26,89.0,0.0,3.0,17.0,9.82,2.07,34.0,0.75,2.87,18.0,20.0
1687,Ensenada,1,Ensenada,0863,27,120.0,4.0,5.0,7.0,11.01,1.94,33.0,0.92,3.75,21.0,32.0
1688,Ensenada,1,Ensenada,0863,28,55.0,0.0,5.0,8.0,12.73,1.69,21.0,0.62,3.06,15.0,10.0
1689,Ensenada,1,Ensenada,0863,29,64.0,0.0,5.0,8.0,11.87,1.87,24.0,0.79,2.78,18.0,19.0
1690,Ensenada,1,Ensenada,0863,30,57.0,0.0,4.0,12.0,11.7,2.12,18.0,0.74,3.17,14.0,20.0
1691,Ensenada,1,Ensenada,0863,31,310.0,11.0,12.0,36.0,11.94,1.72,118.0,0.71,2.87,68.0,102.0
1692,Ensenada,1,Ensenada,0863,32,13.0,11.0,0.0,36.0,9.82,1.0,5.0,0.62,2.6,3.0,5.0
1693,Ensenada,1,Ensenada,0863,33,62.0,11.0,0.0,10.0,11.78,1.61,18.0,0.74,3.65,9.0,16.0
1694,Ensenada,1,Ensenada,0863,34,64.0,0.0,0.0,10.0,12.92,1.94,33.0,0.6,2.67,16.0,19.0
1695,Ensenada,1,Ensenada,0863,35,79.0,3.0,0.0,9.0,12.18,1.76,42.0,0.55,2.39,20.0,19.0
1696,Ensenada,1,Ensenada,0863,36,21.0,3.0,0.0,9.0,12.11,3.09,7.0,0.7,3.0,5.0,10.0
1697,Ensenada,1,Ensenada,0863,37,73.0,6.0,5.0,5.0,14.13,1.66,23.0,0.66,3.17,17.0,16.0
1698,Ensenada,1,Ensenada,0863,38,69.0,0.0,5.0,8.0,10.53,2.03,26.0,0.67,2.65,13.0,11.0
1699,Ensenada,1,Ensenada,0863,39,24.0,0.0,5.0,5.0,10.62,2.4,7.0,0.75,3.43,3.0,7.0
1700,Ensenada,1,Ensenada,0863,40,71.0,0.0,5.0,11.0,12.12,1.53,23.0,0.71,3.23,15.0,13.0
1701,Ensenada,1,Ensenada,0863,41,82.0,3.0,3.0,12.0,12.47,1.47,30.0,0.69,3.15,19.0,17.0
1702,Ensenada,1,Ensenada,0863,42,92.0,3.0,6.0,10.0,11.32,1.29,34.0,0.7,3.07,17.0,19.0
1703,Ensenada,1,Ensenada,0863,46,12.0,3.0,0.0,10.0,11.0,2.4,5.0,0.57,3.0,3.0,3.0
1705,Ensenada,1,Ensenada,0882,1,34.0,0.0,0.0,14.0,12.24,2.0,16.0,0.5,2.62,11.0,10.0
1706,Ensenada,1,Ensenada,0882,2,129.0,4.0,0.0,24.0,12.44,1.52,53.0,0.56,2.63,32.0,58.0
1707,Ensenada,1,Ensenada,0882,3,137.0,6.0,7.0,16.0,11.21,2.13,51.0,0.7,2.85,24.0,41.0
1708,Ensenada,1,Ensenada,0882,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1709,Ensenada,1,Ensenada,0882,5,87.0,0.0,0.0,12.0,10.64,2.45,26.0,0.84,3.48,13.0,26.0
1710,Ensenada,1,Ensenada,0882,6,86.0,3.0,6.0,17.0,10.64,1.84,29.0,0.85,3.44,18.0,25.0
1711,Ensenada,1,Ensenada,0882,7,101.0,3.0,3.0,11.0,11.95,1.8,35.0,0.72,3.16,22.0,29.0
1712,Ensenada,1,Ensenada,0882,8,94.0,3.0,0.0,15.0,11.94,1.6,42.0,0.63,3.24,20.0,38.0
1713,Ensenada,1,Ensenada,0882,9,118.0,0.0,3.0,19.0,11.97,2.04,45.0,0.64,3.03,32.0,34.0
1714,Ensenada,1,Ensenada,0882,10,128.0,3.0,3.0,18.0,13.91,1.39,54.0,0.58,2.37,44.0,40.0
1715,Ensenada,1,Ensenada,0882,11,45.0,3.0,0.0,9.0,13.39,2.0,17.0,0.65,2.81,11.0,19.0
1716,Ensenada,1,Ensenada,0882,12,117.0,3.0,3.0,32.0,13.58,2.26,44.0,0.53,2.85,30.0,40.0
1717,Ensenada,1,Ensenada,0882,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1718,Ensenada,1,Ensenada,0882,14,115.0,5.0,4.0,13.0,10.99,1.43,36.0,0.83,3.38,23.0,35.0
1719,Ensenada,1,Ensenada,0882,15,44.0,3.0,4.0,8.0,8.88,2.35,21.0,0.67,2.59,8.0,20.0
1720,Ensenada,1,Ensenada,0882,16,66.0,3.0,4.0,14.0,10.8,2.36,24.0,0.66,2.87,10.0,24.0
1721,Ensenada,1,Ensenada,0882,17,75.0,3.0,4.0,12.0,10.4,2.24,30.0,0.74,2.88,11.0,37.0
1722,Ensenada,1,Ensenada,0882,18,187.0,3.0,8.0,39.0,13.28,1.61,70.0,0.6,2.88,48.0,37.0
1723,Ensenada,1,Ensenada,0882,19,41.0,0.0,0.0,14.0,13.03,1.58,14.0,0.47,2.93,11.0,18.0
1724,Ensenada,1,Ensenada,0882,20,113.0,3.0,0.0,31.0,11.95,1.93,46.0,0.56,2.63,28.0,43.0
1725,Ensenada,1,Ensenada,0882,21,102.0,5.0,0.0,13.0,10.56,2.04,36.0,0.76,3.09,12.0,29.0
1726,Ensenada,1,Ensenada,0882,22,58.0,5.0,0.0,12.0,9.76,1.64,22.0,0.63,2.76,11.0,20.0
1727,Ensenada,1,Ensenada,0882,23,56.0,4.0,0.0,8.0,9.41,2.42,24.0,0.67,2.95,14.0,17.0
1728,Ensenada,1,Ensenada,0882,25,94.0,4.0,3.0,23.0,13.49,1.51,38.0,0.59,2.76,25.0,26.0
1729,Ensenada,1,Ensenada,0882,26,48.0,4.0,0.0,13.0,14.26,1.91,20.0,0.48,2.53,15.0,17.0
1730,Ensenada,1,Ensenada,0882,27,132.0,4.0,5.0,33.0,12.18,2.09,51.0,0.57,2.81,30.0,42.0
1731,Ensenada,1,Ensenada,0882,28,71.0,3.0,7.0,9.0,11.23,1.32,27.0,0.68,2.96,16.0,21.0
1732,Ensenada,1,Ensenada,0882,30,68.0,3.0,7.0,17.0,13.07,2.15,28.0,0.49,2.62,23.0,13.0
1733,Ensenada,1,Ensenada,0882,31,23.0,3.0,7.0,5.0,12.55,1.69,18.0,0.45,2.3,8.0,7.0
1734,Ensenada,1,Ensenada,0882,32,94.0,0.0,3.0,13.0,13.29,1.53,50.0,0.58,2.19,30.0,38.0
1735,Ensenada,1,Ensenada,0882,33,49.0,0.0,3.0,13.0,10.02,2.45,21.0,0.58,2.45,8.0,15.0
1736,Ensenada,1,Ensenada,0882,35,18.0,0.0,4.0,0.0,15.0,1.6,5.0,0.75,3.6,4.0,15.0
1737,Ensenada,1,Ensenada,0882,36,15.0,0.0,4.0,0.0,12.64,1.5,11.0,0.5,1.88,5.0,4.0
1738,Ensenada,1,Ensenada,0882,37,37.0,0.0,0.0,8.0,10.5,2.29,15.0,0.5,2.85,10.0,11.0
1740,Ensenada,1,Ensenada,0929,3,68.0,0.0,7.0,6.0,12.92,1.69,31.0,0.77,2.72,16.0,26.0
1741,Ensenada,1,Ensenada,0929,4,41.0,0.0,3.0,7.0,10.97,2.87,10.0,0.92,3.0,4.0,16.0
1742,Ensenada,1,Ensenada,0929,5,26.0,0.0,3.0,7.0,12.17,2.0,20.0,0.93,3.71,4.0,14.0
1743,Ensenada,1,Ensenada,0929,6,39.0,0.0,0.0,5.0,13.34,1.71,14.0,0.63,3.25,10.0,17.0
1744,Ensenada,1,Ensenada,0929,7,2.0,0.0,0.0,5.0,13.34,1.71,9.0,0.63,3.25,10.0,17.0
1745,Ensenada,1,Ensenada,0929,8,43.0,0.0,0.0,6.0,13.62,1.94,17.0,0.64,2.53,12.0,11.0
1746,Ensenada,1,Ensenada,0929,9,33.0,0.0,0.0,6.0,11.64,2.27,12.0,0.82,3.0,6.0,10.0
1747,Ensenada,1,Ensenada,0929,10,1.0,0.0,0.0,6.0,11.64,2.27,1.0,0.82,3.0,6.0,10.0
1748,Ensenada,1,Ensenada,0929,11,7.0,0.0,0.0,6.0,11.64,2.27,3.0,0.82,3.0,6.0,10.0
1749,Ensenada,1,Ensenada,0929,12,69.0,0.0,3.0,3.0,13.15,1.7,24.0,0.69,3.14,16.0,18.0
1750,Ensenada,1,Ensenada,0929,13,24.0,0.0,3.0,3.0,12.17,1.67,11.0,1.0,2.4,5.0,8.0
1751,Ensenada,1,Ensenada,0929,15,2.0,0.0,3.0,3.0,12.17,1.67,2.0,1.0,2.4,5.0,8.0
1752,Ensenada,1,Ensenada,0929,16,46.0,0.0,3.0,5.0,12.31,1.74,17.0,0.57,3.07,11.0,18.0
1753,Ensenada,1,Ensenada,0929,17,69.0,0.0,0.0,6.0,13.07,1.53,33.0,0.55,2.46,21.0,31.0
1754,Ensenada,1,Ensenada,0929,18,25.0,0.0,3.0,6.0,12.33,2.17,8.0,0.75,3.0,4.0,13.0
1755,Ensenada,1,Ensenada,0929,21,7.0,0.0,3.0,6.0,12.33,2.17,2.0,0.75,3.0,4.0,13.0
1756,Ensenada,1,Ensenada,0929,23,105.0,4.0,3.0,14.0,13.53,1.36,49.0,0.66,2.56,33.0,24.0
1757,Ensenada,1,Ensenada,0929,24,83.0,3.0,3.0,18.0,11.99,1.81,35.0,0.63,2.86,17.0,32.0
1758,Ensenada,1,Ensenada,0929,25,72.0,3.0,4.0,7.0,13.41,1.7,41.0,0.64,2.4,22.0,15.0
1759,Ensenada,1,Ensenada,0929,31,37.0,0.0,4.0,0.0,11.82,1.0,14.0,0.86,2.64,10.0,14.0
1760,Ensenada,1,Ensenada,0929,32,7.0,0.0,0.0,3.0,9.0,3.67,3.0,0.44,2.33,3.0,14.0
1761,Ensenada,1,Ensenada,0929,33,35.0,0.0,0.0,7.0,13.61,1.93,30.0,0.43,2.19,10.0,11.0
1762,Ensenada,1,Ensenada,0929,37,6.0,0.0,0.0,7.0,13.61,1.93,8.0,0.43,2.19,10.0,11.0
1763,Ensenada,1,Ensenada,0929,38,62.0,0.0,0.0,5.0,14.32,1.27,25.0,0.7,2.7,16.0,12.0
1764,Ensenada,1,Ensenada,0929,39,57.0,0.0,0.0,7.0,12.39,1.48,45.0,0.68,2.48,17.0,23.0
1765,Ensenada,1,Ensenada,0929,40,48.0,0.0,0.0,3.0,13.54,1.05,30.0,0.72,2.53,14.0,17.0
1766,Ensenada,1,Ensenada,0929,42,38.0,0.0,0.0,3.0,12.6,1.53,18.0,0.7,2.92,11.0,12.0
1767,Ensenada,1,Ensenada,0929,43,77.0,0.0,0.0,11.0,13.39,1.52,44.0,0.64,2.96,23.0,36.0
1768,Ensenada,1,Ensenada,0929,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1769,Ensenada,1,Ensenada,0929,45,20.0,0.0,0.0,4.0,13.0,1.0,18.0,0.65,2.86,6.0,5.0
1770,Ensenada,1,Ensenada,0929,53,12.0,0.0,0.0,4.0,11.22,2.2,6.0,0.71,2.0,6.0,3.0
1771,Ensenada,1,Ensenada,0929,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1772,Ensenada,1,Ensenada,0929,55,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1774,Ensenada,1,Ensenada,1005,1,917.0,46.0,47.0,21.0,10.45,1.68,297.0,0.93,3.21,147.0,333.0
1775,Ensenada,1,Ensenada,1005,2,139.0,7.0,5.0,21.0,10.39,1.56,46.0,0.93,3.39,24.0,53.0
1776,Ensenada,1,Ensenada,1005,3,317.0,10.0,17.0,8.0,10.92,1.6,105.0,0.79,3.27,62.0,140.0
1777,Ensenada,1,Ensenada,1005,5,174.0,8.0,7.0,8.0,12.11,1.4,48.0,0.89,3.78,34.0,66.0
1778,Ensenada,1,Ensenada,1005,6,117.0,4.0,7.0,0.0,10.55,1.38,35.0,1.04,3.34,18.0,38.0
1779,Ensenada,1,Ensenada,1005,7,419.0,17.0,18.0,20.0,11.68,1.68,140.0,0.86,3.35,88.0,162.0
1780,Ensenada,1,Ensenada,1005,9,59.0,4.0,18.0,0.0,11.09,1.4,19.0,0.63,3.11,9.0,34.0
1781,Ensenada,1,Ensenada,1005,11,265.0,12.0,20.0,4.0,11.57,1.33,84.0,0.9,3.35,46.0,85.0
1782,Ensenada,1,Ensenada,1005,12,233.0,11.0,13.0,3.0,11.91,1.41,77.0,0.81,3.11,50.0,105.0
1783,Ensenada,1,Ensenada,1005,13,252.0,11.0,18.0,8.0,11.69,1.65,79.0,1.01,3.32,42.0,114.0
1784,Ensenada,1,Ensenada,1005,14,228.0,7.0,21.0,11.0,11.11,1.7,70.0,0.97,3.35,41.0,71.0
1785,Ensenada,1,Ensenada,1005,15,163.0,4.0,12.0,3.0,11.59,1.7,56.0,0.82,3.08,36.0,61.0
1786,Ensenada,1,Ensenada,1005,16,58.0,4.0,4.0,0.0,12.5,1.5,20.0,0.92,3.41,9.0,20.0
1787,Ensenada,1,Ensenada,1005,18,239.0,11.0,9.0,7.0,10.52,1.77,76.0,0.92,3.46,44.0,86.0
1788,Ensenada,1,Ensenada,1005,19,31.0,11.0,3.0,7.0,12.83,2.18,9.0,0.97,4.43,5.0,11.0
1790,Ensenada,1,Ensenada,101A,1,152.0,10.0,13.0,7.0,10.83,1.69,56.0,1.01,2.81,21.0,56.0
1791,Ensenada,1,Ensenada,101A,2,152.0,11.0,9.0,5.0,10.98,1.67,45.0,1.13,3.45,25.0,46.0
1792,Ensenada,1,Ensenada,101A,3,93.0,6.0,6.0,0.0,13.32,1.56,32.0,1.01,3.44,23.0,33.0
1793,Ensenada,1,Ensenada,101A,4,121.0,6.0,7.0,3.0,12.2,1.55,38.0,0.93,3.36,28.0,35.0
1794,Ensenada,1,Ensenada,101A,5,84.0,8.0,4.0,3.0,10.65,1.71,30.0,1.14,3.11,20.0,28.0
1795,Ensenada,1,Ensenada,101A,6,89.0,4.0,4.0,4.0,11.93,1.64,35.0,1.09,3.18,16.0,25.0
1796,Ensenada,1,Ensenada,101A,7,175.0,8.0,14.0,3.0,9.67,1.68,57.0,1.13,3.18,33.0,67.0
1797,Ensenada,1,Ensenada,101A,8,75.0,7.0,3.0,3.0,10.5,2.58,30.0,0.9,2.68,14.0,27.0
1798,Ensenada,1,Ensenada,101A,9,142.0,6.0,3.0,4.0,12.72,1.43,49.0,0.82,3.02,34.0,38.0
1799,Ensenada,1,Ensenada,101A,10,197.0,10.0,11.0,6.0,11.62,1.81,66.0,0.86,3.34,44.0,58.0
1800,Ensenada,1,Ensenada,101A,11,85.0,10.0,3.0,3.0,12.83,1.56,31.0,0.86,3.7,18.0,26.0
1801,Ensenada,1,Ensenada,101A,12,12.0,10.0,0.0,0.0,12.0,0.71,4.0,0.92,3.0,18.0,4.0
1802,Ensenada,1,Ensenada,101A,13,10.0,10.0,0.0,0.0,12.17,1.25,4.0,0.91,3.33,3.0,4.0
1803,Ensenada,1,Ensenada,101A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1804,Ensenada,1,Ensenada,101A,15,109.0,3.0,11.0,0.0,10.85,1.52,39.0,1.02,3.03,22.0,36.0
1805,Ensenada,1,Ensenada,101A,16,106.0,8.0,6.0,7.0,9.71,1.91,36.0,1.22,3.03,22.0,46.0
1806,Ensenada,1,Ensenada,101A,17,25.0,8.0,6.0,0.0,11.67,1.5,6.0,1.25,4.17,4.0,6.0
1807,Ensenada,1,Ensenada,101A,18,10.0,8.0,6.0,0.0,11.67,1.5,3.0,1.25,4.17,4.0,6.0
1808,Ensenada,1,Ensenada,101A,19,13.0,0.0,6.0,0.0,14.67,3.0,5.0,0.52,2.6,5.0,6.0
1810,Ensenada,1,Ensenada,1024,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1811,Ensenada,1,Ensenada,1024,2,45.0,0.0,0.0,0.0,13.52,1.22,21.0,0.63,3.0,10.0,14.0
1812,Ensenada,1,Ensenada,1024,3,77.0,0.0,7.0,0.0,13.45,1.48,32.0,0.88,3.67,14.0,23.0
1813,Ensenada,1,Ensenada,1024,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1814,Ensenada,1,Ensenada,1024,5,7.0,0.0,0.0,0.0,9.6,2.0,5.0,0.7,2.33,0.0,4.0
1815,Ensenada,1,Ensenada,1024,6,109.0,5.0,7.0,3.0,11.73,1.83,38.0,0.87,3.03,22.0,55.0
1816,Ensenada,1,Ensenada,1024,7,152.0,8.0,12.0,3.0,10.91,1.48,43.0,0.99,3.8,25.0,53.0
1817,Ensenada,1,Ensenada,1024,8,107.0,4.0,10.0,4.0,12.23,1.95,40.0,0.76,2.97,26.0,32.0
1818,Ensenada,1,Ensenada,1024,9,137.0,5.0,9.0,3.0,11.83,1.8,41.0,0.88,3.51,26.0,53.0
1819,Ensenada,1,Ensenada,1024,10,11.0,5.0,9.0,0.0,14.25,1.25,5.0,0.85,2.75,3.0,3.0
1820,Ensenada,1,Ensenada,1024,11,70.0,3.0,9.0,0.0,12.82,1.24,28.0,0.74,3.18,14.0,21.0
1821,Ensenada,1,Ensenada,1024,12,97.0,3.0,6.0,0.0,11.98,2.14,31.0,0.96,3.73,22.0,21.0
1822,Ensenada,1,Ensenada,1024,14,239.0,15.0,11.0,8.0,13.0,1.77,91.0,0.79,3.23,56.0,79.0
1823,Ensenada,1,Ensenada,1024,16,115.0,3.0,6.0,5.0,12.76,1.66,45.0,0.83,3.19,27.0,47.0
1824,Ensenada,1,Ensenada,1024,17,104.0,3.0,4.0,5.0,12.81,1.5,41.0,0.74,2.89,27.0,37.0
1825,Ensenada,1,Ensenada,1024,18,102.0,6.0,6.0,3.0,13.44,1.49,38.0,0.8,3.19,26.0,38.0
1826,Ensenada,1,Ensenada,1024,19,107.0,5.0,6.0,3.0,13.24,1.76,40.0,0.76,3.15,26.0,32.0
1827,Ensenada,1,Ensenada,1024,20,103.0,5.0,4.0,5.0,11.93,1.61,37.0,0.67,3.03,27.0,42.0
1828,Ensenada,1,Ensenada,1024,21,120.0,5.0,5.0,6.0,11.62,1.8,38.0,0.99,3.16,24.0,54.0
1829,Ensenada,1,Ensenada,1024,22,89.0,4.0,8.0,6.0,10.85,1.67,35.0,0.92,3.07,15.0,33.0
1830,Ensenada,1,Ensenada,1024,23,127.0,4.0,3.0,4.0,10.88,1.7,43.0,1.06,3.26,19.0,59.0
1831,Ensenada,1,Ensenada,1024,24,111.0,6.0,7.0,10.0,10.55,1.71,38.0,0.94,3.17,16.0,50.0
1832,Ensenada,1,Ensenada,1024,25,56.0,6.0,3.0,0.0,11.5,1.82,18.0,1.02,3.29,9.0,10.0
1833,Ensenada,1,Ensenada,1024,26,164.0,9.0,9.0,3.0,11.04,1.57,59.0,0.87,3.15,32.0,54.0
1834,Ensenada,1,Ensenada,1024,27,129.0,6.0,3.0,3.0,11.3,1.51,46.0,0.89,3.0,22.0,56.0
1835,Ensenada,1,Ensenada,1024,28,64.0,6.0,5.0,3.0,12.42,1.59,26.0,0.77,2.91,16.0,17.0
1836,Ensenada,1,Ensenada,1024,29,15.0,6.0,5.0,0.0,11.57,1.8,4.0,1.15,3.75,4.0,3.0
1837,Ensenada,1,Ensenada,1024,30,111.0,8.0,3.0,4.0,12.38,1.65,39.0,0.9,3.36,27.0,27.0
1838,Ensenada,1,Ensenada,1024,31,72.0,4.0,3.0,4.0,12.09,1.42,24.0,0.85,3.27,16.0,21.0
1839,Ensenada,1,Ensenada,1024,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840,Ensenada,1,Ensenada,1024,33,74.0,0.0,5.0,4.0,13.15,1.37,31.0,0.77,2.85,16.0,25.0
1841,Ensenada,1,Ensenada,1024,34,65.0,0.0,5.0,4.0,11.21,1.69,20.0,0.87,3.25,15.0,18.0
1842,Ensenada,1,Ensenada,1024,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1843,Ensenada,1,Ensenada,1024,36,52.0,4.0,0.0,0.0,11.78,1.47,20.0,0.88,2.74,14.0,17.0
1844,Ensenada,1,Ensenada,1024,38,11.0,4.0,0.0,0.0,13.2,2.57,5.0,0.73,2.2,5.0,17.0
1845,Ensenada,1,Ensenada,1024,39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1847,Ensenada,1,Ensenada,1039,1,119.0,4.0,6.0,0.0,11.22,1.48,39.0,1.0,3.5,18.0,54.0
1848,Ensenada,1,Ensenada,1039,2,109.0,4.0,7.0,0.0,11.09,1.49,43.0,0.96,2.87,19.0,30.0
1849,Ensenada,1,Ensenada,1039,3,96.0,3.0,11.0,0.0,10.19,2.0,30.0,1.02,3.43,13.0,31.0
1850,Ensenada,1,Ensenada,1039,4,10.0,0.0,0.0,0.0,11.5,3.75,5.0,0.77,2.0,13.0,5.0
1851,Ensenada,1,Ensenada,1039,5,76.0,0.0,4.0,0.0,11.11,1.36,24.0,0.94,3.17,13.0,22.0
1852,Ensenada,1,Ensenada,1039,6,258.0,11.0,13.0,3.0,11.75,1.7,85.0,0.89,3.49,45.0,93.0
1853,Ensenada,1,Ensenada,1039,7,79.0,5.0,12.0,3.0,11.35,1.88,25.0,0.91,3.43,13.0,23.0
1854,Ensenada,1,Ensenada,1039,8,84.0,3.0,12.0,4.0,11.76,1.42,26.0,0.82,3.23,15.0,33.0
1855,Ensenada,1,Ensenada,1039,9,56.0,3.0,3.0,4.0,9.76,2.1,13.0,1.17,4.31,8.0,23.0
1856,Ensenada,1,Ensenada,1039,10,66.0,3.0,9.0,4.0,9.33,2.12,24.0,1.05,3.14,4.0,30.0
1857,Ensenada,1,Ensenada,1039,11,77.0,6.0,5.0,4.0,9.67,2.12,24.0,1.08,3.35,11.0,27.0
1858,Ensenada,1,Ensenada,1039,12,46.0,5.0,5.0,4.0,10.07,2.19,14.0,1.05,3.54,6.0,18.0
1859,Ensenada,1,Ensenada,1039,13,120.0,4.0,5.0,4.0,10.18,1.48,39.0,0.97,3.16,13.0,39.0
